Identificador_Agricultor,dano_na_plantacao
SCROP84657,0
SCROP84658,0
SCROP84659,1
SCROP84660,1
SCROP84661,0
SCROP84662,1
SCROP84663,0
SCROP84664,0
SCROP84665,0
SCROP84666,0
SCROP84667,0
SCROP84668,0
SCROP84669,0
SCROP84670,0
SCROP84671,0
SCROP84672,0
SCROP84673,1
SCROP84674,1
SCROP84675,0
SCROP84676,1
SCROP84677,0
SCROP84678,1
SCROP84679,0
SCROP84680,0
SCROP84681,1
SCROP84682,0
SCROP84683,0
SCROP84684,1
SCROP84685,0
SCROP84686,0
SCROP84687,1
SCROP84688,1
SCROP84689,0
SCROP84690,0
SCROP84691,0
SCROP84692,0
SCROP84693,2
SCROP84694,0
SCROP84695,1
SCROP84696,0
SCROP84697,0
SCROP84698,0
SCROP84699,0
SCROP84700,0
SCROP84701,0
SCROP84702,0
SCROP84703,2
SCROP84704,1
SCROP84705,1
SCROP84706,0
SCROP84707,0
SCROP84708,1
SCROP84709,1
SCROP84710,0
SCROP84711,0
SCROP84712,0
SCROP84713,1
SCROP84714,1
SCROP84715,0
SCROP84716,1
SCROP84717,0
SCROP84718,1
SCROP84719,0
SCROP84720,0
SCROP84721,1
SCROP84722,0
SCROP84723,1
SCROP84724,1
SCROP84725,0
SCROP84726,0
SCROP84727,1
SCROP84728,0
SCROP84729,0
SCROP84730,0
SCROP84731,1
SCROP84732,1
SCROP84733,2
SCROP84734,1
SCROP84735,2
SCROP84736,0
SCROP84737,2
SCROP84738,0
SCROP84739,0
SCROP84740,0
SCROP84741,0
SCROP84742,0
SCROP84743,0
SCROP84744,0
SCROP84745,1
SCROP84746,0
SCROP84747,1
SCROP84748,0
SCROP84749,0
SCROP84750,0
SCROP84751,0
SCROP84752,0
SCROP84753,1
SCROP84754,1
SCROP84755,0
SCROP84756,1
SCROP84757,1
SCROP84758,1
SCROP84759,1
SCROP84760,1
SCROP84761,0
SCROP84762,0
SCROP84763,0
SCROP84764,0
SCROP84765,1
SCROP84766,0
SCROP84767,1
SCROP84768,0
SCROP84769,0
SCROP84770,1
SCROP84771,0
SCROP84772,0
SCROP84773,0
SCROP84774,0
SCROP84775,0
SCROP84776,0
SCROP84777,0
SCROP84778,0
SCROP84779,0
SCROP84780,0
SCROP84781,0
SCROP84782,1
SCROP84783,0
SCROP84784,1
SCROP84785,1
SCROP84786,2
SCROP84787,0
SCROP84788,1
SCROP84789,1
SCROP84790,1
SCROP84791,0
SCROP84792,0
SCROP84793,1
SCROP84794,1
SCROP84795,0
SCROP84796,0
SCROP84797,0
SCROP84798,0
SCROP84799,0
SCROP84800,0
SCROP84801,1
SCROP84802,1
SCROP84803,0
SCROP84804,1
SCROP84805,1
SCROP84806,0
SCROP84807,0
SCROP84808,2
SCROP84809,0
SCROP84810,0
SCROP84811,0
SCROP84812,1
SCROP84813,0
SCROP84814,0
SCROP84815,0
SCROP84816,0
SCROP84817,0
SCROP84818,1
SCROP84819,1
SCROP84820,2
SCROP84821,0
SCROP84822,1
SCROP84823,0
SCROP84824,0
SCROP84825,1
SCROP84826,1
SCROP84827,0
SCROP84828,1
SCROP84829,0
SCROP84830,0
SCROP84831,0
SCROP84832,1
SCROP84833,0
SCROP84834,0
SCROP84835,0
SCROP84836,0
SCROP84837,0
SCROP84838,1
SCROP84839,0
SCROP84840,1
SCROP84841,0
SCROP84842,0
SCROP84843,0
SCROP84844,0
SCROP84845,0
SCROP84846,0
SCROP84847,0
SCROP84848,1
SCROP84849,2
SCROP84850,1
SCROP84851,0
SCROP84852,1
SCROP84853,1
SCROP84854,1
SCROP84855,0
SCROP84856,0
SCROP84857,0
SCROP84858,0
SCROP84859,0
SCROP84860,0
SCROP84861,0
SCROP84862,0
SCROP84863,1
SCROP84864,0
SCROP84865,0
SCROP84866,2
SCROP84867,0
SCROP84868,0
SCROP84869,0
SCROP84870,0
SCROP84871,2
SCROP84872,1
SCROP84873,1
SCROP84874,1
SCROP84875,2
SCROP84876,0
SCROP84877,1
SCROP84878,0
SCROP84879,1
SCROP84880,2
SCROP84881,0
SCROP84882,2
SCROP84883,0
SCROP84884,0
SCROP84885,2
SCROP84886,2
SCROP84887,1
SCROP84888,1
SCROP84889,1
SCROP84890,0
SCROP84891,0
SCROP84892,1
SCROP84893,0
SCROP84894,0
SCROP84895,0
SCROP84896,0
SCROP84897,1
SCROP84898,1
SCROP84899,1
SCROP84900,1
SCROP84901,2
SCROP84902,0
SCROP84903,0
SCROP84904,2
SCROP84905,0
SCROP84906,0
SCROP84907,1
SCROP84908,1
SCROP84909,2
SCROP84910,2
SCROP84911,0
SCROP84912,0
SCROP84913,0
SCROP84914,0
SCROP84915,1
SCROP84916,1
SCROP84917,2
SCROP84918,1
SCROP84919,0
SCROP84920,0
SCROP84921,1
SCROP84922,0
SCROP84923,1
SCROP84924,1
SCROP84925,1
SCROP84926,0
SCROP84927,0
SCROP84928,0
SCROP84929,2
SCROP84930,0
SCROP84931,1
SCROP84932,0
SCROP84933,0
SCROP84934,1
SCROP84935,0
SCROP84936,2
SCROP84937,0
SCROP84938,1
SCROP84939,1
SCROP84940,1
SCROP84941,0
SCROP84942,1
SCROP84943,0
SCROP84944,1
SCROP84945,1
SCROP84946,0
SCROP84947,0
SCROP84948,0
SCROP84949,2
SCROP84950,0
SCROP84951,0
SCROP84952,0
SCROP84953,1
SCROP84954,0
SCROP84955,0
SCROP84956,2
SCROP84957,2
SCROP84958,2
SCROP84959,0
SCROP84960,1
SCROP84961,0
SCROP84962,0
SCROP84963,0
SCROP84964,0
SCROP84965,0
SCROP84966,1
SCROP84967,1
SCROP84968,0
SCROP84969,1
SCROP84970,1
SCROP84971,1
SCROP84972,1
SCROP84973,2
SCROP84974,1
SCROP84975,0
SCROP84976,0
SCROP84977,1
SCROP84978,1
SCROP84979,0
SCROP84980,1
SCROP84981,1
SCROP84982,1
SCROP84983,2
SCROP84984,2
SCROP84985,0
SCROP84986,1
SCROP84987,1
SCROP84988,1
SCROP84989,0
SCROP84990,1
SCROP84991,1
SCROP84992,0
SCROP84993,1
SCROP84994,1
SCROP84995,1
SCROP84996,1
SCROP84997,0
SCROP84998,1
SCROP84999,1
SCROP85000,1
SCROP85001,1
SCROP85002,0
SCROP85003,0
SCROP85004,1
SCROP85005,0
SCROP85006,1
SCROP85007,0
SCROP85008,1
SCROP85009,0
SCROP85010,2
SCROP85011,1
SCROP85012,1
SCROP85013,2
SCROP85014,0
SCROP85015,2
SCROP85016,0
SCROP85017,0
SCROP85018,1
SCROP85019,2
SCROP85020,2
SCROP85021,0
SCROP85022,1
SCROP85023,1
SCROP85024,0
SCROP85025,1
SCROP85026,1
SCROP85027,0
SCROP85028,0
SCROP85029,1
SCROP85030,1
SCROP85031,1
SCROP85032,1
SCROP85033,0
SCROP85034,1
SCROP85035,2
SCROP85036,1
SCROP85037,2
SCROP85038,2
SCROP85039,0
SCROP85040,0
SCROP85041,1
SCROP85042,1
SCROP85043,0
SCROP85044,1
SCROP85045,1
SCROP85046,1
SCROP85047,0
SCROP85048,0
SCROP85049,0
SCROP85050,0
SCROP85051,0
SCROP85052,1
SCROP85053,0
SCROP85054,1
SCROP85055,2
SCROP85056,1
SCROP85057,2
SCROP85058,0
SCROP85059,1
SCROP85060,1
SCROP85061,2
SCROP85062,1
SCROP85063,0
SCROP85064,0
SCROP85065,1
SCROP85066,0
SCROP85067,1
SCROP85068,0
SCROP85069,0
SCROP85070,1
SCROP85071,1
SCROP85072,1
SCROP85073,0
SCROP85074,1
SCROP85075,1
SCROP85076,1
SCROP85077,0
SCROP85078,1
SCROP85079,0
SCROP85080,1
SCROP85081,2
SCROP85082,1
SCROP85083,0
SCROP85084,1
SCROP85085,1
SCROP85086,0
SCROP85087,0
SCROP85088,1
SCROP85089,1
SCROP85090,1
SCROP85091,1
SCROP85092,1
SCROP85093,1
SCROP85094,2
SCROP85095,1
SCROP85096,1
SCROP85097,0
SCROP85098,1
SCROP85099,1
SCROP85100,2
SCROP85101,1
SCROP85102,1
SCROP85103,1
SCROP85104,1
SCROP85105,1
SCROP85106,1
SCROP85107,1
SCROP85108,2
SCROP85109,1
SCROP85110,1
SCROP85111,1
SCROP85112,1
SCROP85113,1
SCROP85114,1
SCROP85115,2
SCROP85116,2
SCROP85117,1
SCROP85118,2
SCROP85119,1
SCROP85120,1
SCROP85121,1
SCROP85122,2
SCROP85123,1
SCROP85124,1
SCROP85125,0
SCROP85126,2
SCROP85127,0
SCROP85128,0
SCROP85129,0
SCROP85130,0
SCROP85131,0
SCROP85132,0
SCROP85133,0
SCROP85134,0
SCROP85135,0
SCROP85136,0
SCROP85137,0
SCROP85138,0
SCROP85139,0
SCROP85140,0
SCROP85141,0
SCROP85142,0
SCROP85143,0
SCROP85144,0
SCROP85145,0
SCROP85146,0
SCROP85147,0
SCROP85148,0
SCROP85149,0
SCROP85150,0
SCROP85151,0
SCROP85152,0
SCROP85153,0
SCROP85154,0
SCROP85155,0
SCROP85156,0
SCROP85157,0
SCROP85158,0
SCROP85159,0
SCROP85160,0
SCROP85161,0
SCROP85162,1
SCROP85163,0
SCROP85164,0
SCROP85165,0
SCROP85166,0
SCROP85167,1
SCROP85168,0
SCROP85169,0
SCROP85170,0
SCROP85171,0
SCROP85172,0
SCROP85173,0
SCROP85174,0
SCROP85175,0
SCROP85176,1
SCROP85177,0
SCROP85178,0
SCROP85179,0
SCROP85180,1
SCROP85181,0
SCROP85182,0
SCROP85183,0
SCROP85184,0
SCROP85185,0
SCROP85186,0
SCROP85187,0
SCROP85188,0
SCROP85189,0
SCROP85190,0
SCROP85191,0
SCROP85192,0
SCROP85193,1
SCROP85194,1
SCROP85195,0
SCROP85196,1
SCROP85197,0
SCROP85198,0
SCROP85199,0
SCROP85200,0
SCROP85201,0
SCROP85202,0
SCROP85203,0
SCROP85204,1
SCROP85205,0
SCROP85206,0
SCROP85207,0
SCROP85208,0
SCROP85209,0
SCROP85210,0
SCROP85211,1
SCROP85212,1
SCROP85213,0
SCROP85214,0
SCROP85215,0
SCROP85216,0
SCROP85217,0
SCROP85218,0
SCROP85219,0
SCROP85220,0
SCROP85221,0
SCROP85222,1
SCROP85223,0
SCROP85224,0
SCROP85225,0
SCROP85226,0
SCROP85227,0
SCROP85228,0
SCROP85229,0
SCROP85230,1
SCROP85231,0
SCROP85232,0
SCROP85233,0
SCROP85234,0
SCROP85235,0
SCROP85236,0
SCROP85237,0
SCROP85238,2
SCROP85239,0
SCROP85240,0
SCROP85241,0
SCROP85242,0
SCROP85243,0
SCROP85244,0
SCROP85245,0
SCROP85246,0
SCROP85247,0
SCROP85248,0
SCROP85249,0
SCROP85250,0
SCROP85251,0
SCROP85252,0
SCROP85253,0
SCROP85254,0
SCROP85255,1
SCROP85256,0
SCROP85257,0
SCROP85258,0
SCROP85259,2
SCROP85260,0
SCROP85261,0
SCROP85262,0
SCROP85263,1
SCROP85264,2
SCROP85265,0
SCROP85266,0
SCROP85267,2
SCROP85268,0
SCROP85269,0
SCROP85270,0
SCROP85271,0
SCROP85272,0
SCROP85273,1
SCROP85274,0
SCROP85275,0
SCROP85276,0
SCROP85277,0
SCROP85278,0
SCROP85279,0
SCROP85280,0
SCROP85281,0
SCROP85282,0
SCROP85283,1
SCROP85284,0
SCROP85285,0
SCROP85286,1
SCROP85287,1
SCROP85288,2
SCROP85289,0
SCROP85290,0
SCROP85291,0
SCROP85292,0
SCROP85293,0
SCROP85294,0
SCROP85295,0
SCROP85296,0
SCROP85297,0
SCROP85298,1
SCROP85299,0
SCROP85300,1
SCROP85301,0
SCROP85302,0
SCROP85303,0
SCROP85304,1
SCROP85305,0
SCROP85306,0
SCROP85307,0
SCROP85308,0
SCROP85309,0
SCROP85310,1
SCROP85311,1
SCROP85312,0
SCROP85313,2
SCROP85314,0
SCROP85315,0
SCROP85316,0
SCROP85317,0
SCROP85318,0
SCROP85319,1
SCROP85320,0
SCROP85321,1
SCROP85322,0
SCROP85323,0
SCROP85324,0
SCROP85325,2
SCROP85326,0
SCROP85327,0
SCROP85328,1
SCROP85329,0
SCROP85330,0
SCROP85331,0
SCROP85332,0
SCROP85333,0
SCROP85334,0
SCROP85335,0
SCROP85336,0
SCROP85337,0
SCROP85338,0
SCROP85339,0
SCROP85340,0
SCROP85341,0
SCROP85342,0
SCROP85343,1
SCROP85344,0
SCROP85345,0
SCROP85346,0
SCROP85347,2
SCROP85348,2
SCROP85349,0
SCROP85350,0
SCROP85351,2
SCROP85352,0
SCROP85353,0
SCROP85354,0
SCROP85355,0
SCROP85356,0
SCROP85357,2
SCROP85358,0
SCROP85359,0
SCROP85360,0
SCROP85361,0
SCROP85362,0
SCROP85363,0
SCROP85364,0
SCROP85365,0
SCROP85366,0
SCROP85367,0
SCROP85368,0
SCROP85369,0
SCROP85370,1
SCROP85371,1
SCROP85372,0
SCROP85373,1
SCROP85374,0
SCROP85375,0
SCROP85376,0
SCROP85377,0
SCROP85378,0
SCROP85379,0
SCROP85380,0
SCROP85381,0
SCROP85382,0
SCROP85383,0
SCROP85384,0
SCROP85385,0
SCROP85386,1
SCROP85387,2
SCROP85388,0
SCROP85389,1
SCROP85390,0
SCROP85391,0
SCROP85392,0
SCROP85393,0
SCROP85394,0
SCROP85395,2
SCROP85396,0
SCROP85397,0
SCROP85398,0
SCROP85399,0
SCROP85400,1
SCROP85401,0
SCROP85402,0
SCROP85403,0
SCROP85404,0
SCROP85405,0
SCROP85406,0
SCROP85407,0
SCROP85408,1
SCROP85409,0
SCROP85410,1
SCROP85411,2
SCROP85412,0
SCROP85413,1
SCROP85414,1
SCROP85415,1
SCROP85416,0
SCROP85417,2
SCROP85418,2
SCROP85419,0
SCROP85420,1
SCROP85421,1
SCROP85422,0
SCROP85423,0
SCROP85424,0
SCROP85425,2
SCROP85426,0
SCROP85427,0
SCROP85428,0
SCROP85429,0
SCROP85430,0
SCROP85431,0
SCROP85432,0
SCROP85433,1
SCROP85434,0
SCROP85435,0
SCROP85436,0
SCROP85437,0
SCROP85438,0
SCROP85439,0
SCROP85440,2
SCROP85441,0
SCROP85442,0
SCROP85443,0
SCROP85444,0
SCROP85445,0
SCROP85446,0
SCROP85447,0
SCROP85448,0
SCROP85449,1
SCROP85450,0
SCROP85451,0
SCROP85452,0
SCROP85453,0
SCROP85454,1
SCROP85455,0
SCROP85456,0
SCROP85457,1
SCROP85458,1
SCROP85459,0
SCROP85460,1
SCROP85461,0
SCROP85462,1
SCROP85463,0
SCROP85464,0
SCROP85465,1
SCROP85466,2
SCROP85467,0
SCROP85468,1
SCROP85469,2
SCROP85470,0
SCROP85471,0
SCROP85472,0
SCROP85473,1
SCROP85474,0
SCROP85475,0
SCROP85476,0
SCROP85477,0
SCROP85478,1
SCROP85479,0
SCROP85480,0
SCROP85481,0
SCROP85482,0
SCROP85483,1
SCROP85484,0
SCROP85485,1
SCROP85486,1
SCROP85487,0
SCROP85488,1
SCROP85489,0
SCROP85490,1
SCROP85491,2
SCROP85492,2
SCROP85493,0
SCROP85494,0
SCROP85495,0
SCROP85496,0
SCROP85497,1
SCROP85498,0
SCROP85499,2
SCROP85500,0
SCROP85501,0
SCROP85502,0
SCROP85503,0
SCROP85504,0
SCROP85505,0
SCROP85506,0
SCROP85507,0
SCROP85508,1
SCROP85509,1
SCROP85510,0
SCROP85511,1
SCROP85512,0
SCROP85513,0
SCROP85514,0
SCROP85515,1
SCROP85516,1
SCROP85517,1
SCROP85518,1
SCROP85519,1
SCROP85520,1
SCROP85521,0
SCROP85522,0
SCROP85523,2
SCROP85524,2
SCROP85525,2
SCROP85526,0
SCROP85527,0
SCROP85528,2
SCROP85529,0
SCROP85530,0
SCROP85531,1
SCROP85532,0
SCROP85533,0
SCROP85534,0
SCROP85535,0
SCROP85536,0
SCROP85537,0
SCROP85538,0
SCROP85539,0
SCROP85540,0
SCROP85541,0
SCROP85542,0
SCROP85543,0
SCROP85544,0
SCROP85545,0
SCROP85546,1
SCROP85547,0
SCROP85548,2
SCROP85549,0
SCROP85550,0
SCROP85551,1
SCROP85552,1
SCROP85553,0
SCROP85554,1
SCROP85555,1
SCROP85556,1
SCROP85557,0
SCROP85558,1
SCROP85559,0
SCROP85560,0
SCROP85561,0
SCROP85562,0
SCROP85563,0
SCROP85564,0
SCROP85565,0
SCROP85566,1
SCROP85567,0
SCROP85568,1
SCROP85569,0
SCROP85570,0
SCROP85571,0
SCROP85572,0
SCROP85573,0
SCROP85574,0
SCROP85575,1
SCROP85576,2
SCROP85577,0
SCROP85578,0
SCROP85579,0
SCROP85580,0
SCROP85581,0
SCROP85582,0
SCROP85583,1
SCROP85584,0
SCROP85585,0
SCROP85586,0
SCROP85587,0
SCROP85588,0
SCROP85589,0
SCROP85590,0
SCROP85591,0
SCROP85592,0
SCROP85593,1
SCROP85594,0
SCROP85595,0
SCROP85596,0
SCROP85597,1
SCROP85598,0
SCROP85599,2
SCROP85600,1
SCROP85601,0
SCROP85602,2
SCROP85603,0
SCROP85604,1
SCROP85605,0
SCROP85606,0
SCROP85607,1
SCROP85608,0
SCROP85609,0
SCROP85610,0
SCROP85611,1
SCROP85612,0
SCROP85613,0
SCROP85614,1
SCROP85615,0
SCROP85616,1
SCROP85617,0
SCROP85618,0
SCROP85619,1
SCROP85620,0
SCROP85621,0
SCROP85622,0
SCROP85623,0
SCROP85624,1
SCROP85625,0
SCROP85626,1
SCROP85627,1
SCROP85628,0
SCROP85629,0
SCROP85630,0
SCROP85631,2
SCROP85632,0
SCROP85633,0
SCROP85634,0
SCROP85635,0
SCROP85636,1
SCROP85637,0
SCROP85638,1
SCROP85639,0
SCROP85640,0
SCROP85641,1
SCROP85642,1
SCROP85643,2
SCROP85644,0
SCROP85645,0
SCROP85646,0
SCROP85647,1
SCROP85648,2
SCROP85649,1
SCROP85650,0
SCROP85651,2
SCROP85652,0
SCROP85653,0
SCROP85654,1
SCROP85655,0
SCROP85656,0
SCROP85657,0
SCROP85658,1
SCROP85659,0
SCROP85660,1
SCROP85661,0
SCROP85662,0
SCROP85663,1
SCROP85664,1
SCROP85665,0
SCROP85666,1
SCROP85667,1
SCROP85668,0
SCROP85669,0
SCROP85670,0
SCROP85671,0
SCROP85672,0
SCROP85673,2
SCROP85674,1
SCROP85675,0
SCROP85676,0
SCROP85677,0
SCROP85678,0
SCROP85679,1
SCROP85680,0
SCROP85681,0
SCROP85682,0
SCROP85683,2
SCROP85684,1
SCROP85685,1
SCROP85686,0
SCROP85687,0
SCROP85688,1
SCROP85689,1
SCROP85690,0
SCROP85691,0
SCROP85692,0
SCROP85693,1
SCROP85694,1
SCROP85695,2
SCROP85696,0
SCROP85697,1
SCROP85698,0
SCROP85699,2
SCROP85700,1
SCROP85701,1
SCROP85702,1
SCROP85703,1
SCROP85704,0
SCROP85705,0
SCROP85706,1
SCROP85707,2
SCROP85708,0
SCROP85709,1
SCROP85710,1
SCROP85711,1
SCROP85712,1
SCROP85713,1
SCROP85714,2
SCROP85715,0
SCROP85716,0
SCROP85717,0
SCROP85718,1
SCROP85719,0
SCROP85720,0
SCROP85721,1
SCROP85722,1
SCROP85723,0
SCROP85724,1
SCROP85725,1
SCROP85726,1
SCROP85727,0
SCROP85728,1
SCROP85729,0
SCROP85730,1
SCROP85731,1
SCROP85732,0
SCROP85733,1
SCROP85734,2
SCROP85735,0
SCROP85736,1
SCROP85737,1
SCROP85738,0
SCROP85739,0
SCROP85740,0
SCROP85741,1
SCROP85742,1
SCROP85743,1
SCROP85744,1
SCROP85745,0
SCROP85746,0
SCROP85747,2
SCROP85748,0
SCROP85749,0
SCROP85750,0
SCROP85751,0
SCROP85752,0
SCROP85753,0
SCROP85754,0
SCROP85755,2
SCROP85756,1
SCROP85757,0
SCROP85758,1
SCROP85759,0
SCROP85760,0
SCROP85761,2
SCROP85762,0
SCROP85763,1
SCROP85764,2
SCROP85765,1
SCROP85766,1
SCROP85767,0
SCROP85768,1
SCROP85769,0
SCROP85770,0
SCROP85771,1
SCROP85772,2
SCROP85773,1
SCROP85774,0
SCROP85775,0
SCROP85776,1
SCROP85777,0
SCROP85778,2
SCROP85779,0
SCROP85780,1
SCROP85781,1
SCROP85782,1
SCROP85783,2
SCROP85784,0
SCROP85785,1
SCROP85786,0
SCROP85787,2
SCROP85788,0
SCROP85789,0
SCROP85790,0
SCROP85791,0
SCROP85792,2
SCROP85793,0
SCROP85794,0
SCROP85795,1
SCROP85796,1
SCROP85797,0
SCROP85798,0
SCROP85799,0
SCROP85800,1
SCROP85801,2
SCROP85802,0
SCROP85803,0
SCROP85804,1
SCROP85805,0
SCROP85806,0
SCROP85807,0
SCROP85808,0
SCROP85809,2
SCROP85810,0
SCROP85811,0
SCROP85812,0
SCROP85813,0
SCROP85814,2
SCROP85815,0
SCROP85816,0
SCROP85817,0
SCROP85818,0
SCROP85819,0
SCROP85820,0
SCROP85821,1
SCROP85822,0
SCROP85823,1
SCROP85824,0
SCROP85825,0
SCROP85826,0
SCROP85827,1
SCROP85828,1
SCROP85829,2
SCROP85830,0
SCROP85831,2
SCROP85832,0
SCROP85833,0
SCROP85834,0
SCROP85835,0
SCROP85836,0
SCROP85837,0
SCROP85838,2
SCROP85839,1
SCROP85840,2
SCROP85841,0
SCROP85842,1
SCROP85843,1
SCROP85844,0
SCROP85845,1
SCROP85846,0
SCROP85847,2
SCROP85848,0
SCROP85849,1
SCROP85850,1
SCROP85851,1
SCROP85852,1
SCROP85853,0
SCROP85854,2
SCROP85855,0
SCROP85856,1
SCROP85857,0
SCROP85858,0
SCROP85859,0
SCROP85860,1
SCROP85861,0
SCROP85862,0
SCROP85863,1
SCROP85864,1
SCROP85865,1
SCROP85866,1
SCROP85867,2
SCROP85868,2
SCROP85869,1
SCROP85870,0
SCROP85871,1
SCROP85872,1
SCROP85873,1
SCROP85874,0
SCROP85875,2
SCROP85876,2
SCROP85877,0
SCROP85878,0
SCROP85879,0
SCROP85880,1
SCROP85881,0
SCROP85882,1
SCROP85883,0
SCROP85884,1
SCROP85885,2
SCROP85886,2
SCROP85887,0
SCROP85888,2
SCROP85889,1
SCROP85890,1
SCROP85891,0
SCROP85892,0
SCROP85893,1
SCROP85894,1
SCROP85895,0
SCROP85896,1
SCROP85897,1
SCROP85898,0
SCROP85899,0
SCROP85900,1
SCROP85901,0
SCROP85902,1
SCROP85903,0
SCROP85904,0
SCROP85905,1
SCROP85906,2
SCROP85907,1
SCROP85908,2
SCROP85909,1
SCROP85910,1
SCROP85911,1
SCROP85912,1
SCROP85913,1
SCROP85914,1
SCROP85915,1
SCROP85916,1
SCROP85917,0
SCROP85918,0
SCROP85919,2
SCROP85920,2
SCROP85921,1
SCROP85922,1
SCROP85923,2
SCROP85924,1
SCROP85925,1
SCROP85926,2
SCROP85927,2
SCROP85928,1
SCROP85929,0
SCROP85930,1
SCROP85931,0
SCROP85932,1
SCROP85933,0
SCROP85934,0
SCROP85935,0
SCROP85936,0
SCROP85937,0
SCROP85938,0
SCROP85939,0
SCROP85940,0
SCROP85941,0
SCROP85942,0
SCROP85943,0
SCROP85944,0
SCROP85945,0
SCROP85946,0
SCROP85947,0
SCROP85948,0
SCROP85949,0
SCROP85950,0
SCROP85951,0
SCROP85952,0
SCROP85953,0
SCROP85954,0
SCROP85955,0
SCROP85956,0
SCROP85957,0
SCROP85958,0
SCROP85959,0
SCROP85960,0
SCROP85961,0
SCROP85962,0
SCROP85963,0
SCROP85964,0
SCROP85965,0
SCROP85966,0
SCROP85967,0
SCROP85968,0
SCROP85969,0
SCROP85970,0
SCROP85971,0
SCROP85972,0
SCROP85973,2
SCROP85974,0
SCROP85975,0
SCROP85976,1
SCROP85977,1
SCROP85978,0
SCROP85979,0
SCROP85980,0
SCROP85981,0
SCROP85982,0
SCROP85983,0
SCROP85984,0
SCROP85985,0
SCROP85986,0
SCROP85987,0
SCROP85988,0
SCROP85989,0
SCROP85990,0
SCROP85991,1
SCROP85992,0
SCROP85993,0
SCROP85994,0
SCROP85995,0
SCROP85996,0
SCROP85997,0
SCROP85998,0
SCROP85999,0
SCROP86000,0
SCROP86001,0
SCROP86002,0
SCROP86003,0
SCROP86004,0
SCROP86005,0
SCROP86006,0
SCROP86007,0
SCROP86008,0
SCROP86009,0
SCROP86010,0
SCROP86011,0
SCROP86012,0
SCROP86013,0
SCROP86014,0
SCROP86015,0
SCROP86016,0
SCROP86017,0
SCROP86018,0
SCROP86019,0
SCROP86020,0
SCROP86021,0
SCROP86022,0
SCROP86023,0
SCROP86024,0
SCROP86025,0
SCROP86026,0
SCROP86027,0
SCROP86028,0
SCROP86029,0
SCROP86030,0
SCROP86031,0
SCROP86032,2
SCROP86033,0
SCROP86034,0
SCROP86035,0
SCROP86036,0
SCROP86037,0
SCROP86038,0
SCROP86039,0
SCROP86040,0
SCROP86041,0
SCROP86042,0
SCROP86043,0
SCROP86044,0
SCROP86045,0
SCROP86046,0
SCROP86047,0
SCROP86048,0
SCROP86049,0
SCROP86050,0
SCROP86051,0
SCROP86052,0
SCROP86053,0
SCROP86054,0
SCROP86055,0
SCROP86056,1
SCROP86057,0
SCROP86058,0
SCROP86059,0
SCROP86060,0
SCROP86061,0
SCROP86062,0
SCROP86063,0
SCROP86064,0
SCROP86065,0
SCROP86066,0
SCROP86067,1
SCROP86068,1
SCROP86069,0
SCROP86070,0
SCROP86071,0
SCROP86072,0
SCROP86073,0
SCROP86074,0
SCROP86075,0
SCROP86076,0
SCROP86077,0
SCROP86078,0
SCROP86079,0
SCROP86080,0
SCROP86081,0
SCROP86082,2
SCROP86083,0
SCROP86084,0
SCROP86085,0
SCROP86086,0
SCROP86087,0
SCROP86088,0
SCROP86089,0
SCROP86090,0
SCROP86091,0
SCROP86092,0
SCROP86093,0
SCROP86094,0
SCROP86095,0
SCROP86096,0
SCROP86097,0
SCROP86098,0
SCROP86099,0
SCROP86100,1
SCROP86101,0
SCROP86102,1
SCROP86103,0
SCROP86104,0
SCROP86105,0
SCROP86106,0
SCROP86107,0
SCROP86108,0
SCROP86109,0
SCROP86110,0
SCROP86111,0
SCROP86112,2
SCROP86113,0
SCROP86114,0
SCROP86115,0
SCROP86116,0
SCROP86117,0
SCROP86118,1
SCROP86119,0
SCROP86120,0
SCROP86121,0
SCROP86122,1
SCROP86123,0
SCROP86124,0
SCROP86125,0
SCROP86126,0
SCROP86127,0
SCROP86128,0
SCROP86129,0
SCROP86130,2
SCROP86131,2
SCROP86132,1
SCROP86133,0
SCROP86134,0
SCROP86135,2
SCROP86136,0
SCROP86137,0
SCROP86138,0
SCROP86139,0
SCROP86140,0
SCROP86141,0
SCROP86142,0
SCROP86143,0
SCROP86144,0
SCROP86145,0
SCROP86146,0
SCROP86147,0
SCROP86148,0
SCROP86149,1
SCROP86150,0
SCROP86151,1
SCROP86152,0
SCROP86153,0
SCROP86154,0
SCROP86155,1
SCROP86156,1
SCROP86157,0
SCROP86158,1
SCROP86159,0
SCROP86160,0
SCROP86161,0
SCROP86162,0
SCROP86163,0
SCROP86164,0
SCROP86165,1
SCROP86166,0
SCROP86167,0
SCROP86168,0
SCROP86169,1
SCROP86170,0
SCROP86171,0
SCROP86172,0
SCROP86173,0
SCROP86174,0
SCROP86175,2
SCROP86176,0
SCROP86177,0
SCROP86178,0
SCROP86179,0
SCROP86180,0
SCROP86181,0
SCROP86182,0
SCROP86183,0
SCROP86184,0
SCROP86185,0
SCROP86186,0
SCROP86187,0
SCROP86188,1
SCROP86189,0
SCROP86190,0
SCROP86191,0
SCROP86192,0
SCROP86193,0
SCROP86194,2
SCROP86195,0
SCROP86196,0
SCROP86197,0
SCROP86198,0
SCROP86199,0
SCROP86200,2
SCROP86201,0
SCROP86202,1
SCROP86203,0
SCROP86204,0
SCROP86205,0
SCROP86206,0
SCROP86207,1
SCROP86208,0
SCROP86209,1
