,Insect_Estimate,CultivationType,Soil_Type,Category_Pesticide,Doses_Week,Weeks_Using,Weeks_Without,Predicted_Damage_In_Plantation
6830,626,1,1,3,20,42.0,0,0
6831,625,1,1,3,35,34.0,0,0
6832,626,1,1,3,40,20.0,0,0
6833,626,1,1,3,5,32.0,0,0
6834,625,1,1,3,20,34.0,0,0
6835,677,1,0,3,10,13.0,0,0
6836,677,1,0,3,15,26.0,0,0
6837,677,1,0,3,30,29.0,0,0
6838,677,1,0,3,35,22.0,0,0
6839,677,1,0,3,25,31.0,0,0
6841,677,1,1,3,40,22.0,0,0
6842,677,1,1,3,40,33.0,0,0
6843,677,1,1,3,40,35.0,0,0
6844,677,1,1,3,20,28.0,0,0
6845,677,1,1,3,50,34.0,0,0
6846,731,1,0,3,10,16.0,0,0
6847,731,1,0,3,20,16.0,0,0
6848,732,1,0,3,25,35.0,0,0
6849,731,1,0,3,30,27.0,0,0
6851,731,1,1,3,30,31.0,0,0
6852,731,1,1,3,20,31.0,0,0
6853,789,1,0,3,25,32.0,0,0
6854,789,1,0,3,40,34.0,0,0
6855,790,1,0,3,40,41.0,0,0
6856,789,1,0,3,10,32.0,0,0
6857,789,1,0,3,15,38.0,0,0
6858,790,1,1,3,15,12.0,0,0
6859,789,1,1,3,20,8.0,0,0
6860,790,1,1,3,35,39.0,0,0
6861,789,1,1,3,40,37.0,0,0
6862,851,1,0,3,40,34.0,0,0
6863,851,1,0,3,20,36.0,0,1
6864,851,1,1,3,25,27.0,0,0
6865,851,1,1,3,25,39.0,0,0
6866,850,1,1,3,60,39.0,0,0
6867,851,1,1,3,20,35.0,0,1
6868,851,1,1,3,30,38.0,0,0
6869,915,1,0,3,5,33.0,0,0
6870,915,1,0,3,25,34.0,0,0
6871,916,1,0,3,20,28.0,0,0
6872,915,1,0,3,15,28.0,0,0
6873,915,1,0,3,10,39.0,0,0
6874,916,1,0,3,40,41.0,0,0
6875,915,1,1,3,5,7.0,0,0
6877,915,1,1,3,50,39.0,0,0
6879,915,1,1,3,10,12.0,0,0
6880,915,1,1,3,20,20.0,0,0
6881,984,1,0,3,10,29.0,0,0
6882,984,1,0,3,10,34.0,0,0
6883,984,1,0,3,10,40.0,0,0
6884,984,1,0,3,20,12.0,0,0
6885,984,1,0,3,20,35.0,0,1
6886,984,1,0,3,20,40.0,0,1
6887,984,1,0,3,50,35.0,0,0
6888,984,1,0,3,10,38.0,0,0
6889,984,1,0,3,15,35.0,0,0
6890,1056,1,0,3,10,7.0,0,0
6891,1056,1,0,3,15,17.0,0,0
6892,1056,1,0,3,20,28.0,0,0
6893,1056,1,0,3,20,31.0,0,0
6895,1056,1,0,3,30,38.0,0,0
6897,1056,1,0,3,40,37.0,0,0
6898,1056,1,0,3,20,40.0,0,1
6899,1056,1,0,3,20,34.0,0,0
6900,1056,1,0,3,40,39.0,0,0
6901,1056,1,1,3,15,7.0,0,0
6902,1056,1,1,3,25,43.0,0,0
6903,1056,1,1,3,25,44.0,0,0
6905,1132,1,0,3,15,41.0,0,0
6906,1132,1,0,3,10,27.0,0,0
6907,1132,1,0,3,10,35.0,0,0
6908,1132,1,0,3,20,23.0,0,0
6909,1132,1,1,3,20,22.0,0,0
6910,1132,1,1,3,25,16.0,0,0
6911,1132,1,1,3,25,20.0,0,0
6912,1132,1,1,3,30,42.0,0,0
6914,1132,1,1,3,20,38.0,0,0
6915,1212,1,0,3,10,11.0,0,0
6916,1212,1,0,3,10,40.0,0,0
6918,1212,1,0,3,20,30.0,0,1
6919,1212,1,0,3,15,43.0,0,0
6920,1212,1,1,3,10,35.0,0,0
6922,1212,1,1,3,30,31.0,0,0
6923,1212,1,1,3,50,38.0,0,0
6924,1212,1,1,3,10,34.0,0,0
6925,1212,1,1,3,40,43.0,0,0
6926,1212,1,1,3,60,41.0,0,0
6927,1297,1,0,3,5,48.0,0,0
6928,1297,1,0,3,10,28.0,0,0
6929,1297,1,0,3,10,30.0,0,0
6930,1296,1,0,3,25,31.0,0,0
6931,1297,1,0,3,30,40.0,0,0
6932,1297,1,0,3,20,37.0,0,0
6933,1296,1,1,3,15,23.0,0,0
6934,1297,1,1,3,20,45.0,0,1
6935,1296,1,1,3,30,42.0,0,0
6936,1296,1,1,3,30,50.0,0,0
6937,1296,1,1,3,45,38.0,0,0
6938,1385,1,0,3,15,30.0,0,0
6939,1385,1,0,3,20,46.0,0,1
6940,1385,1,0,3,20,48.0,0,1
6941,1385,1,0,3,25,49.0,0,0
6942,1385,1,0,3,40,21.0,0,0
6943,1385,1,1,3,10,11.0,0,0
6944,1385,1,1,3,10,39.0,0,0
6945,1385,1,1,3,10,44.0,0,0
6946,1385,1,1,3,20,45.0,0,1
6947,1385,1,1,3,30,21.0,0,0
6948,1385,1,1,3,30,42.0,0,0
6949,1385,1,1,3,40,41.0,0,0
6950,1385,1,1,3,10,40.0,0,0
6951,1385,1,1,3,20,40.0,0,1
6952,1385,1,1,3,5,45.0,0,0
6953,1385,1,1,3,40,26.0,0,0
6954,1478,1,0,3,30,36.0,0,0
6955,1478,1,0,3,30,40.0,0,0
6956,1478,1,0,3,10,44.0,0,0
6958,1478,1,0,3,60,42.0,0,0
6959,1478,1,0,3,30,44.0,0,0
6960,1478,1,0,3,20,25.0,0,0
6961,1478,1,1,3,5,30.0,0,0
6962,1478,1,1,3,15,33.0,0,0
6964,1478,1,1,3,30,41.0,0,0
6965,1478,1,1,3,50,46.0,0,0
6966,1478,1,1,3,20,41.0,0,1
6967,1576,1,0,3,10,16.0,0,0
6969,1575,1,1,3,40,44.0,0,0
6971,1678,1,0,3,20,30.0,0,0
6972,1678,1,0,3,25,30.0,0,0
6973,1678,1,0,3,40,36.0,0,0
6974,1678,1,0,3,40,38.0,0,0
6975,1678,1,0,3,40,43.0,0,0
6976,1678,1,0,3,10,44.0,0,0
6977,1678,1,0,3,30,50.0,0,0
6978,1678,1,0,3,20,35.0,0,0
6979,1678,1,0,3,20,48.0,0,1
6980,1678,1,0,3,15,45.0,0,0
6982,1678,1,1,3,10,31.0,0,0
6984,1678,1,1,3,20,36.0,0,0
6985,1678,1,1,3,20,22.0,0,0
6987,1785,1,0,3,35,48.0,0,0
6989,1785,1,1,3,10,45.0,0,0
6990,1785,1,1,3,15,52.0,0,0
6991,1785,1,1,3,5,15.0,0,0
6992,1898,1,0,3,10,18.0,0,0
6993,1898,1,0,3,20,15.0,0,0
6994,1898,1,0,3,20,53.0,0,0
6995,1898,1,0,3,30,42.0,0,0
6996,1898,1,0,3,30,52.0,0,0
6997,1898,1,0,3,40,48.0,0,0
6998,1898,1,0,3,30,54.0,0,0
6999,1898,1,1,3,15,36.0,0,0
7000,1898,1,1,3,15,52.0,0,0
7001,2015,1,0,3,10,35.0,0,0
7002,2015,1,0,3,15,50.0,0,1
7003,2015,1,0,3,20,36.0,0,0
7004,2015,1,0,3,10,42.0,0,0
7005,2016,1,0,3,20,43.0,0,0
7006,2016,1,0,3,20,46.0,0,1
7007,2016,1,0,3,15,50.0,0,1
7008,2016,1,1,3,10,40.0,0,0
7009,2016,1,1,3,15,32.0,0,0
7010,2015,1,1,3,25,47.0,0,0
7011,2016,1,1,3,40,49.0,0,0
7012,2016,1,1,3,20,43.0,0,0
7013,2138,1,0,3,5,51.0,0,0
7014,2139,1,0,3,15,42.0,0,0
7015,2138,1,0,3,20,44.0,0,0
7016,2139,1,0,3,30,28.0,0,0
7017,2138,1,0,3,40,50.0,0,0
7018,2139,1,0,3,10,25.0,0,0
7019,2138,1,1,3,10,21.0,0,0
7020,2138,1,1,3,15,53.0,0,0
7021,2138,1,1,3,20,25.0,0,0
7023,2139,1,1,3,10,40.0,0,0
7025,2267,1,0,3,30,47.0,0,0
7026,2267,1,0,3,15,30.0,0,0
7027,2267,1,1,3,20,31.0,0,0
7028,2267,1,1,3,20,30.0,0,0
7029,2267,1,1,3,5,50.0,0,0
7031,2401,1,0,3,10,37.0,0,0
7032,2401,1,0,3,20,52.0,0,1
7033,2401,1,0,3,15,30.0,0,0
7034,2402,1,0,3,10,20.0,0,0
7036,2402,1,1,3,15,46.0,0,0
7037,2402,1,1,3,25,52.0,0,0
7038,2402,1,1,3,40,21.0,0,0
7039,2541,1,0,3,15,43.0,0,0
7040,2541,1,0,3,60,55.0,0,0
7041,2541,1,0,3,5,41.0,0,0
7042,2542,1,0,3,15,45.0,0,0
7043,2541,1,1,3,25,53.0,0,0
7044,2541,1,1,3,30,55.0,0,0
7045,2542,1,1,3,60,53.0,0,0
7046,2541,1,1,3,25,50.0,0,0
7048,2687,1,0,3,40,20.0,0,0
7049,2688,1,0,3,10,40.0,0,0
7050,2688,1,1,3,30,46.0,0,0
7051,2687,1,1,3,20,54.0,0,0
7054,2999,1,0,3,10,35.0,0,0
7055,2999,1,0,3,20,48.0,0,0
7056,2999,1,0,3,20,56.0,0,0
7057,2999,1,0,3,40,36.0,0,0
7058,2999,1,1,3,15,39.0,0,0
7059,2999,1,1,3,10,50.0,0,0
7060,2999,1,1,3,10,37.0,0,0
7061,3164,1,0,3,10,30.0,0,0
7062,3336,1,0,3,20,26.0,0,0
7063,3337,1,0,3,20,48.0,0,0
7064,3336,1,1,3,5,24.0,0,0
7065,3337,1,1,3,10,51.0,0,0
7066,3337,1,1,3,25,46.0,0,0
7068,3516,1,0,3,10,60.0,0,0
7069,3516,1,1,3,15,50.0,0,0
7070,3516,1,1,3,20,36.0,0,0
7071,3702,1,1,3,5,50.0,0,0
7072,3895,1,0,3,20,55.0,0,1
7073,3895,1,1,3,20,55.0,0,0
7074,4096,1,0,3,5,40.0,0,0
7075,4096,1,1,3,5,50.0,0,0
7076,168,0,0,2,5,20.0,2,0
7077,188,0,0,2,20,14.0,7,0
7078,188,0,0,2,30,19.0,1,0
7080,256,0,0,2,25,15.0,7,0
7081,283,0,0,2,20,17.0,6,0
7082,283,0,0,2,40,24.0,3,0
7083,283,0,0,2,50,25.0,0,0
7084,311,0,0,2,15,18.0,10,0
7085,311,0,0,2,10,9.0,12,0
7086,311,0,0,2,40,22.0,3,0
7087,342,0,0,2,20,22.0,5,0
7088,342,0,0,2,60,20.0,3,0
7089,375,0,0,2,20,18.0,9,0
7090,375,0,0,2,40,26.0,4,0
7091,410,0,0,2,10,21.0,6,0
7092,410,0,0,2,20,14.0,15,0
7093,411,0,0,2,20,22.0,5,0
7094,410,0,0,2,25,18.0,13,0
7097,410,0,0,2,40,24.0,9,0
7098,410,0,0,2,60,20.0,11,0
7099,411,0,0,2,60,28.0,1,0
7100,448,0,0,2,10,22.0,6,0
7101,448,0,0,2,20,16.0,14,0
7102,448,0,0,2,20,17.0,14,0
7103,448,0,0,2,20,26.0,2,0
7104,448,0,0,2,30,20.0,7,0
7105,448,0,0,2,30,23.0,5,0
7106,448,0,0,2,30,30.0,5,0
7107,448,0,0,2,40,15.0,15,0
7108,448,0,0,2,40,20.0,3,0
7110,448,0,0,2,50,20.0,11,0
7111,448,0,0,2,30,12.0,14,0
7113,488,0,0,2,10,18.0,17,0
7114,488,0,0,2,20,22.0,15,0
7115,488,0,0,2,20,25.0,13,0
7116,488,0,0,2,20,30.0,1,0
7117,488,0,0,2,25,12.0,15,0
7118,488,0,0,2,40,20.0,10,0
7119,488,0,0,2,40,32.0,1,0
7120,531,0,0,2,10,25.0,0,0
7121,531,0,0,2,10,27.0,0,0
7122,531,0,0,2,20,12.0,15,0
7124,531,0,0,2,20,30.0,4,0
7125,531,0,0,2,30,14.0,17,0
7126,531,0,0,2,30,15.0,3,0
7127,531,0,0,2,30,34.0,6,0
7128,531,0,0,2,40,24.0,2,0
7130,531,0,0,2,60,19.0,14,0
7131,577,0,0,2,5,10.0,19,0
7132,577,0,0,2,10,15.0,19,0
7133,577,0,0,2,15,18.0,17,0
7134,577,0,0,2,15,24.0,9,0
7135,577,0,0,2,15,25.0,8,0
7136,577,0,0,2,20,15.0,18,0
7137,577,0,0,2,20,27.0,7,0
7138,577,0,0,2,20,29.0,6,0
7139,577,0,0,2,25,24.0,9,0
7140,577,0,0,2,25,24.0,10,0
7141,577,0,0,2,35,28.0,8,0
7142,577,0,0,2,60,27.0,5,0
7143,577,0,0,2,80,35.0,0,0
7144,577,0,0,2,50,28.0,6,0
7145,625,0,0,2,20,30.0,5,0
7146,626,0,0,2,5,33.0,7,0
7147,625,0,0,2,20,12.0,20,0
7149,626,0,0,2,20,25.0,17,0
7150,625,0,0,2,20,28.0,0,0
7151,626,0,0,2,30,12.0,1,0
7153,626,0,0,2,40,21.0,14,0
7154,626,0,0,2,50,33.0,0,0
7155,626,0,0,2,60,11.0,14,0
7156,626,0,0,2,20,20.0,14,0
7157,677,0,0,2,50,22.0,12,0
7158,677,0,0,2,10,17.0,18,0
7159,677,0,0,2,10,30.0,6,0
7160,677,0,0,2,15,13.0,20,0
7161,677,0,0,2,20,22.0,13,0
7162,677,0,0,2,20,26.0,12,0
7163,677,0,0,2,20,28.0,2,0
7164,677,0,0,2,25,15.0,16,0
7165,677,0,0,2,30,18.0,17,0
7166,677,0,0,2,30,19.0,2,0
7167,677,0,0,2,30,26.0,13,0
7168,677,0,0,2,35,19.0,14,0
7169,677,0,0,2,50,20.0,16,0
7170,677,0,0,2,85,11.0,20,0
7171,677,0,0,2,20,23.0,11,0
7172,732,0,0,2,40,25.0,12,0
7173,731,0,0,2,5,15.0,17,0
7174,732,0,0,2,10,22.0,15,0
7175,731,0,0,2,15,12.0,22,0
7177,731,0,0,2,20,20.0,13,0
7178,732,0,0,2,20,21.0,11,0
7179,732,0,0,2,20,22.0,6,0
7180,732,0,0,2,20,26.0,14,0
7181,731,0,0,2,20,30.0,5,0
7183,732,0,0,2,25,26.0,10,0
7185,731,0,0,2,30,18.0,21,0
7187,731,0,0,2,40,14.0,17,0
7188,732,0,0,2,40,18.0,16,0
7189,731,0,0,2,60,18.0,18,0
7190,731,0,0,2,60,26.0,7,0
7191,731,0,0,2,30,14.0,22,0
7192,790,0,0,2,20,18.0,15,0
7193,790,0,0,2,20,23.0,1,0
7194,789,0,0,2,25,17.0,14,0
7195,790,0,0,2,30,24.0,10,0
7196,789,0,0,2,30,24.0,11,0
7197,789,0,0,2,40,15.0,22,0
7198,789,0,0,2,40,28.0,11,0
7199,790,0,0,2,40,37.0,2,0
7200,789,0,0,2,45,34.0,7,0
7201,789,0,0,2,50,32.0,6,0
7202,790,0,0,2,35,25.0,8,0
7204,851,0,0,2,15,20.0,17,0
7205,851,0,0,2,20,19.0,16,0
7206,851,0,0,2,20,21.0,17,0
7207,851,0,0,2,20,27.0,10,0
7208,851,0,0,2,20,28.0,10,0
7209,851,0,0,2,25,17.0,22,0
7210,851,0,0,2,30,22.0,16,0
7211,850,0,0,2,30,24.0,12,0
7212,851,0,0,2,40,21.0,16,0
7215,851,0,0,2,40,34.0,8,0
7216,851,0,0,2,60,20.0,19,0
7217,851,0,0,2,60,29.0,10,0
7219,851,0,0,2,40,32.0,6,0
7220,915,0,0,2,10,32.0,5,0
7221,916,0,0,2,20,14.0,21,0
7222,915,0,0,2,20,15.0,22,0
7223,915,0,0,2,20,24.0,13,0
7224,915,0,0,2,20,24.0,19,0
7225,916,0,0,2,20,28.0,12,0
7226,916,0,0,2,25,17.0,20,0
7227,915,0,0,2,30,20.0,18,0
7228,915,0,0,2,30,36.0,3,0
7229,916,0,0,2,35,26.0,21,0
7230,915,0,0,2,35,35.0,5,0
7231,916,0,0,2,40,18.0,20,0
7232,915,0,0,2,40,21.0,16,0
7233,916,0,0,2,40,23.0,5,0
7234,915,0,0,2,40,33.0,5,0
7235,916,0,0,2,40,37.0,3,0
7236,915,0,0,2,20,40.0,5,0
7237,915,0,0,2,50,40.0,0,0
7239,984,0,0,2,5,23.0,16,0
7240,984,0,0,2,10,25.0,8,0
7241,984,0,0,2,15,34.0,3,0
7242,984,0,0,2,20,25.0,9,0
7243,984,0,0,2,20,31.0,16,0
7244,984,0,0,2,20,37.0,1,0
7245,984,0,0,2,30,22.0,16,0
7247,984,0,0,2,30,32.0,7,0
7248,984,0,0,2,40,21.0,20,0
7249,984,0,0,2,40,30.0,4,0
7250,984,0,0,2,40,31.0,12,0
7251,984,0,0,2,50,35.0,10,0
7254,984,0,0,2,20,23.0,16,0
7255,984,0,0,2,20,34.0,2,0
7256,1056,0,0,2,5,13.0,27,0
7257,1056,0,0,2,10,35.0,7,0
7258,1056,0,0,2,10,39.0,5,0
7260,1056,0,0,2,20,25.0,14,0
7261,1056,0,0,2,20,41.0,8,0
7262,1056,0,0,2,20,43.0,1,0
7263,1056,0,0,2,25,27.0,14,0
7264,1056,0,0,2,30,19.0,19,0
7266,1056,0,0,2,30,42.0,3,0
7267,1056,0,0,2,35,24.0,3,0
7268,1056,0,0,2,40,25.0,20,0
7269,1056,0,0,2,40,27.0,15,0
7270,1056,0,0,2,40,35.0,12,0
7271,1056,0,0,2,40,40.0,2,0
7272,1056,0,0,2,40,44.0,0,0
7273,1056,0,0,2,60,30.0,2,0
7274,1056,0,0,2,60,40.0,1,0
7275,1132,0,0,2,10,13.0,28,0
7277,1132,0,0,2,10,14.0,26,0
7278,1132,0,0,2,10,17.0,21,0
7279,1132,0,0,2,10,21.0,20,0
7280,1132,0,0,2,10,22.0,19,0
7281,1132,0,0,2,10,36.0,4,0
7282,1132,0,0,2,15,17.0,22,0
7283,1132,0,0,2,15,20.0,14,0
7284,1132,0,0,2,20,16.0,22,0
7286,1132,0,0,2,20,30.0,11,0
7287,1132,0,0,2,20,31.0,4,0
7288,1132,0,0,2,40,13.0,27,0
7289,1132,0,0,2,40,18.0,16,0
7292,1132,0,0,2,40,35.0,11,0
7293,1132,0,0,2,40,36.0,6,0
7294,1132,0,0,2,60,25.0,13,0
7296,1132,0,0,2,20,36.0,3,0
7298,1132,0,0,2,40,50.0,0,0
7299,1212,0,0,2,5,17.0,24,0
7300,1212,0,0,2,5,29.0,14,0
7303,1212,0,0,2,10,28.0,14,0
7304,1212,0,0,2,10,40.0,5,0
7305,1212,0,0,2,15,24.0,18,0
7306,1212,0,0,2,15,30.0,6,0
7307,1212,0,0,2,20,14.0,17,0
7308,1212,0,0,2,20,20.0,13,0
7309,1212,0,0,2,20,23.0,14,0
7310,1212,0,0,2,20,26.0,13,0
7311,1212,0,0,2,30,17.0,20,0
7312,1212,0,0,2,30,31.0,1,0
7313,1212,0,0,2,30,32.0,9,0
7314,1212,0,0,2,40,21.0,18,0
7315,1212,0,0,2,40,25.0,4,0
7316,1212,0,0,2,40,30.0,7,0
7317,1212,0,0,2,80,41.0,2,0
7318,1212,0,0,2,20,12.0,26,0
7320,1212,0,0,2,40,32.0,6,0
7322,1297,0,0,2,10,37.0,2,0
7323,1296,0,0,2,10,41.0,3,0
7324,1297,0,0,2,20,13.0,28,0
7325,1297,0,0,2,20,15.0,12,0
7326,1297,0,0,2,20,15.0,30,0
7327,1296,0,0,2,20,17.0,27,0
7328,1297,0,0,2,20,20.0,22,0
7329,1296,0,0,2,20,23.0,9,0
7330,1297,0,0,2,20,25.0,6,0
7331,1297,0,0,2,20,38.0,3,0
7332,1296,0,0,2,30,16.0,20,0
7333,1296,0,0,2,30,25.0,5,0
7334,1297,0,0,2,30,34.0,7,0
7335,1296,0,0,2,40,27.0,13,0
7336,1296,0,0,2,40,28.0,5,0
7337,1297,0,0,2,40,29.0,12,0
7338,1296,0,0,2,40,33.0,12,0
7339,1297,0,0,2,50,22.0,20,0
7340,1296,0,0,2,55,16.0,30,0
7343,1296,0,0,2,60,28.0,20,0
7345,1296,0,0,2,60,35.0,8,0
7346,1296,0,0,2,60,48.0,2,0
7347,1296,0,0,2,75,33.0,1,0
7348,1296,0,0,2,40,33.0,11,0
7349,1385,0,0,2,10,5.0,24,0
7350,1385,0,0,2,15,20.0,21,0
7351,1385,0,0,2,15,38.0,2,0
7352,1385,0,0,2,20,16.0,30,0
7353,1385,0,0,2,20,18.0,17,0
7355,1385,0,0,2,20,22.0,21,0
7356,1385,0,0,2,20,23.0,24,0
7357,1385,0,0,2,20,24.0,4,0
7358,1385,0,0,2,20,30.0,20,0
7359,1385,0,0,2,20,31.0,7,0
7360,1385,0,0,2,20,32.0,21,0
7361,1385,0,0,2,25,12.0,31,0
7363,1385,0,0,2,30,34.0,12,0
7364,1385,0,0,2,40,35.0,11,0
7365,1385,0,0,2,40,45.0,4,0
7366,1385,0,0,2,40,46.0,2,0
7367,1385,0,0,2,50,24.0,21,0
7369,1385,0,0,2,55,47.0,2,0
7370,1385,0,0,2,60,22.0,8,0
7371,1385,0,0,2,60,35.0,7,0
7372,1385,0,0,2,40,38.0,9,0
7373,1478,0,0,2,10,15.0,22,0
7374,1478,0,0,2,15,35.0,7,0
7375,1478,0,0,2,20,25.0,28,0
7376,1478,0,0,2,20,36.0,13,0
7377,1478,0,0,2,20,52.0,0,0
7378,1478,0,0,2,25,27.0,19,0
7379,1478,0,0,2,30,23.0,13,0
7380,1478,0,0,2,30,27.0,14,0
7381,1478,0,0,2,35,27.0,22,0
7382,1478,0,0,2,40,22.0,18,0
7384,1478,0,0,2,40,32.0,22,0
7386,1478,0,0,2,40,37.0,15,0
7387,1478,0,0,2,40,42.0,6,0
7388,1478,0,0,2,40,44.0,6,0
7389,1478,0,0,2,50,34.0,12,0
7390,1478,0,0,2,50,43.0,1,0
7391,1478,0,0,2,60,26.0,6,0
7392,1478,0,0,2,70,30.0,22,0
7393,1478,0,0,2,20,31.0,14,0
7394,1478,0,0,2,40,28.0,18,0
7395,1478,0,0,2,20,39.0,0,0
7396,1478,0,0,2,40,33.0,17,0
7397,1576,0,0,2,10,23.0,26,0
7398,1576,0,0,2,10,26.0,12,0
7399,1576,0,0,2,20,19.0,26,0
7400,1576,0,0,2,20,21.0,17,0
7402,1575,0,0,2,20,31.0,14,0
7403,1575,0,0,2,20,37.0,8,0
7404,1576,0,0,2,20,41.0,5,0
7405,1576,0,0,2,20,42.0,1,0
7406,1575,0,0,2,20,44.0,4,0
7407,1575,0,0,2,40,21.0,21,0
7408,1575,0,0,2,40,37.0,5,0
7409,1576,0,0,2,40,42.0,7,0
7410,1575,0,0,2,40,50.0,2,0
7411,1575,0,0,2,50,31.0,18,0
7412,1575,0,0,2,50,42.0,1,0
7413,1575,0,0,2,50,45.0,6,0
7414,1575,0,0,2,60,35.0,13,0
7415,1575,0,0,2,20,24.0,25,0
7416,1575,0,0,2,20,20.0,23,0
7417,1576,0,0,2,15,20.0,23,0
7419,1678,0,0,2,15,23.0,21,0
7420,1678,0,0,2,15,24.0,24,0
7421,1678,0,0,2,20,11.0,28,0
7422,1678,0,0,2,20,25.0,24,0
7423,1678,0,0,2,20,25.0,27,0
7424,1678,0,0,2,20,44.0,10,0
7425,1678,0,0,2,30,38.0,8,0
7426,1678,0,0,2,35,38.0,8,0
7427,1678,0,0,2,35,47.0,1,0
7428,1678,0,0,2,40,7.0,32,0
7429,1678,0,0,2,40,13.0,33,0
7430,1678,0,0,2,40,25.0,21,0
7432,1678,0,0,2,40,37.0,12,0
7433,1678,0,0,2,40,47.0,2,0
7435,1678,0,0,2,50,29.0,19,0
7436,1678,0,0,2,50,40.0,4,0
7437,1678,0,0,2,20,16.0,29,0
7438,1678,0,0,2,20,39.0,7,0
7440,1785,0,0,2,5,20.0,20,0
7441,1785,0,0,2,10,19.0,26,0
7442,1785,0,0,2,10,25.0,15,0
7443,1785,0,0,2,20,21.0,35,0
7444,1785,0,0,2,20,24.0,14,0
7445,1785,0,0,2,20,30.0,10,0
7446,1786,0,0,2,20,32.0,15,0
7447,1785,0,0,2,25,35.0,15,0
7448,1785,0,0,2,30,15.0,35,0
7449,1786,0,0,2,30,29.0,16,0
7450,1785,0,0,2,30,40.0,4,0
7451,1786,0,0,2,40,7.0,25,0
7452,1785,0,0,2,40,32.0,17,0
7453,1785,0,0,2,40,34.0,15,0
7455,1785,0,0,2,20,48.0,3,0
7456,1785,0,0,2,20,22.0,25,0
7457,1786,0,0,2,20,40.0,7,0
7458,1785,0,0,2,80,23.0,26,0
7459,1898,0,0,2,10,14.0,24,0
7460,1898,0,0,2,10,17.0,32,0
7461,1898,0,0,2,10,35.0,8,0
7462,1898,0,0,2,15,34.0,16,0
7464,1898,0,0,2,20,16.0,31,0
7466,1898,0,0,2,20,40.0,10,0
7467,1898,0,0,2,20,40.0,11,0
7468,1898,0,0,2,20,51.0,0,0
7469,1898,0,0,2,30,40.0,1,0
7470,1898,0,0,2,30,43.0,4,0
7471,1898,0,0,2,30,44.0,2,0
7472,1898,0,0,2,30,55.0,1,0
7473,1898,0,0,2,35,45.0,0,0
7474,1898,0,0,2,40,5.0,36,0
7475,1898,0,0,2,40,25.0,15,0
7476,1898,0,0,2,40,26.0,16,0
7477,1898,0,0,2,40,33.0,21,0
7479,1898,0,0,2,50,41.0,5,0
7480,1898,0,0,2,40,40.0,10,0
7481,1898,0,0,2,20,43.0,10,0
7482,1898,0,0,2,60,37.0,14,0
7483,1898,0,0,2,20,30.0,16,0
7484,1898,0,0,2,20,17.0,31,0
7486,2015,0,0,2,10,15.0,34,0
7487,2016,0,0,2,10,22.0,27,0
7488,2015,0,0,2,10,32.0,14,0
7489,2016,0,0,2,15,15.0,35,0
7490,2016,0,0,2,15,22.0,26,0
7491,2015,0,0,2,20,20.0,23,0
7492,2016,0,0,2,20,23.0,27,0
7493,2016,0,0,2,20,28.0,22,0
7494,2015,0,0,2,20,31.0,15,0
7496,2015,0,0,2,30,19.0,31,0
7497,2016,0,0,2,30,29.0,21,0
7498,2016,0,0,2,30,33.0,17,0
7499,2016,0,0,2,30,36.0,13,0
7500,2015,0,0,2,30,37.0,14,0
7501,2016,0,0,2,30,49.0,4,0
7502,2016,0,0,2,40,18.0,27,0
7504,2016,0,0,2,60,33.0,21,0
7505,2016,0,0,2,10,34.0,18,0
7506,2016,0,0,2,50,47.0,5,0
7507,2016,0,0,2,50,22.0,29,0
7509,2015,0,0,2,20,30.0,7,0
7510,2015,0,0,2,20,34.0,15,0
7511,2016,0,0,2,40,32.0,14,0
7512,2016,0,0,2,15,41.0,10,0
7513,2138,0,0,2,40,34.0,13,0
7515,2139,0,0,2,10,54.0,4,0
7516,2139,0,0,2,15,32.0,21,0
7517,2138,0,0,2,15,38.0,18,0
7518,2138,0,0,2,15,45.0,11,0
7519,2139,0,0,2,20,22.0,27,0
7520,2138,0,0,2,20,22.0,32,0
7521,2138,0,0,2,20,36.0,11,0
7523,2138,0,0,2,20,46.0,14,0
7524,2138,0,0,2,25,33.0,15,0
7525,2139,0,0,2,30,27.0,23,0
7526,2139,0,0,2,30,44.0,2,0
7527,2138,0,0,2,40,32.0,19,0
7528,2138,0,0,2,40,36.0,17,0
7530,2139,0,0,2,50,53.0,1,0
7531,2138,0,0,2,75,50.0,1,0
7532,2139,0,0,2,20,32.0,20,0
7533,2139,0,0,2,20,20.0,19,0
7534,2138,0,0,2,20,44.0,6,0
7535,2138,0,0,2,20,37.0,13,0
7536,2138,0,0,2,30,37.0,14,0
7537,2139,0,0,2,20,47.0,6,0
7539,2138,0,0,2,40,31.0,20,0
7540,2267,0,0,2,10,6.0,31,0
7541,2267,0,0,2,10,8.0,36,0
7542,2267,0,0,2,10,20.0,9,0
7543,2267,0,0,2,10,20.0,24,0
7544,2267,0,0,2,20,6.0,37,0
7545,2267,0,0,2,20,30.0,23,0
7546,2267,0,0,2,20,31.0,13,0
7547,2267,0,0,2,20,37.0,14,0
7548,2267,0,0,2,30,43.0,7,0
7549,2267,0,0,2,30,50.0,7,0
7550,2267,0,0,2,40,13.0,29,0
7551,2267,0,0,2,40,17.0,39,0
7552,2267,0,0,2,50,33.0,20,0
7553,2267,0,0,2,50,44.0,4,0
7554,2267,0,0,2,50,45.0,3,0
7555,2267,0,0,2,60,34.0,21,0
