,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,previsao_dano_na_plantacao
86653,SCROP86654,1898,0,1,3,30,45.0,0,2,0
86654,SCROP86655,1898,0,1,3,60,45.0,0,1,0
86655,SCROP86656,1898,0,1,3,15,,0,2,0
86656,SCROP86657,1898,0,1,3,20,46.0,0,3,0
86657,SCROP86658,1898,0,1,3,30,48.0,0,2,0
86658,SCROP86659,1898,0,1,3,20,45.0,0,3,0
86659,SCROP86660,2015,0,0,3,5,46.0,0,3,0
86660,SCROP86661,2016,0,0,3,20,49.0,0,3,2
86661,SCROP86662,2015,0,0,3,40,58.0,0,2,0
86662,SCROP86663,2016,0,0,3,20,48.0,0,3,2
86663,SCROP86664,2016,0,0,3,5,52.0,0,3,0
86664,SCROP86665,2015,0,1,3,15,25.0,0,1,0
86665,SCROP86666,2016,0,1,3,30,42.0,0,3,0
86666,SCROP86667,2015,0,1,3,80,,0,2,0
86667,SCROP86668,2138,0,0,3,5,40.0,0,2,0
86668,SCROP86669,2138,0,0,3,15,60.0,0,2,0
86669,SCROP86670,2139,0,0,3,20,52.0,0,2,2
86670,SCROP86671,2138,0,0,3,40,50.0,0,2,0
86671,SCROP86672,2138,0,0,3,30,51.0,0,1,2
86672,SCROP86673,2138,0,0,3,20,52.0,0,2,2
86673,SCROP86674,2138,0,0,3,15,51.0,0,1,0
86674,SCROP86675,2138,0,0,3,40,40.0,0,3,0
86675,SCROP86676,2138,0,1,3,40,,0,1,0
86676,SCROP86677,2138,0,1,3,20,50.0,0,2,2
86677,SCROP86678,2267,0,0,3,5,50.0,0,1,0
86678,SCROP86679,2267,0,0,3,20,58.0,0,2,0
86679,SCROP86680,2267,0,0,3,5,50.0,0,1,0
86680,SCROP86681,2267,0,0,3,40,52.0,0,2,0
86681,SCROP86682,2267,0,0,3,20,55.0,0,3,2
86682,SCROP86683,2267,0,0,3,20,57.0,0,1,0
86683,SCROP86684,2267,0,1,3,10,30.0,0,1,0
86684,SCROP86685,2267,0,1,3,25,53.0,0,2,0
86685,SCROP86686,2267,0,1,3,10,48.0,0,2,0
86686,SCROP86687,2267,0,1,3,15,26.0,0,2,0
86687,SCROP86688,2267,0,1,3,20,53.0,0,2,2
86688,SCROP86689,2402,0,0,3,10,58.0,0,1,0
86689,SCROP86690,2401,0,0,3,40,51.0,0,2,0
86690,SCROP86691,2401,0,0,3,25,,0,2,0
86691,SCROP86692,2402,0,0,3,30,53.0,0,1,2
86692,SCROP86693,2402,0,1,3,20,,0,2,0
86693,SCROP86694,2401,0,1,3,20,59.0,0,3,0
86694,SCROP86695,2402,0,1,3,20,45.0,0,2,0
86695,SCROP86696,2401,0,1,3,20,50.0,0,2,0
86696,SCROP86697,2542,0,0,3,15,51.0,0,2,0
86697,SCROP86698,2542,0,0,3,10,52.0,0,2,0
86698,SCROP86699,2542,0,0,3,15,40.0,0,3,0
86699,SCROP86700,2541,0,0,3,40,30.0,0,1,0
86700,SCROP86701,2542,0,1,3,20,53.0,0,1,0
86701,SCROP86702,2688,0,0,3,20,62.0,0,2,2
86702,SCROP86703,2688,0,0,3,30,,0,2,0
86703,SCROP86704,2688,0,0,3,10,,0,1,0
86704,SCROP86705,2687,0,0,3,20,50.0,0,2,0
86705,SCROP86706,2688,0,0,3,20,56.0,0,2,0
86706,SCROP86707,2688,0,1,3,5,60.0,0,2,0
86707,SCROP86708,2688,0,1,3,25,40.0,0,3,0
86708,SCROP86709,2840,0,0,3,20,55.0,0,2,0
86709,SCROP86710,2840,0,0,3,15,,0,2,0
86710,SCROP86711,2840,0,0,3,20,50.0,0,1,0
86711,SCROP86712,2840,0,1,3,20,,0,1,0
86712,SCROP86713,2999,0,0,3,40,46.0,0,1,0
86713,SCROP86714,2999,0,0,3,10,54.0,0,3,0
86714,SCROP86715,2999,0,1,3,20,47.0,0,1,0
86715,SCROP86716,2999,0,1,3,20,52.0,0,2,0
86716,SCROP86717,3165,0,0,3,15,63.0,0,2,0
86717,SCROP86718,3164,0,0,3,30,54.0,0,3,0
86718,SCROP86719,3165,0,1,3,15,50.0,0,2,0
86719,SCROP86720,3164,0,1,3,25,52.0,0,3,0
86720,SCROP86721,3164,0,1,3,30,51.0,0,2,0
86721,SCROP86722,3164,0,1,3,30,60.0,0,1,0
86722,SCROP86723,3337,0,0,3,10,,0,2,1
86723,SCROP86724,3337,0,0,3,5,67.0,0,2,0
86724,SCROP86725,3337,0,1,3,20,56.0,0,2,0
86725,SCROP86726,3337,0,1,3,30,58.0,0,1,0
86726,SCROP86727,3516,0,0,3,10,50.0,0,1,0
86727,SCROP86728,3515,0,0,3,10,60.0,0,2,2
86728,SCROP86729,3516,0,0,3,15,64.0,0,1,0
86729,SCROP86730,3516,0,0,3,40,64.0,0,1,0
86730,SCROP86731,3516,0,0,3,40,64.0,0,2,0
86731,SCROP86732,3702,0,0,3,5,,0,3,0
86732,SCROP86733,3895,0,0,3,10,63.0,0,1,0
86733,SCROP86734,150,1,0,3,10,19.0,0,3,0
86734,SCROP86735,150,1,0,3,40,18.0,0,1,0
86735,SCROP86736,150,1,1,3,10,8.0,0,1,0
86736,SCROP86737,150,1,1,3,20,6.0,0,2,0
86737,SCROP86738,168,1,0,3,30,19.0,0,1,0
86738,SCROP86739,168,1,0,3,60,22.0,0,2,0
86739,SCROP86740,168,1,1,3,15,9.0,0,2,0
86740,SCROP86741,168,1,1,3,20,23.0,0,1,0
86741,SCROP86742,169,1,1,3,25,20.0,0,2,0
86742,SCROP86743,168,1,1,3,30,20.0,0,2,0
86743,SCROP86744,188,1,0,3,20,14.0,0,2,0
86744,SCROP86745,188,1,1,3,5,18.0,0,2,0
86745,SCROP86746,188,1,1,3,30,15.0,0,2,0
86746,SCROP86747,188,1,1,3,40,23.0,0,2,0
86747,SCROP86748,209,1,1,3,10,15.0,0,2,0
86748,SCROP86749,209,1,1,3,25,18.0,0,1,0
86749,SCROP86750,232,1,0,3,20,17.0,0,2,0
86750,SCROP86751,232,1,0,3,20,27.0,0,2,0
86751,SCROP86752,232,1,1,3,10,8.0,0,2,0
86752,SCROP86753,232,1,1,3,10,15.0,0,3,0
86753,SCROP86754,232,1,1,3,60,26.0,0,2,0
86754,SCROP86755,256,1,0,3,20,27.0,0,2,0
86755,SCROP86756,256,1,0,3,35,27.0,0,2,0
86756,SCROP86757,283,1,0,3,25,21.0,0,2,0
86757,SCROP86758,283,1,0,3,40,26.0,0,2,0
86758,SCROP86759,283,1,1,3,10,26.0,0,2,0
86759,SCROP86760,283,1,1,3,30,31.0,0,3,0
86760,SCROP86761,283,1,1,3,50,23.0,0,1,0
86761,SCROP86762,312,1,0,3,5,16.0,0,2,0
86762,SCROP86763,312,1,0,3,10,,0,2,0
86763,SCROP86764,311,1,0,3,30,24.0,0,1,0
86764,SCROP86765,312,1,0,3,40,12.0,0,1,0
86765,SCROP86766,312,1,1,3,10,24.0,0,1,0
86766,SCROP86767,311,1,1,3,20,29.0,0,2,0
86767,SCROP86768,311,1,1,3,25,23.0,0,2,0
86768,SCROP86769,312,1,1,3,40,29.0,0,3,0
86769,SCROP86770,342,1,0,3,10,17.0,0,2,0
86770,SCROP86771,342,1,0,3,20,32.0,0,2,0
86771,SCROP86772,342,1,0,3,40,31.0,0,2,0
86772,SCROP86773,342,1,1,3,25,20.0,0,1,0
86773,SCROP86774,375,1,0,3,15,7.0,0,1,0
86774,SCROP86775,375,1,0,3,20,,0,3,0
86775,SCROP86776,375,1,1,3,5,24.0,0,1,0
86776,SCROP86777,375,1,1,3,5,26.0,0,3,0
86777,SCROP86778,375,1,1,3,20,22.0,0,1,0
86778,SCROP86779,411,1,0,3,5,,0,2,0
86779,SCROP86780,410,1,0,3,5,28.0,0,1,0
86780,SCROP86781,410,1,0,3,10,35.0,0,2,0
86781,SCROP86782,411,1,0,3,20,30.0,0,2,0
86782,SCROP86783,411,1,0,3,25,27.0,0,3,0
86783,SCROP86784,411,1,1,3,5,8.0,0,3,0
86784,SCROP86785,411,1,1,3,15,,0,3,0
86785,SCROP86786,410,1,1,3,20,31.0,0,2,0
86786,SCROP86787,411,1,1,3,25,11.0,0,2,0
86787,SCROP86788,410,1,1,3,30,29.0,0,2,0
86788,SCROP86789,411,1,1,3,50,22.0,0,3,0
86789,SCROP86790,448,1,0,3,5,6.0,0,1,0
86790,SCROP86791,448,1,0,3,30,,0,2,0
86791,SCROP86792,448,1,0,3,40,32.0,0,1,0
86792,SCROP86793,448,1,0,3,50,30.0,0,1,0
86793,SCROP86794,448,1,1,3,20,26.0,0,1,0
86794,SCROP86795,448,1,1,3,40,15.0,0,2,0
86795,SCROP86796,448,1,1,3,40,30.0,0,3,0
86796,SCROP86797,448,1,1,3,20,26.0,0,1,0
86797,SCROP86798,489,1,0,3,60,26.0,0,2,0
86798,SCROP86799,488,1,0,3,10,32.0,0,2,0
86799,SCROP86800,489,1,1,3,5,24.0,0,3,0
86800,SCROP86801,488,1,1,3,15,32.0,0,2,0
86801,SCROP86802,531,1,0,3,5,27.0,0,3,0
86802,SCROP86803,531,1,0,3,15,22.0,0,3,0
86803,SCROP86804,531,1,0,3,20,,0,3,0
86804,SCROP86805,531,1,0,3,40,37.0,0,2,0
86805,SCROP86806,531,1,0,3,60,,0,2,0
86806,SCROP86807,531,1,0,3,70,33.0,0,1,0
86807,SCROP86808,531,1,1,3,10,23.0,0,2,0
86808,SCROP86809,531,1,1,3,20,26.0,0,2,0
86809,SCROP86810,531,1,1,3,35,36.0,0,2,0
86810,SCROP86811,531,1,1,3,45,33.0,0,3,0
86811,SCROP86812,531,1,1,3,60,30.0,0,1,0
86812,SCROP86813,531,1,1,3,40,31.0,0,1,0
86813,SCROP86814,577,1,0,3,15,28.0,0,1,0
86814,SCROP86815,577,1,0,3,15,36.0,0,2,0
86815,SCROP86816,577,1,0,3,20,20.0,0,2,0
86816,SCROP86817,577,1,0,3,25,39.0,0,2,0
86817,SCROP86818,577,1,0,3,40,29.0,0,2,0
86818,SCROP86819,577,1,0,3,40,31.0,0,1,0
86819,SCROP86820,577,1,0,3,30,30.0,0,2,2
86820,SCROP86821,577,1,1,3,25,35.0,0,3,0
86821,SCROP86822,577,1,1,3,5,24.0,0,1,0
86822,SCROP86823,577,1,1,3,20,17.0,0,3,0
86823,SCROP86824,577,1,1,3,20,32.0,0,2,0
86824,SCROP86825,577,1,1,3,40,5.0,0,2,0
86825,SCROP86826,577,1,1,3,40,18.0,0,3,0
86826,SCROP86827,577,1,1,3,45,30.0,0,3,0
86827,SCROP86828,625,1,0,3,10,8.0,0,2,0
86828,SCROP86829,625,1,0,3,30,32.0,0,2,0
86829,SCROP86830,626,1,0,3,20,32.0,0,1,0
86830,SCROP86831,626,1,1,3,20,42.0,0,2,0
86831,SCROP86832,625,1,1,3,35,34.0,0,2,0
86832,SCROP86833,626,1,1,3,40,20.0,0,2,0
86833,SCROP86834,626,1,1,3,5,32.0,0,2,0
86834,SCROP86835,625,1,1,3,20,34.0,0,2,0
86835,SCROP86836,677,1,0,3,10,13.0,0,2,0
86836,SCROP86837,677,1,0,3,15,26.0,0,3,0
86837,SCROP86838,677,1,0,3,30,29.0,0,3,0
86838,SCROP86839,677,1,0,3,35,22.0,0,2,0
86839,SCROP86840,677,1,0,3,25,31.0,0,2,0
86840,SCROP86841,677,1,1,3,20,,0,2,0
86841,SCROP86842,677,1,1,3,40,22.0,0,1,0
86842,SCROP86843,677,1,1,3,40,33.0,0,2,0
86843,SCROP86844,677,1,1,3,40,35.0,0,2,0
86844,SCROP86845,677,1,1,3,20,28.0,0,3,0
86845,SCROP86846,677,1,1,3,50,34.0,0,2,0
86846,SCROP86847,731,1,0,3,10,16.0,0,2,0
86847,SCROP86848,731,1,0,3,20,16.0,0,1,0
86848,SCROP86849,732,1,0,3,25,35.0,0,1,0
86849,SCROP86850,731,1,0,3,30,27.0,0,2,0
86850,SCROP86851,731,1,0,3,15,,0,1,0
86851,SCROP86852,731,1,1,3,30,31.0,0,2,0
86852,SCROP86853,731,1,1,3,20,31.0,0,2,0
86853,SCROP86854,789,1,0,3,25,32.0,0,2,0
86854,SCROP86855,789,1,0,3,40,34.0,0,2,0
86855,SCROP86856,790,1,0,3,40,41.0,0,3,0
86856,SCROP86857,789,1,0,3,10,32.0,0,2,0
86857,SCROP86858,789,1,0,3,15,38.0,0,1,0
86858,SCROP86859,790,1,1,3,15,12.0,0,1,0
86859,SCROP86860,789,1,1,3,20,8.0,0,2,0
86860,SCROP86861,790,1,1,3,35,39.0,0,1,0
86861,SCROP86862,789,1,1,3,40,37.0,0,1,0
86862,SCROP86863,851,1,0,3,40,34.0,0,1,0
86863,SCROP86864,851,1,0,3,20,36.0,0,2,2
86864,SCROP86865,851,1,1,3,25,27.0,0,1,0
86865,SCROP86866,851,1,1,3,25,39.0,0,1,0
86866,SCROP86867,850,1,1,3,60,39.0,0,1,0
86867,SCROP86868,851,1,1,3,20,35.0,0,2,0
86868,SCROP86869,851,1,1,3,30,38.0,0,2,0
86869,SCROP86870,915,1,0,3,5,33.0,0,2,0
86870,SCROP86871,915,1,0,3,25,34.0,0,2,0
86871,SCROP86872,916,1,0,3,20,28.0,0,3,0
86872,SCROP86873,915,1,0,3,15,28.0,0,1,0
86873,SCROP86874,915,1,0,3,10,39.0,0,3,0
86874,SCROP86875,916,1,0,3,40,41.0,0,2,0
86875,SCROP86876,915,1,1,3,5,7.0,0,1,0
86876,SCROP86877,915,1,1,3,40,,0,2,0
86877,SCROP86878,915,1,1,3,50,39.0,0,2,0
86878,SCROP86879,915,1,1,3,10,,0,2,0
86879,SCROP86880,915,1,1,3,10,12.0,0,2,0
86880,SCROP86881,915,1,1,3,20,20.0,0,1,0
86881,SCROP86882,984,1,0,3,10,29.0,0,1,0
86882,SCROP86883,984,1,0,3,10,34.0,0,2,0
86883,SCROP86884,984,1,0,3,10,40.0,0,2,0
86884,SCROP86885,984,1,0,3,20,12.0,0,3,0
86885,SCROP86886,984,1,0,3,20,35.0,0,2,0
86886,SCROP86887,984,1,0,3,20,40.0,0,2,2
86887,SCROP86888,984,1,0,3,50,35.0,0,2,0
86888,SCROP86889,984,1,0,3,10,38.0,0,2,0
86889,SCROP86890,984,1,0,3,15,35.0,0,1,0
86890,SCROP86891,1056,1,0,3,10,7.0,0,1,0
86891,SCROP86892,1056,1,0,3,15,17.0,0,3,0
86892,SCROP86893,1056,1,0,3,20,28.0,0,3,0
86893,SCROP86894,1056,1,0,3,20,31.0,0,2,0
86894,SCROP86895,1056,1,0,3,30,,0,1,0
86895,SCROP86896,1056,1,0,3,30,38.0,0,3,0
86896,SCROP86897,1056,1,0,3,30,,0,3,0
86897,SCROP86898,1056,1,0,3,40,37.0,0,2,0
86898,SCROP86899,1056,1,0,3,20,40.0,0,2,2
86899,SCROP86900,1056,1,0,3,20,34.0,0,1,0
86900,SCROP86901,1056,1,0,3,40,39.0,0,3,0
86901,SCROP86902,1056,1,1,3,15,7.0,0,2,0
86902,SCROP86903,1056,1,1,3,25,43.0,0,3,0
86903,SCROP86904,1056,1,1,3,25,44.0,0,2,0
86904,SCROP86905,1132,1,0,3,10,,0,1,0
86905,SCROP86906,1132,1,0,3,15,41.0,0,2,0
86906,SCROP86907,1132,1,0,3,10,27.0,0,1,0
86907,SCROP86908,1132,1,0,3,10,35.0,0,2,0
86908,SCROP86909,1132,1,0,3,20,23.0,0,2,0
86909,SCROP86910,1132,1,1,3,20,22.0,0,1,0
86910,SCROP86911,1132,1,1,3,25,16.0,0,2,0
86911,SCROP86912,1132,1,1,3,25,20.0,0,3,0
86912,SCROP86913,1132,1,1,3,30,42.0,0,1,0
86913,SCROP86914,1132,1,1,3,10,,0,2,0
86914,SCROP86915,1132,1,1,3,20,38.0,0,1,0
86915,SCROP86916,1212,1,0,3,10,11.0,0,1,0
86916,SCROP86917,1212,1,0,3,10,40.0,0,2,0
86917,SCROP86918,1212,1,0,3,10,,0,1,0
86918,SCROP86919,1212,1,0,3,20,30.0,0,2,0
86919,SCROP86920,1212,1,0,3,15,43.0,0,2,0
86920,SCROP86921,1212,1,1,3,10,35.0,0,1,0
86921,SCROP86922,1212,1,1,3,20,,0,3,0
86922,SCROP86923,1212,1,1,3,30,31.0,0,2,0
86923,SCROP86924,1212,1,1,3,50,38.0,0,1,0
86924,SCROP86925,1212,1,1,3,10,34.0,0,2,2
86925,SCROP86926,1212,1,1,3,40,43.0,0,2,0
86926,SCROP86927,1212,1,1,3,60,41.0,0,2,0
86927,SCROP86928,1297,1,0,3,5,48.0,0,3,0
86928,SCROP86929,1297,1,0,3,10,28.0,0,2,0
86929,SCROP86930,1297,1,0,3,10,30.0,0,2,0
86930,SCROP86931,1296,1,0,3,25,31.0,0,1,0
86931,SCROP86932,1297,1,0,3,30,40.0,0,1,0
86932,SCROP86933,1297,1,0,3,20,37.0,0,2,0
86933,SCROP86934,1296,1,1,3,15,23.0,0,1,0
86934,SCROP86935,1297,1,1,3,20,45.0,0,2,0
86935,SCROP86936,1296,1,1,3,30,42.0,0,2,0
86936,SCROP86937,1296,1,1,3,30,50.0,0,2,0
86937,SCROP86938,1296,1,1,3,45,38.0,0,2,0
86938,SCROP86939,1385,1,0,3,15,30.0,0,1,0
86939,SCROP86940,1385,1,0,3,20,46.0,0,2,0
86940,SCROP86941,1385,1,0,3,20,48.0,0,2,0
86941,SCROP86942,1385,1,0,3,25,49.0,0,2,0
86942,SCROP86943,1385,1,0,3,40,21.0,0,2,0
86943,SCROP86944,1385,1,1,3,10,11.0,0,2,0
86944,SCROP86945,1385,1,1,3,10,39.0,0,2,0
86945,SCROP86946,1385,1,1,3,10,44.0,0,3,0
86946,SCROP86947,1385,1,1,3,20,45.0,0,2,0
86947,SCROP86948,1385,1,1,3,30,21.0,0,2,0
86948,SCROP86949,1385,1,1,3,30,42.0,0,2,0
86949,SCROP86950,1385,1,1,3,40,41.0,0,2,0
86950,SCROP86951,1385,1,1,3,10,40.0,0,2,0
86951,SCROP86952,1385,1,1,3,20,40.0,0,2,0
86952,SCROP86953,1385,1,1,3,5,45.0,0,3,0
86953,SCROP86954,1385,1,1,3,40,26.0,0,2,0
86954,SCROP86955,1478,1,0,3,30,36.0,0,3,0
86955,SCROP86956,1478,1,0,3,30,40.0,0,2,0
86956,SCROP86957,1478,1,0,3,10,44.0,0,2,0
86957,SCROP86958,1478,1,0,3,30,,0,1,0
86958,SCROP86959,1478,1,0,3,60,42.0,0,2,0
86959,SCROP86960,1478,1,0,3,30,44.0,0,2,2
86960,SCROP86961,1478,1,0,3,20,25.0,0,2,0
86961,SCROP86962,1478,1,1,3,5,30.0,0,2,0
86962,SCROP86963,1478,1,1,3,15,33.0,0,3,0
86963,SCROP86964,1478,1,1,3,30,,0,2,0
86964,SCROP86965,1478,1,1,3,30,41.0,0,1,0
86965,SCROP86966,1478,1,1,3,50,46.0,0,2,0
86966,SCROP86967,1478,1,1,3,20,41.0,0,1,0
86967,SCROP86968,1576,1,0,3,10,16.0,0,1,0
86968,SCROP86969,1576,1,0,3,10,,0,2,0
86969,SCROP86970,1575,1,1,3,40,44.0,0,3,0
86970,SCROP86971,1678,1,0,3,15,,0,2,0
86971,SCROP86972,1678,1,0,3,20,30.0,0,1,0
86972,SCROP86973,1678,1,0,3,25,30.0,0,2,0
86973,SCROP86974,1678,1,0,3,40,36.0,0,2,0
86974,SCROP86975,1678,1,0,3,40,38.0,0,1,0
86975,SCROP86976,1678,1,0,3,40,43.0,0,1,0
86976,SCROP86977,1678,1,0,3,10,44.0,0,1,0
86977,SCROP86978,1678,1,0,3,30,50.0,0,1,0
86978,SCROP86979,1678,1,0,3,20,35.0,0,1,0
86979,SCROP86980,1678,1,0,3,20,48.0,0,2,2
86980,SCROP86981,1678,1,0,3,15,45.0,0,1,0
86981,SCROP86982,1678,1,0,3,20,,0,2,0
86982,SCROP86983,1678,1,1,3,10,31.0,0,2,0
86983,SCROP86984,1678,1,1,3,25,,0,2,0
86984,SCROP86985,1678,1,1,3,20,36.0,0,1,0
86985,SCROP86986,1678,1,1,3,20,22.0,0,1,0
86986,SCROP86987,1785,1,0,3,5,,0,2,0
86987,SCROP86988,1785,1,0,3,35,48.0,0,1,0
86988,SCROP86989,1786,1,0,3,45,,0,2,0
86989,SCROP86990,1785,1,1,3,10,45.0,0,3,0
86990,SCROP86991,1785,1,1,3,15,52.0,0,3,0
86991,SCROP86992,1785,1,1,3,5,15.0,0,2,0
86992,SCROP86993,1898,1,0,3,10,18.0,0,2,0
86993,SCROP86994,1898,1,0,3,20,15.0,0,2,0
86994,SCROP86995,1898,1,0,3,20,53.0,0,1,0
86995,SCROP86996,1898,1,0,3,30,42.0,0,2,0
86996,SCROP86997,1898,1,0,3,30,52.0,0,2,0
86997,SCROP86998,1898,1,0,3,40,48.0,0,1,0
86998,SCROP86999,1898,1,0,3,30,54.0,0,3,0
86999,SCROP87000,1898,1,1,3,15,36.0,0,1,0
87000,SCROP87001,1898,1,1,3,15,52.0,0,1,0
87001,SCROP87002,2015,1,0,3,10,35.0,0,3,0
87002,SCROP87003,2015,1,0,3,15,50.0,0,2,0
87003,SCROP87004,2015,1,0,3,20,36.0,0,3,0
87004,SCROP87005,2015,1,0,3,10,42.0,0,2,0
87005,SCROP87006,2016,1,0,3,20,43.0,0,1,0
87006,SCROP87007,2016,1,0,3,20,46.0,0,2,0
87007,SCROP87008,2016,1,0,3,15,50.0,0,2,0
87008,SCROP87009,2016,1,1,3,10,40.0,0,1,0
87009,SCROP87010,2016,1,1,3,15,32.0,0,2,0
87010,SCROP87011,2015,1,1,3,25,47.0,0,2,0
87011,SCROP87012,2016,1,1,3,40,49.0,0,3,0
87012,SCROP87013,2016,1,1,3,20,43.0,0,2,0
87013,SCROP87014,2138,1,0,3,5,51.0,0,3,0
87014,SCROP87015,2139,1,0,3,15,42.0,0,2,0
87015,SCROP87016,2138,1,0,3,20,44.0,0,3,0
87016,SCROP87017,2139,1,0,3,30,28.0,0,1,0
87017,SCROP87018,2138,1,0,3,40,50.0,0,2,0
87018,SCROP87019,2139,1,0,3,10,25.0,0,3,0
87019,SCROP87020,2138,1,1,3,10,21.0,0,3,0
87020,SCROP87021,2138,1,1,3,15,53.0,0,2,0
87021,SCROP87022,2138,1,1,3,20,25.0,0,2,0
87022,SCROP87023,2138,1,1,3,20,,0,2,0
87023,SCROP87024,2139,1,1,3,10,40.0,0,2,0
87024,SCROP87025,2267,1,0,3,20,,0,2,0
87025,SCROP87026,2267,1,0,3,30,47.0,0,1,0
87026,SCROP87027,2267,1,0,3,15,30.0,0,2,0
87027,SCROP87028,2267,1,1,3,20,31.0,0,2,0
87028,SCROP87029,2267,1,1,3,20,30.0,0,2,0
87029,SCROP87030,2267,1,1,3,5,50.0,0,3,0
87030,SCROP87031,2267,1,1,3,30,,0,2,0
87031,SCROP87032,2401,1,0,3,10,37.0,0,2,0
87032,SCROP87033,2401,1,0,3,20,52.0,0,1,0
87033,SCROP87034,2401,1,0,3,15,30.0,0,2,0
87034,SCROP87035,2402,1,0,3,10,20.0,0,3,0
87035,SCROP87036,2401,1,0,3,20,,0,2,0
87036,SCROP87037,2402,1,1,3,15,46.0,0,2,0
87037,SCROP87038,2402,1,1,3,25,52.0,0,1,0
87038,SCROP87039,2402,1,1,3,40,21.0,0,2,0
87039,SCROP87040,2541,1,0,3,15,43.0,0,1,0
87040,SCROP87041,2541,1,0,3,60,55.0,0,2,0
87041,SCROP87042,2541,1,0,3,5,41.0,0,2,0
87042,SCROP87043,2542,1,0,3,15,45.0,0,2,0
87043,SCROP87044,2541,1,1,3,25,53.0,0,1,0
87044,SCROP87045,2541,1,1,3,30,55.0,0,2,0
87045,SCROP87046,2542,1,1,3,60,53.0,0,1,0
87046,SCROP87047,2541,1,1,3,25,50.0,0,1,0
87047,SCROP87048,2688,1,0,3,15,,0,3,0
87048,SCROP87049,2687,1,0,3,40,20.0,0,2,0
87049,SCROP87050,2688,1,0,3,10,40.0,0,2,0
87050,SCROP87051,2688,1,1,3,30,46.0,0,3,0
87051,SCROP87052,2687,1,1,3,20,54.0,0,2,0
87052,SCROP87053,2840,1,1,3,15,,0,2,0
87053,SCROP87054,2840,1,1,3,20,,0,3,0
87054,SCROP87055,2999,1,0,3,10,35.0,0,1,0
87055,SCROP87056,2999,1,0,3,20,48.0,0,1,0
87056,SCROP87057,2999,1,0,3,20,56.0,0,2,0
87057,SCROP87058,2999,1,0,3,40,36.0,0,1,0
87058,SCROP87059,2999,1,1,3,15,39.0,0,1,0
87059,SCROP87060,2999,1,1,3,10,50.0,0,2,0
87060,SCROP87061,2999,1,1,3,10,37.0,0,2,0
87061,SCROP87062,3164,1,0,3,10,30.0,0,1,0
87062,SCROP87063,3336,1,0,3,20,26.0,0,2,0
87063,SCROP87064,3337,1,0,3,20,48.0,0,2,0
87064,SCROP87065,3336,1,1,3,5,24.0,0,1,0
87065,SCROP87066,3337,1,1,3,10,51.0,0,2,0
87066,SCROP87067,3337,1,1,3,25,46.0,0,2,0
87067,SCROP87068,3336,1,1,3,10,,0,2,0
87068,SCROP87069,3516,1,0,3,10,60.0,0,2,0
87069,SCROP87070,3516,1,1,3,15,50.0,0,1,0
87070,SCROP87071,3516,1,1,3,20,36.0,0,1,0
87071,SCROP87072,3702,1,1,3,5,50.0,0,3,0
87072,SCROP87073,3895,1,0,3,20,55.0,0,1,0
87073,SCROP87074,3895,1,1,3,20,55.0,0,3,0
87074,SCROP87075,4096,1,0,3,5,40.0,0,1,0
87075,SCROP87076,4096,1,1,3,5,50.0,0,1,0
87076,SCROP87077,168,0,0,2,5,20.0,2,1,0
87077,SCROP87078,188,0,0,2,20,14.0,7,1,0
87078,SCROP87079,188,0,0,2,30,19.0,1,3,0
87079,SCROP87080,256,0,0,2,25,,10,2,0
87080,SCROP87081,256,0,0,2,25,15.0,7,2,0
87081,SCROP87082,283,0,0,2,20,17.0,6,2,0
87082,SCROP87083,283,0,0,2,40,24.0,3,1,0
87083,SCROP87084,283,0,0,2,50,25.0,0,2,0
87084,SCROP87085,311,0,0,2,15,18.0,10,3,0
87085,SCROP87086,311,0,0,2,10,9.0,12,3,0
87086,SCROP87087,311,0,0,2,40,22.0,3,2,0
87087,SCROP87088,342,0,0,2,20,22.0,5,2,0
87088,SCROP87089,342,0,0,2,60,20.0,3,2,0
87089,SCROP87090,375,0,0,2,20,18.0,9,3,0
87090,SCROP87091,375,0,0,2,40,26.0,4,1,0
87091,SCROP87092,410,0,0,2,10,21.0,6,2,0
87092,SCROP87093,410,0,0,2,20,14.0,15,2,0
87093,SCROP87094,411,0,0,2,20,22.0,5,2,0
87094,SCROP87095,410,0,0,2,25,18.0,13,3,0
87095,SCROP87096,411,0,0,2,30,,6,1,0
87096,SCROP87097,410,0,0,2,40,,8,1,0
87097,SCROP87098,410,0,0,2,40,24.0,9,2,0
87098,SCROP87099,410,0,0,2,60,20.0,11,2,0
87099,SCROP87100,411,0,0,2,60,28.0,1,2,0
87100,SCROP87101,448,0,0,2,10,22.0,6,2,0
87101,SCROP87102,448,0,0,2,20,16.0,14,3,0
87102,SCROP87103,448,0,0,2,20,17.0,14,1,0
87103,SCROP87104,448,0,0,2,20,26.0,2,1,0
87104,SCROP87105,448,0,0,2,30,20.0,7,1,0
87105,SCROP87106,448,0,0,2,30,23.0,5,2,0
87106,SCROP87107,448,0,0,2,30,30.0,5,3,0
87107,SCROP87108,448,0,0,2,40,15.0,15,1,0
87108,SCROP87109,448,0,0,2,40,20.0,3,2,0
87109,SCROP87110,448,0,0,2,40,,1,3,0
87110,SCROP87111,448,0,0,2,50,20.0,11,1,0
