,Estimativa_de_Insetos,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,dano_na_plantacao
6756,283,3,25,21.0,0,0
6757,283,3,40,26.0,0,0
6758,283,3,10,26.0,0,0
6759,283,3,30,31.0,0,0
6760,283,3,50,23.0,0,0
6761,312,3,5,16.0,0,0
6763,311,3,30,24.0,0,0
6764,312,3,40,12.0,0,0
6765,312,3,10,24.0,0,0
6766,311,3,20,29.0,0,0
6767,311,3,25,23.0,0,0
6768,312,3,40,29.0,0,0
6769,342,3,10,17.0,0,0
6770,342,3,20,32.0,0,0
6771,342,3,40,31.0,0,0
6772,342,3,25,20.0,0,0
6773,375,3,15,7.0,0,0
6775,375,3,5,24.0,0,1
6776,375,3,5,26.0,0,0
6777,375,3,20,22.0,0,0
6779,410,3,5,28.0,0,0
6780,410,3,10,35.0,0,0
6781,411,3,20,30.0,0,1
6782,411,3,25,27.0,0,0
6783,411,3,5,8.0,0,0
6785,410,3,20,31.0,0,0
6786,411,3,25,11.0,0,0
6787,410,3,30,29.0,0,0
6788,411,3,50,22.0,0,0
6789,448,3,5,6.0,0,0
6791,448,3,40,32.0,0,0
6792,448,3,50,30.0,0,0
6793,448,3,20,26.0,0,1
6794,448,3,40,15.0,0,0
6795,448,3,40,30.0,0,1
6796,448,3,20,26.0,0,1
6797,489,3,60,26.0,0,0
6798,488,3,10,32.0,0,0
6799,489,3,5,24.0,0,0
6800,488,3,15,32.0,0,0
6801,531,3,5,27.0,0,0
6802,531,3,15,22.0,0,0
6804,531,3,40,37.0,0,2
6806,531,3,70,33.0,0,0
6807,531,3,10,23.0,0,0
6808,531,3,20,26.0,0,0
6809,531,3,35,36.0,0,2
6810,531,3,45,33.0,0,0
6811,531,3,60,30.0,0,0
6812,531,3,40,31.0,0,2
6813,577,3,15,28.0,0,0
6814,577,3,15,36.0,0,1
6815,577,3,20,20.0,0,0
6816,577,3,25,39.0,0,0
6817,577,3,40,29.0,0,0
6818,577,3,40,31.0,0,2
6819,577,3,30,30.0,0,2
6820,577,3,25,35.0,0,2
6821,577,3,5,24.0,0,0
6822,577,3,20,17.0,0,0
6823,577,3,20,32.0,0,2
6824,577,3,40,5.0,0,0
6825,577,3,40,18.0,0,0
6826,577,3,45,30.0,0,0
6827,625,3,10,8.0,0,0
6828,625,3,30,32.0,0,2
6829,626,3,20,32.0,0,2
6830,626,3,20,42.0,0,0
6831,625,3,35,34.0,0,2
6832,626,3,40,20.0,0,0
6833,626,3,5,32.0,0,0
6834,625,3,20,34.0,0,2
6835,677,3,10,13.0,0,0
6836,677,3,15,26.0,0,0
6837,677,3,30,29.0,0,0
6838,677,3,35,22.0,0,0
6839,677,3,25,31.0,0,2
6841,677,3,40,22.0,0,0
6842,677,3,40,33.0,0,2
6843,677,3,40,35.0,0,2
6844,677,3,20,28.0,0,0
6845,677,3,50,34.0,0,0
6846,731,3,10,16.0,0,0
6847,731,3,20,16.0,0,0
6848,732,3,25,35.0,0,1
6849,731,3,30,27.0,0,0
6851,731,3,30,31.0,0,2
6852,731,3,20,31.0,0,2
6853,789,3,25,32.0,0,2
6854,789,3,40,34.0,0,2
6855,790,3,40,41.0,0,0
6856,789,3,10,32.0,0,2
6857,789,3,15,38.0,0,0
6858,790,3,15,12.0,0,0
6859,789,3,20,8.0,0,0
6860,790,3,35,39.0,0,0
6861,789,3,40,37.0,0,2
6862,851,3,40,34.0,0,2
6863,851,3,20,36.0,0,2
6864,851,3,25,27.0,0,0
6865,851,3,25,39.0,0,1
6866,850,3,60,39.0,0,0
6867,851,3,20,35.0,0,1
6868,851,3,30,38.0,0,2
6869,915,3,5,33.0,0,0
6870,915,3,25,34.0,0,1
6871,916,3,20,28.0,0,0
6872,915,3,15,28.0,0,0
6873,915,3,10,39.0,0,1
6874,916,3,40,41.0,0,0
6875,915,3,5,7.0,0,0
6877,915,3,50,39.0,0,0
6879,915,3,10,12.0,0,0
6880,915,3,20,20.0,0,0
6881,984,3,10,29.0,0,0
6882,984,3,10,34.0,0,1
6883,984,3,10,40.0,0,1
6884,984,3,20,12.0,0,0
6885,984,3,20,35.0,0,2
6886,984,3,20,40.0,0,2
6887,984,3,50,35.0,0,0
6888,984,3,10,38.0,0,2
6889,984,3,15,35.0,0,1
6890,1056,3,10,7.0,0,0
6891,1056,3,15,17.0,0,0
6892,1056,3,20,28.0,0,0
6893,1056,3,20,31.0,0,2
6895,1056,3,30,38.0,0,2
6897,1056,3,40,37.0,0,2
6898,1056,3,20,40.0,0,2
6899,1056,3,20,34.0,0,2
6900,1056,3,40,39.0,0,1
6901,1056,3,15,7.0,0,0
6902,1056,3,25,43.0,0,2
6903,1056,3,25,44.0,0,2
6905,1132,3,15,41.0,0,1
6906,1132,3,10,27.0,0,0
6907,1132,3,10,35.0,0,1
6908,1132,3,20,23.0,0,0
6909,1132,3,20,22.0,0,0
6910,1132,3,25,16.0,0,0
6911,1132,3,25,20.0,0,0
6912,1132,3,30,42.0,0,1
6914,1132,3,20,38.0,0,2
6915,1212,3,10,11.0,0,0
6916,1212,3,10,40.0,0,2
6918,1212,3,20,30.0,0,1
6919,1212,3,15,43.0,0,1
6920,1212,3,10,35.0,0,2
6922,1212,3,30,31.0,0,2
6923,1212,3,50,38.0,0,0
6924,1212,3,10,34.0,0,2
6925,1212,3,40,43.0,0,2
6926,1212,3,60,41.0,0,0
6927,1297,3,5,48.0,0,0
6928,1297,3,10,28.0,0,0
6929,1297,3,10,30.0,0,1
6930,1296,3,25,31.0,0,1
6931,1297,3,30,40.0,0,2
6932,1297,3,20,37.0,0,2
6933,1296,3,15,23.0,0,0
6934,1297,3,20,45.0,0,2
6935,1296,3,30,42.0,0,1
6936,1296,3,30,50.0,0,2
6937,1296,3,45,38.0,0,0
6938,1385,3,15,30.0,0,1
6939,1385,3,20,46.0,0,2
6940,1385,3,20,48.0,0,2
6941,1385,3,25,49.0,0,2
6942,1385,3,40,21.0,0,0
6943,1385,3,10,11.0,0,0
6944,1385,3,10,39.0,0,1
6945,1385,3,10,44.0,0,1
6946,1385,3,20,45.0,0,2
6947,1385,3,30,21.0,0,0
6948,1385,3,30,42.0,0,1
6949,1385,3,40,41.0,0,1
6950,1385,3,10,40.0,0,1
6951,1385,3,20,40.0,0,2
6952,1385,3,5,45.0,0,2
6953,1385,3,40,26.0,0,0
6954,1478,3,30,36.0,0,0
6955,1478,3,30,40.0,0,1
6956,1478,3,10,44.0,0,1
6958,1478,3,60,42.0,0,0
6959,1478,3,30,44.0,0,2
6960,1478,3,20,25.0,0,0
6961,1478,3,5,30.0,0,0
6962,1478,3,15,33.0,0,0
6964,1478,3,30,41.0,0,1
6965,1478,3,50,46.0,0,1
6966,1478,3,20,41.0,0,1
6967,1576,3,10,16.0,0,0
6969,1575,3,40,44.0,0,2
6971,1678,3,20,30.0,0,1
6972,1678,3,25,30.0,0,0
6973,1678,3,40,36.0,0,0
6974,1678,3,40,38.0,0,1
6975,1678,3,40,43.0,0,2
6976,1678,3,10,44.0,0,1
6977,1678,3,30,50.0,0,2
6978,1678,3,20,35.0,0,1
6979,1678,3,20,48.0,0,2
6980,1678,3,15,45.0,0,1
6982,1678,3,10,31.0,0,0
6984,1678,3,20,36.0,0,1
6985,1678,3,20,22.0,0,0
6987,1785,3,35,48.0,0,2
6989,1785,3,10,45.0,0,1
6990,1785,3,15,52.0,0,1
6991,1785,3,5,15.0,0,0
6992,1898,3,10,18.0,0,0
6993,1898,3,20,15.0,0,0
6994,1898,3,20,53.0,0,2
6995,1898,3,30,42.0,0,0
6996,1898,3,30,52.0,0,2
6997,1898,3,40,48.0,0,2
6998,1898,3,30,54.0,0,2
6999,1898,3,15,36.0,0,1
7000,1898,3,15,52.0,0,1
7001,2015,3,10,35.0,0,0
7002,2015,3,15,50.0,0,1
7003,2015,3,20,36.0,0,1
7004,2015,3,10,42.0,0,1
7005,2016,3,20,43.0,0,2
7006,2016,3,20,46.0,0,2
7007,2016,3,15,50.0,0,1
7008,2016,3,10,40.0,0,1
7009,2016,3,15,32.0,0,1
7010,2015,3,25,47.0,0,2
7011,2016,3,40,49.0,0,2
7012,2016,3,20,43.0,0,2
7013,2138,3,5,51.0,0,1
7014,2139,3,15,42.0,0,0
7015,2138,3,20,44.0,0,2
7016,2139,3,30,28.0,0,0
7017,2138,3,40,50.0,0,2
7018,2139,3,10,25.0,0,0
7019,2138,3,10,21.0,0,0
7020,2138,3,15,53.0,0,1
7021,2138,3,20,25.0,0,0
7023,2139,3,10,40.0,0,2
7025,2267,3,30,47.0,0,2
7026,2267,3,15,30.0,0,1
7027,2267,3,20,31.0,0,2
7028,2267,3,20,30.0,0,1
7029,2267,3,5,50.0,0,2
7031,2401,3,10,37.0,0,0
7032,2401,3,20,52.0,0,2
7033,2401,3,15,30.0,0,1
7034,2402,3,10,20.0,0,0
7036,2402,3,15,46.0,0,0
7037,2402,3,25,52.0,0,2
7038,2402,3,40,21.0,0,0
7039,2541,3,15,43.0,0,0
7040,2541,3,60,55.0,0,0
7041,2541,3,5,41.0,0,1
7042,2542,3,15,45.0,0,0
7043,2541,3,25,53.0,0,2
7044,2541,3,30,55.0,0,2
7045,2542,3,60,53.0,0,0
7046,2541,3,25,50.0,0,2
7048,2687,3,40,20.0,0,0
7049,2688,3,10,40.0,0,1
7050,2688,3,30,46.0,0,1
7051,2687,3,20,54.0,0,2
7054,2999,3,10,35.0,0,1
7055,2999,3,20,48.0,0,2
7056,2999,3,20,56.0,0,2
7057,2999,3,40,36.0,0,0
7058,2999,3,15,39.0,0,0
7059,2999,3,10,50.0,0,1
7060,2999,3,10,37.0,0,1
7061,3164,3,10,30.0,0,1
7062,3336,3,20,26.0,0,0
7063,3337,3,20,48.0,0,2
7064,3336,3,5,24.0,0,0
7065,3337,3,10,51.0,0,1
7066,3337,3,25,46.0,0,2
7068,3516,3,10,60.0,0,1
7069,3516,3,15,50.0,0,1
7070,3516,3,20,36.0,0,1
7071,3702,3,5,50.0,0,0
7072,3895,3,20,55.0,0,1
7073,3895,3,20,55.0,0,1
7074,4096,3,5,40.0,0,0
7075,4096,3,5,50.0,0,1
7076,168,2,5,20.0,2,0
7077,188,2,20,14.0,7,0
7078,188,2,30,19.0,1,0
7080,256,2,25,15.0,7,0
7081,283,2,20,17.0,6,0
7082,283,2,40,24.0,3,0
7083,283,2,50,25.0,0,0
7084,311,2,15,18.0,10,0
7085,311,2,10,9.0,12,0
7086,311,2,40,22.0,3,0
7087,342,2,20,22.0,5,0
7088,342,2,60,20.0,3,0
7089,375,2,20,18.0,9,0
7090,375,2,40,26.0,4,0
7091,410,2,10,21.0,6,0
7092,410,2,20,14.0,15,0
7093,411,2,20,22.0,5,0
7094,410,2,25,18.0,13,0
7097,410,2,40,24.0,9,0
7098,410,2,60,20.0,11,0
7099,411,2,60,28.0,1,0
7100,448,2,10,22.0,6,0
7101,448,2,20,16.0,14,0
7102,448,2,20,17.0,14,0
7103,448,2,20,26.0,2,0
7104,448,2,30,20.0,7,0
7105,448,2,30,23.0,5,0
7106,448,2,30,30.0,5,0
7107,448,2,40,15.0,15,0
7108,448,2,40,20.0,3,0
7110,448,2,50,20.0,11,0
7111,448,2,30,12.0,14,0
7113,488,2,10,18.0,17,0
7114,488,2,20,22.0,15,0
7115,488,2,20,25.0,13,0
7116,488,2,20,30.0,1,0
7117,488,2,25,12.0,15,0
7118,488,2,40,20.0,10,0
7119,488,2,40,32.0,1,0
7120,531,2,10,25.0,0,0
7121,531,2,10,27.0,0,0
7122,531,2,20,12.0,15,0
7124,531,2,20,30.0,4,0
7125,531,2,30,14.0,17,0
7126,531,2,30,15.0,3,0
7127,531,2,30,34.0,6,0
7128,531,2,40,24.0,2,0
7130,531,2,60,19.0,14,0
7131,577,2,5,10.0,19,0
7132,577,2,10,15.0,19,0
7133,577,2,15,18.0,17,0
7134,577,2,15,24.0,9,0
7135,577,2,15,25.0,8,0
7136,577,2,20,15.0,18,0
7137,577,2,20,27.0,7,0
7138,577,2,20,29.0,6,0
7139,577,2,25,24.0,9,0
7140,577,2,25,24.0,10,0
7141,577,2,35,28.0,8,0
7142,577,2,60,27.0,5,0
7143,577,2,80,35.0,0,0
7144,577,2,50,28.0,6,0
7145,625,2,20,30.0,5,0
7146,626,2,5,33.0,7,0
7147,625,2,20,12.0,20,0
7149,626,2,20,25.0,17,0
7150,625,2,20,28.0,0,0
7151,626,2,30,12.0,1,0
7153,626,2,40,21.0,14,0
7154,626,2,50,33.0,0,0
7155,626,2,60,11.0,14,0
7156,626,2,20,20.0,14,0
7157,677,2,50,22.0,12,0
7158,677,2,10,17.0,18,0
7159,677,2,10,30.0,6,0
7160,677,2,15,13.0,20,0
7161,677,2,20,22.0,13,0
7162,677,2,20,26.0,12,0
7163,677,2,20,28.0,2,0
7164,677,2,25,15.0,16,0
7165,677,2,30,18.0,17,0
7166,677,2,30,19.0,2,0
7167,677,2,30,26.0,13,0
7168,677,2,35,19.0,14,0
7169,677,2,50,20.0,16,0
7170,677,2,85,11.0,20,0
7171,677,2,20,23.0,11,0
7172,732,2,40,25.0,12,0
7173,731,2,5,15.0,17,0
7174,732,2,10,22.0,15,0
7175,731,2,15,12.0,22,0
7177,731,2,20,20.0,13,0
7178,732,2,20,21.0,11,0
7179,732,2,20,22.0,6,0
7180,732,2,20,26.0,14,0
7181,731,2,20,30.0,5,0
7183,732,2,25,26.0,10,0
7185,731,2,30,18.0,21,0
7187,731,2,40,14.0,17,0
7188,732,2,40,18.0,16,0
7189,731,2,60,18.0,18,0
7190,731,2,60,26.0,7,0
7191,731,2,30,14.0,22,0
7192,790,2,20,18.0,15,0
7193,790,2,20,23.0,1,0
7194,789,2,25,17.0,14,0
7195,790,2,30,24.0,10,0
7196,789,2,30,24.0,11,0
7197,789,2,40,15.0,22,0
7198,789,2,40,28.0,11,0
7199,790,2,40,37.0,2,0
7200,789,2,45,34.0,7,0
7201,789,2,50,32.0,6,0
7202,790,2,35,25.0,8,0
7204,851,2,15,20.0,17,0
7205,851,2,20,19.0,16,0
7206,851,2,20,21.0,17,0
7207,851,2,20,27.0,10,0
7208,851,2,20,28.0,10,0
7209,851,2,25,17.0,22,0
7210,851,2,30,22.0,16,0
7211,850,2,30,24.0,12,0
7212,851,2,40,21.0,16,0
7215,851,2,40,34.0,8,0
7216,851,2,60,20.0,19,0
7217,851,2,60,29.0,10,0
7219,851,2,40,32.0,6,0
7220,915,2,10,32.0,5,0
7221,916,2,20,14.0,21,0
7222,915,2,20,15.0,22,0
7223,915,2,20,24.0,13,0
7224,915,2,20,24.0,19,0
7225,916,2,20,28.0,12,0
7226,916,2,25,17.0,20,0
7227,915,2,30,20.0,18,0
7228,915,2,30,36.0,3,0
7229,916,2,35,26.0,21,0
7230,915,2,35,35.0,5,0
7231,916,2,40,18.0,20,0
7232,915,2,40,21.0,16,0
7233,916,2,40,23.0,5,0
7234,915,2,40,33.0,5,0
7235,916,2,40,37.0,3,0
7236,915,2,20,40.0,5,0
7237,915,2,50,40.0,0,0
7239,984,2,5,23.0,16,0
7240,984,2,10,25.0,8,0
7241,984,2,15,34.0,3,0
7242,984,2,20,25.0,9,0
7243,984,2,20,31.0,16,0
7244,984,2,20,37.0,1,0
7245,984,2,30,22.0,16,0
7247,984,2,30,32.0,7,0
7248,984,2,40,21.0,20,0
7249,984,2,40,30.0,4,0
7250,984,2,40,31.0,12,0
7251,984,2,50,35.0,10,0
7254,984,2,20,23.0,16,0
7255,984,2,20,34.0,2,0
7256,1056,2,5,13.0,27,0
7257,1056,2,10,35.0,7,0
7258,1056,2,10,39.0,5,0
7260,1056,2,20,25.0,14,0
7261,1056,2,20,41.0,8,0
7262,1056,2,20,43.0,1,0
7263,1056,2,25,27.0,14,0
7264,1056,2,30,19.0,19,0
7266,1056,2,30,42.0,3,0
7267,1056,2,35,24.0,3,0
7268,1056,2,40,25.0,20,0
7269,1056,2,40,27.0,15,0
7270,1056,2,40,35.0,12,0
7271,1056,2,40,40.0,2,0
7272,1056,2,40,44.0,0,2
7273,1056,2,60,30.0,2,0
7274,1056,2,60,40.0,1,0
7275,1132,2,10,13.0,28,0
7277,1132,2,10,14.0,26,0
7278,1132,2,10,17.0,21,0
7279,1132,2,10,21.0,20,0
7280,1132,2,10,22.0,19,0
7281,1132,2,10,36.0,4,0
7282,1132,2,15,17.0,22,0
7283,1132,2,15,20.0,14,0
7284,1132,2,20,16.0,22,0
7286,1132,2,20,30.0,11,0
7287,1132,2,20,31.0,4,0
7288,1132,2,40,13.0,27,0
7289,1132,2,40,18.0,16,0
7292,1132,2,40,35.0,11,0
7293,1132,2,40,36.0,6,0
7294,1132,2,60,25.0,13,0
7296,1132,2,20,36.0,3,0
7298,1132,2,40,50.0,0,2
7299,1212,2,5,17.0,24,0
7300,1212,2,5,29.0,14,0
7303,1212,2,10,28.0,14,0
7304,1212,2,10,40.0,5,0
7305,1212,2,15,24.0,18,0
7306,1212,2,15,30.0,6,0
7307,1212,2,20,14.0,17,0
7308,1212,2,20,20.0,13,0
7309,1212,2,20,23.0,14,0
7310,1212,2,20,26.0,13,0
7311,1212,2,30,17.0,20,0
7312,1212,2,30,31.0,1,0
7313,1212,2,30,32.0,9,0
7314,1212,2,40,21.0,18,0
7315,1212,2,40,25.0,4,0
7316,1212,2,40,30.0,7,0
7317,1212,2,80,41.0,2,0
7318,1212,2,20,12.0,26,0
7320,1212,2,40,32.0,6,0
7322,1297,2,10,37.0,2,0
7323,1296,2,10,41.0,3,0
7324,1297,2,20,13.0,28,0
7325,1297,2,20,15.0,12,0
7326,1297,2,20,15.0,30,0
7327,1296,2,20,17.0,27,0
7328,1297,2,20,20.0,22,0
7329,1296,2,20,23.0,9,0
7330,1297,2,20,25.0,6,0
7331,1297,2,20,38.0,3,0
7332,1296,2,30,16.0,20,0
7333,1296,2,30,25.0,5,0
7334,1297,2,30,34.0,7,0
7335,1296,2,40,27.0,13,0
7336,1296,2,40,28.0,5,0
7337,1297,2,40,29.0,12,0
7338,1296,2,40,33.0,12,0
7339,1297,2,50,22.0,20,0
7340,1296,2,55,16.0,30,0
7343,1296,2,60,28.0,20,0
7345,1296,2,60,35.0,8,0
7346,1296,2,60,48.0,2,0
7347,1296,2,75,33.0,1,0
7348,1296,2,40,33.0,11,0
7349,1385,2,10,5.0,24,0
7350,1385,2,15,20.0,21,0
7351,1385,2,15,38.0,2,0
7352,1385,2,20,16.0,30,0
7353,1385,2,20,18.0,17,0
7355,1385,2,20,22.0,21,0
7356,1385,2,20,23.0,24,0
7357,1385,2,20,24.0,4,0
7358,1385,2,20,30.0,20,0
7359,1385,2,20,31.0,7,0
7360,1385,2,20,32.0,21,0
7361,1385,2,25,12.0,31,0
7363,1385,2,30,34.0,12,0
7364,1385,2,40,35.0,11,0
7365,1385,2,40,45.0,4,0
7366,1385,2,40,46.0,2,0
7367,1385,2,50,24.0,21,0
7369,1385,2,55,47.0,2,2
7370,1385,2,60,22.0,8,0
7371,1385,2,60,35.0,7,0
7372,1385,2,40,38.0,9,0
7373,1478,2,10,15.0,22,0
7374,1478,2,15,35.0,7,0
7375,1478,2,20,25.0,28,0
7376,1478,2,20,36.0,13,0
7377,1478,2,20,52.0,0,2
7378,1478,2,25,27.0,19,0
7379,1478,2,30,23.0,13,0
7380,1478,2,30,27.0,14,0
7381,1478,2,35,27.0,22,0
7382,1478,2,40,22.0,18,0
7384,1478,2,40,32.0,22,0
7386,1478,2,40,37.0,15,0
7387,1478,2,40,42.0,6,0
7388,1478,2,40,44.0,6,0
7389,1478,2,50,34.0,12,0
7390,1478,2,50,43.0,1,2
7391,1478,2,60,26.0,6,0
7392,1478,2,70,30.0,22,0
7393,1478,2,20,31.0,14,0
7394,1478,2,40,28.0,18,0
7395,1478,2,20,39.0,0,0
7396,1478,2,40,33.0,17,0
7397,1576,2,10,23.0,26,0
7398,1576,2,10,26.0,12,0
7399,1576,2,20,19.0,26,0
7400,1576,2,20,21.0,17,0
7402,1575,2,20,31.0,14,0
7403,1575,2,20,37.0,8,0
7404,1576,2,20,41.0,5,0
7405,1576,2,20,42.0,1,0
7406,1575,2,20,44.0,4,0
7407,1575,2,40,21.0,21,0
7408,1575,2,40,37.0,5,0
7409,1576,2,40,42.0,7,0
7410,1575,2,40,50.0,2,0
7411,1575,2,50,31.0,18,0
7412,1575,2,50,42.0,1,0
7413,1575,2,50,45.0,6,0
7414,1575,2,60,35.0,13,0
7415,1575,2,20,24.0,25,0
7416,1575,2,20,20.0,23,0
7417,1576,2,15,20.0,23,0
7419,1678,2,15,23.0,21,0
7420,1678,2,15,24.0,24,0
7421,1678,2,20,11.0,28,0
7422,1678,2,20,25.0,24,0
7423,1678,2,20,25.0,27,0
7424,1678,2,20,44.0,10,0
7425,1678,2,30,38.0,8,0
7426,1678,2,35,38.0,8,0
7427,1678,2,35,47.0,1,2
7428,1678,2,40,7.0,32,0
7429,1678,2,40,13.0,33,0
7430,1678,2,40,25.0,21,0
7432,1678,2,40,37.0,12,0
7433,1678,2,40,47.0,2,2
7435,1678,2,50,29.0,19,0
7436,1678,2,50,40.0,4,1
7437,1678,2,20,16.0,29,0
7438,1678,2,20,39.0,7,0
7440,1785,2,5,20.0,20,0
7441,1785,2,10,19.0,26,0
7442,1785,2,10,25.0,15,0
7443,1785,2,20,21.0,35,0
7444,1785,2,20,24.0,14,0
7445,1785,2,20,30.0,10,0
7446,1786,2,20,32.0,15,0
7447,1785,2,25,35.0,15,0
7448,1785,2,30,15.0,35,0
7449,1786,2,30,29.0,16,0
7450,1785,2,30,40.0,4,0
7451,1786,2,40,7.0,25,0
7452,1785,2,40,32.0,17,0
7453,1785,2,40,34.0,15,1
7455,1785,2,20,48.0,3,2
7456,1785,2,20,22.0,25,0
7457,1786,2,20,40.0,7,0
7458,1785,2,80,23.0,26,0
7459,1898,2,10,14.0,24,0
7460,1898,2,10,17.0,32,0
7461,1898,2,10,35.0,8,0
7462,1898,2,15,34.0,16,1
7464,1898,2,20,16.0,31,0
7466,1898,2,20,40.0,10,0
7467,1898,2,20,40.0,11,0
7468,1898,2,20,51.0,0,2
7469,1898,2,30,40.0,1,0
7470,1898,2,30,43.0,4,0
7471,1898,2,30,44.0,2,2
7472,1898,2,30,55.0,1,0
7473,1898,2,35,45.0,0,2
7474,1898,2,40,5.0,36,0
7475,1898,2,40,25.0,15,0
7476,1898,2,40,26.0,16,0
7477,1898,2,40,33.0,21,0
7479,1898,2,50,41.0,5,1
7480,1898,2,40,40.0,10,2
7481,1898,2,20,43.0,10,1
7482,1898,2,60,37.0,14,1
7483,1898,2,20,30.0,16,0
7484,1898,2,20,17.0,31,0
7486,2015,2,10,15.0,34,0
7487,2016,2,10,22.0,27,0
7488,2015,2,10,32.0,14,0
7489,2016,2,15,15.0,35,0
7490,2016,2,15,22.0,26,0
7491,2015,2,20,20.0,23,0
7492,2016,2,20,23.0,27,0
7493,2016,2,20,28.0,22,0
7494,2015,2,20,31.0,15,0
7496,2015,2,30,19.0,31,0
7497,2016,2,30,29.0,21,0
7498,2016,2,30,33.0,17,0
7499,2016,2,30,36.0,13,0
7500,2015,2,30,37.0,14,0
7501,2016,2,30,49.0,4,1
7502,2016,2,40,18.0,27,0
7504,2016,2,60,33.0,21,0
7505,2016,2,10,34.0,18,0
7506,2016,2,50,47.0,5,0
7507,2016,2,50,22.0,29,0
7509,2015,2,20,30.0,7,0
7510,2015,2,20,34.0,15,1
7511,2016,2,40,32.0,14,2
7512,2016,2,15,41.0,10,0
7513,2138,2,40,34.0,13,2
7515,2139,2,10,54.0,4,0
7516,2139,2,15,32.0,21,0
7517,2138,2,15,38.0,18,0
7518,2138,2,15,45.0,11,1
7519,2139,2,20,22.0,27,0
7520,2138,2,20,22.0,32,0
7521,2138,2,20,36.0,11,2
7523,2138,2,20,46.0,14,0
7524,2138,2,25,33.0,15,0
7525,2139,2,30,27.0,23,0
7526,2139,2,30,44.0,2,0
7527,2138,2,40,32.0,19,0
7528,2138,2,40,36.0,17,1
7530,2139,2,50,53.0,1,2
7531,2138,2,75,50.0,1,1
7532,2139,2,20,32.0,20,0
7533,2139,2,20,20.0,19,0
7534,2138,2,20,44.0,6,1
7535,2138,2,20,37.0,13,0
7536,2138,2,30,37.0,14,0
7537,2139,2,20,47.0,6,1
7539,2138,2,40,31.0,20,0
7540,2267,2,10,6.0,31,0
7541,2267,2,10,8.0,36,0
7542,2267,2,10,20.0,9,0
7543,2267,2,10,20.0,24,0
7544,2267,2,20,6.0,37,0
7545,2267,2,20,30.0,23,0
7546,2267,2,20,31.0,13,0
7547,2267,2,20,37.0,14,0
7548,2267,2,30,43.0,7,1
7549,2267,2,30,50.0,7,1
7550,2267,2,40,13.0,29,0
7551,2267,2,40,17.0,39,0
7552,2267,2,50,33.0,20,0
7553,2267,2,50,44.0,4,1
7554,2267,2,50,45.0,3,0
7555,2267,2,60,34.0,21,0
7556,2267,2,80,30.0,26,0
7557,2267,2,10,18.0,33,0
7558,2267,2,10,60.0,1,0
7559,2267,2,20,36.0,19,0
7560,2401,2,5,5.0,40,0
7561,2401,2,5,7.0,30,0
7563,2401,2,20,26.0,21,0
7564,2402,2,20,28.0,20,0
7565,2401,2,20,31.0,18,0
7566,2402,2,20,37.0,15,1
7567,2401,2,20,38.0,16,0
7568,2401,2,20,48.0,2,2
7569,2401,2,20,55.0,3,0
7570,2401,2,30,22.0,32,0
7571,2401,2,30,34.0,15,1
7572,2401,2,30,39.0,15,1
7573,2401,2,30,44.0,8,1
7574,2402,2,30,45.0,5,0
7575,2402,2,30,50.0,3,2
7576,2402,2,40,19.0,31,1
7577,2402,2,40,42.0,13,1
7578,2401,2,40,48.0,10,1
7580,2402,2,45,22.0,32,0
7581,2401,2,80,40.0,15,1
7582,2401,2,80,44.0,10,0
7583,2401,2,20,40.0,12,2
7587,2542,2,10,18.0,35,1
7589,2541,2,15,25.0,24,0
7590,2541,2,20,10.0,31,0
7591,2541,2,20,35.0,23,0
7592,2542,2,25,40.0,14,2
7593,2542,2,30,33.0,21,0
7594,2542,2,30,34.0,20,0
7595,2542,2,40,10.0,39,0
7596,2542,2,40,32.0,15,1
7597,2542,2,40,43.0,10,2
7598,2541,2,40,47.0,7,2
7599,2541,2,20,35.0,7,1
7600,2542,2,20,23.0,30,0
7601,2542,2,40,14.0,41,0
7602,2542,2,40,29.0,26,0
7603,2541,2,25,42.0,13,2
7604,2688,2,5,30.0,20,0
7605,2688,2,10,20.0,22,0
7606,2687,2,20,29.0,29,0
7607,2687,2,20,40.0,17,2
7608,2688,2,20,41.0,5,1
7609,2688,2,30,35.0,15,0
7610,2688,2,30,42.0,4,1
7611,2687,2,30,50.0,8,1
7612,2687,2,40,38.0,13,1
7614,2688,2,15,40.0,16,1
7616,2688,2,40,37.0,22,1
7617,2688,2,20,20.0,37,0
7618,2687,2,35,53.0,3,2
7619,2688,2,20,14.0,37,1
7620,2688,2,20,27.0,29,0
7621,2688,2,30,47.0,10,1
7623,2840,2,5,19.0,37,0
7624,2840,2,5,40.0,13,0
7626,2840,2,35,23.0,37,0
7627,2840,2,40,18.0,35,1
7628,2840,2,40,46.0,8,2
7629,2840,2,40,27.0,18,0
7630,2840,2,20,20.0,20,0
7631,2840,2,20,56.0,7,1
7632,2840,2,40,45.0,6,1
7634,2999,2,10,30.0,24,1
7635,2999,2,10,46.0,7,1
7636,2999,2,10,48.0,6,1
7637,2999,2,15,56.0,2,1
7638,2999,2,20,11.0,43,0
7639,2999,2,20,26.0,29,0
7640,2999,2,20,26.0,32,0
7641,2999,2,20,34.0,27,1
7642,2999,2,20,40.0,20,1
7643,2999,2,40,43.0,13,1
7644,2999,2,30,56.0,2,1
7646,3164,2,10,40.0,15,1
7647,3164,2,15,35.0,22,1
