,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
77345,2267,0,0,2,30,48.0,3,2,0
77346,2267,0,0,2,60,32.0,20,2,0
77347,2267,0,0,2,60,38.0,13,2,0
77348,2267,0,0,2,60,43.0,13,2,0
77350,2267,0,0,2,20,44.0,1,2,1
77351,2267,0,0,2,60,38.0,17,1,1
77352,2267,0,0,2,50,38.0,13,2,1
77353,2402,0,0,2,10,14.0,40,1,0
77354,2402,0,0,2,10,42.0,10,2,0
77355,2401,0,0,2,20,25.0,19,3,0
77356,2402,0,0,2,20,25.0,32,3,0
77357,2402,0,0,2,20,30.0,10,3,0
77358,2401,0,0,2,20,38.0,12,2,0
77359,2401,0,0,2,20,48.0,12,2,0
77360,2402,0,0,2,30,52.0,3,2,0
77361,2402,0,0,2,40,7.0,38,2,0
77362,2401,0,0,2,40,27.0,8,2,0
77363,2402,0,0,2,40,30.0,20,2,0
77364,2402,0,0,2,40,31.0,18,2,0
77365,2402,0,0,2,40,39.0,15,1,0
77366,2402,0,0,2,40,47.0,10,1,0
77367,2401,0,0,2,45,9.0,40,2,0
77369,2402,0,0,2,40,35.0,12,2,1
77370,2402,0,0,2,10,50.0,11,1,1
77371,2402,0,0,2,40,59.0,2,1,1
77373,2542,0,0,2,15,21.0,30,2,0
77374,2542,0,0,2,15,35.0,23,1,0
77375,2542,0,0,2,15,38.0,14,1,0
77376,2541,0,0,2,20,22.0,26,1,0
77377,2542,0,0,2,20,30.0,12,1,0
77378,2542,0,0,2,20,30.0,23,1,0
77379,2542,0,0,2,20,45.0,10,2,0
77380,2542,0,0,2,20,50.0,2,2,0
77381,2541,0,0,2,40,52.0,7,3,0
77382,2542,0,0,2,60,50.0,6,2,0
77383,2542,0,0,2,10,33.0,21,1,1
77384,2542,0,0,2,25,41.0,13,2,1
77385,2542,0,0,2,35,20.0,31,2,1
77386,2542,0,0,2,20,40.0,15,2,1
77387,2542,0,0,2,20,43.0,3,3,2
77389,2688,0,0,2,5,22.0,32,1,0
77390,2688,0,0,2,20,30.0,8,1,0
77391,2688,0,0,2,20,35.0,7,2,0
77392,2687,0,0,2,20,38.0,18,2,0
77394,2687,0,0,2,20,40.0,12,2,0
77395,2687,0,0,2,20,44.0,10,2,0
77396,2688,0,0,2,20,46.0,3,3,0
77397,2688,0,0,2,25,35.0,15,2,0
77398,2688,0,0,2,40,30.0,24,2,0
77399,2688,0,0,2,40,31.0,27,2,0
77400,2688,0,0,2,40,42.0,5,1,0
77401,2687,0,0,2,40,44.0,7,2,0
77402,2688,0,0,2,30,30.0,28,2,1
77403,2688,0,0,2,10,47.0,7,3,1
77404,2688,0,0,2,20,33.0,21,3,1
77405,2688,0,0,2,25,28.0,29,1,1
77406,2688,0,0,2,10,30.0,19,2,1
77407,2840,0,0,2,20,22.0,30,1,0
77408,2840,0,0,2,10,25.0,33,2,0
77409,2840,0,0,2,10,40.0,17,1,0
77410,2840,0,0,2,15,28.0,28,3,0
77411,2840,0,0,2,15,55.0,3,2,0
77412,2840,0,0,2,20,19.0,36,2,0
77413,2840,0,0,2,20,31.0,8,1,0
77414,2840,0,0,2,20,35.0,5,1,0
77415,2840,0,0,2,20,44.0,11,2,0
77417,2840,0,0,2,25,35.0,18,2,0
77418,2840,0,0,2,30,50.0,11,2,0
77419,2840,0,0,2,40,33.0,24,1,0
77420,2840,0,0,2,40,52.0,3,2,0
77421,2840,0,0,2,30,35.0,18,1,1
77422,2840,0,0,2,40,34.0,23,1,1
77423,2840,0,0,2,40,36.0,19,2,1
77424,2840,0,0,2,40,45.0,8,2,1
77425,2840,0,0,2,10,39.0,14,2,1
77426,2840,0,0,2,40,25.0,28,1,1
77427,2840,0,0,2,80,50.0,8,2,2
77428,2999,0,0,2,10,15.0,28,2,0
77429,2999,0,0,2,10,25.0,14,2,0
77430,2999,0,0,2,15,15.0,36,2,0
77431,2999,0,0,2,20,15.0,41,2,0
77433,2999,0,0,2,20,30.0,31,2,0
77434,2999,0,0,2,20,50.0,7,2,0
77436,2999,0,0,2,60,17.0,21,3,0
77437,2999,0,0,2,80,27.0,28,3,0
77438,2999,0,0,2,20,35.0,9,1,1
77439,2999,0,0,2,40,47.0,7,2,1
77440,3165,0,0,2,15,32.0,17,2,0
77441,3164,0,0,2,20,31.0,30,1,0
77442,3164,0,0,2,20,47.0,8,3,0
77443,3165,0,0,2,20,48.0,14,2,0
77444,3165,0,0,2,10,30.0,30,1,1
77445,3164,0,0,2,20,43.0,15,1,1
77446,3164,0,0,2,25,50.0,4,2,1
77447,3165,0,0,2,25,55.0,4,1,1
77448,3165,0,0,2,50,25.0,25,1,1
77449,3164,0,0,2,20,50.0,10,1,2
77451,3336,0,0,2,10,30.0,31,1,0
77453,3337,0,0,2,20,41.0,8,2,0
77454,3337,0,0,2,20,42.0,18,1,0
77455,3337,0,0,2,25,31.0,32,1,1
77457,3336,0,0,2,20,43.0,17,2,1
77458,3516,0,0,2,10,54.0,7,2,0
77461,3516,0,0,2,20,37.0,23,1,0
77462,3516,0,0,2,20,54.0,14,1,0
77463,3516,0,0,2,25,10.0,37,2,0
77464,3516,0,0,2,20,18.0,24,2,1
77465,3516,0,0,2,20,34.0,27,3,1
77466,3516,0,0,2,10,31.0,25,1,1
77467,3516,0,0,2,20,45.0,17,3,1
77469,3516,0,0,2,60,45.0,17,1,1
77470,3702,0,0,2,10,44.0,16,1,0
77471,3702,0,0,2,20,10.0,43,3,0
77472,3702,0,0,2,40,18.0,43,2,0
77473,3702,0,0,2,20,50.0,9,2,1
77474,3702,0,0,2,20,38.0,25,2,1
77475,3895,0,0,2,20,27.0,34,1,0
77476,3895,0,0,2,40,18.0,43,2,0
77477,3895,0,0,2,40,39.0,24,1,0
77478,3895,0,0,2,20,23.0,37,1,1
77479,3895,0,0,2,20,57.0,6,3,1
77480,4096,0,0,2,40,60.0,6,1,0
77481,4096,0,0,2,10,44.0,20,3,1
77482,151,0,1,2,20,17.0,0,1,0
77483,168,0,1,2,30,14.0,6,3,0
77484,168,0,1,2,50,23.0,1,1,0
77485,188,0,1,2,60,20.0,1,2,0
77486,209,0,1,2,10,15.0,7,1,0
77488,209,0,1,2,60,17.0,4,3,0
77489,232,0,1,2,10,9.0,9,2,0
77490,232,0,1,2,10,12.0,9,2,0
77491,232,0,1,2,20,12.0,7,3,0
77492,283,0,1,2,10,16.0,11,1,0
77493,283,0,1,2,20,21.0,5,2,0
77494,283,0,1,2,30,22.0,3,3,0
77495,311,0,1,2,5,21.0,5,2,0
77496,311,0,1,2,30,14.0,12,2,0
77497,312,0,1,2,30,22.0,4,3,0
77498,311,0,1,2,40,10.0,11,2,0
77499,342,0,1,2,25,22.0,1,2,0
77500,375,0,1,2,15,18.0,11,1,0
77501,375,0,1,2,20,16.0,7,2,0
77502,375,0,1,2,30,13.0,9,2,0
77503,375,0,1,2,35,18.0,10,2,0
77505,375,0,1,2,40,20.0,3,3,0
77506,411,0,1,2,60,24.0,5,2,0
77507,410,0,1,2,10,14.0,13,1,0
77508,410,0,1,2,10,24.0,0,1,0
77509,410,0,1,2,15,22.0,5,2,0
77510,410,0,1,2,35,23.0,6,1,0
77511,410,0,1,2,40,21.0,8,1,0
77512,411,0,1,2,40,24.0,10,3,0
77514,411,0,1,2,50,18.0,6,2,1
77515,448,0,1,2,30,13.0,10,3,0
77516,448,0,1,2,10,20.0,7,2,0
77517,448,0,1,2,15,19.0,8,2,0
77518,448,0,1,2,20,9.0,12,1,0
77520,448,0,1,2,25,26.0,4,2,0
77521,448,0,1,2,30,19.0,7,1,0
77522,448,0,1,2,30,23.0,1,1,0
77524,448,0,1,2,35,22.0,10,2,0
77525,448,0,1,2,40,18.0,10,2,0
77526,448,0,1,2,50,15.0,8,1,0
77527,448,0,1,2,60,22.0,2,2,0
77529,488,0,1,2,15,36.0,2,3,0
77530,488,0,1,2,20,5.0,12,2,0
77531,488,0,1,2,20,10.0,13,1,0
77532,488,0,1,2,20,13.0,12,2,0
77533,488,0,1,2,20,22.0,10,1,0
77534,489,0,1,2,25,18.0,11,3,0
77535,488,0,1,2,30,15.0,17,2,0
77537,488,0,1,2,30,25.0,5,3,0
77538,488,0,1,2,30,30.0,1,1,0
77539,488,0,1,2,35,21.0,6,1,0
77540,488,0,1,2,40,26.0,3,1,0
77542,488,0,1,2,40,27.0,5,2,0
77543,488,0,1,2,50,27.0,5,2,0
77544,489,0,1,2,60,30.0,5,3,0
77545,488,0,1,2,20,23.0,5,3,1
77546,531,0,1,2,5,24.0,1,1,0
77547,531,0,1,2,10,12.0,18,3,0
77548,531,0,1,2,15,6.0,16,1,0
77549,531,0,1,2,15,14.0,1,2,0
77550,531,0,1,2,15,16.0,17,2,0
77551,531,0,1,2,15,25.0,7,2,0
77552,531,0,1,2,15,26.0,2,2,0
77553,531,0,1,2,20,17.0,15,2,0
77554,531,0,1,2,25,9.0,18,1,0
77555,531,0,1,2,25,21.0,8,3,0
77556,531,0,1,2,25,22.0,4,2,0
77557,531,0,1,2,30,16.0,12,1,0
77558,531,0,1,2,30,18.0,9,1,0
77559,531,0,1,2,30,20.0,12,1,0
77560,531,0,1,2,30,31.0,1,3,0
77561,531,0,1,2,40,6.0,18,1,0
77562,531,0,1,2,40,26.0,2,2,0
77563,531,0,1,2,50,30.0,10,2,0
77564,531,0,1,2,50,33.0,0,1,0
77565,531,0,1,2,50,33.0,5,2,0
77567,577,0,1,2,5,18.0,10,1,0
77568,577,0,1,2,5,25.0,0,2,0
77569,577,0,1,2,15,22.0,12,1,0
77570,577,0,1,2,15,25.0,1,1,0
77571,577,0,1,2,20,8.0,18,2,0
77572,577,0,1,2,20,26.0,3,3,0
77573,577,0,1,2,25,19.0,9,3,0
77574,577,0,1,2,25,24.0,9,2,0
77575,625,0,1,2,35,24.0,12,3,0
77576,625,0,1,2,5,7.0,6,2,0
77577,625,0,1,2,5,10.0,8,2,0
77578,625,0,1,2,10,18.0,16,2,0
77579,625,0,1,2,10,20.0,5,3,0
77580,625,0,1,2,10,21.0,4,3,0
77581,625,0,1,2,10,29.0,7,1,0
77582,626,0,1,2,15,10.0,19,2,0
77584,626,0,1,2,20,12.0,19,2,0
77585,625,0,1,2,20,19.0,12,2,0
77587,625,0,1,2,20,33.0,2,1,0
77589,626,0,1,2,25,9.0,20,3,0
77590,626,0,1,2,25,15.0,13,1,0
77591,625,0,1,2,30,9.0,19,2,0
77592,625,0,1,2,30,17.0,17,2,0
77593,625,0,1,2,30,26.0,4,1,0
77594,625,0,1,2,30,26.0,6,2,0
77595,625,0,1,2,30,27.0,15,2,0
77596,626,0,1,2,30,34.0,1,2,0
77597,625,0,1,2,30,37.0,1,1,0
77599,625,0,1,2,45,28.0,8,2,0
77600,625,0,1,2,30,20.0,12,1,1
77601,626,0,1,2,35,20.0,13,1,1
77602,625,0,1,2,20,25.0,5,2,1
77603,626,0,1,2,30,39.0,3,1,2
77604,677,0,1,2,5,23.0,7,1,0
77605,677,0,1,2,10,16.0,20,1,0
77606,677,0,1,2,10,20.0,21,3,0
77607,677,0,1,2,15,9.0,17,1,0
77608,677,0,1,2,20,13.0,12,2,0
77609,677,0,1,2,20,15.0,16,2,0
77610,677,0,1,2,20,20.0,7,3,0
77611,677,0,1,2,20,20.0,14,2,0
77612,677,0,1,2,20,31.0,5,2,0
77613,677,0,1,2,25,18.0,12,1,0
77614,677,0,1,2,25,19.0,4,2,0
77615,677,0,1,2,25,23.0,16,1,0
77616,677,0,1,2,25,25.0,12,2,0
77617,677,0,1,2,25,33.0,1,2,0
77618,677,0,1,2,30,11.0,17,1,0
77619,677,0,1,2,30,24.0,11,3,0
77621,677,0,1,2,40,8.0,19,1,0
77623,677,0,1,2,40,25.0,3,3,0
77624,677,0,1,2,40,27.0,1,3,0
77625,677,0,1,2,40,32.0,3,2,0
77626,677,0,1,2,40,34.0,4,3,0
77627,677,0,1,2,45,32.0,3,1,0
77628,677,0,1,2,50,16.0,18,2,0
77629,677,0,1,2,60,11.0,15,1,0
77630,677,0,1,2,60,15.0,14,1,0
77631,677,0,1,2,40,30.0,3,2,1
77632,732,0,1,2,5,8.0,17,1,0
77633,732,0,1,2,10,21.0,7,1,0
77634,731,0,1,2,15,10.0,4,1,0
77635,731,0,1,2,15,21.0,10,2,0
77636,731,0,1,2,20,8.0,22,2,0
77637,731,0,1,2,20,9.0,20,3,0
77638,731,0,1,2,20,14.0,15,3,0
77640,732,0,1,2,20,18.0,18,1,0
77641,732,0,1,2,20,18.0,22,2,0
77642,732,0,1,2,20,23.0,10,1,0
77644,731,0,1,2,20,31.0,5,2,0
77645,731,0,1,2,20,34.0,1,2,0
77646,732,0,1,2,20,38.0,0,2,0
77647,732,0,1,2,25,24.0,9,2,0
77648,732,0,1,2,25,25.0,14,2,0
77649,732,0,1,2,25,33.0,0,2,0
77650,732,0,1,2,30,11.0,16,3,0
77651,731,0,1,2,30,12.0,21,1,0
77652,732,0,1,2,30,18.0,11,2,0
77653,731,0,1,2,40,20.0,9,2,0
77654,732,0,1,2,40,25.0,15,1,0
77655,732,0,1,2,45,28.0,3,2,0
77656,731,0,1,2,50,12.0,20,2,0
77657,732,0,1,2,50,25.0,4,2,0
77658,731,0,1,2,60,16.0,16,2,0
77659,731,0,1,2,60,20.0,5,3,0
77661,732,0,1,2,80,18.0,22,1,0
77662,732,0,1,2,80,24.0,3,3,0
77663,790,0,1,2,5,22.0,2,2,0
77664,790,0,1,2,5,35.0,4,1,0
77665,789,0,1,2,10,13.0,18,2,0
77666,789,0,1,2,10,14.0,15,1,0
77667,789,0,1,2,10,16.0,23,2,0
77668,790,0,1,2,10,31.0,2,3,0
77669,790,0,1,2,15,16.0,17,1,0
77671,790,0,1,2,15,24.0,11,2,0
77672,789,0,1,2,15,36.0,0,2,0
77673,789,0,1,2,20,12.0,5,2,0
77675,790,0,1,2,20,27.0,11,2,0
77678,789,0,1,2,25,20.0,19,2,0
77679,789,0,1,2,25,29.0,6,1,0
77680,789,0,1,2,30,12.0,22,1,0
77681,789,0,1,2,30,15.0,21,2,0
77682,789,0,1,2,30,23.0,10,3,0
77683,789,0,1,2,30,25.0,2,2,0
77684,789,0,1,2,30,31.0,12,1,0
77685,790,0,1,2,30,35.0,1,2,0
77686,789,0,1,2,35,15.0,19,2,0
77687,790,0,1,2,35,19.0,15,3,0
77688,789,0,1,2,40,19.0,12,2,0
77689,789,0,1,2,40,21.0,13,3,0
77690,789,0,1,2,40,25.0,14,3,0
77691,789,0,1,2,50,34.0,0,1,0
77692,790,0,1,2,60,25.0,8,3,0
77693,789,0,1,2,60,35.0,4,2,0
77694,790,0,1,2,15,12.0,23,2,1
77695,789,0,1,2,10,10.0,21,2,1
77696,851,0,1,2,20,13.0,19,2,0
77697,850,0,1,2,5,15.0,10,1,0
77698,851,0,1,2,10,10.0,20,1,0
77699,851,0,1,2,10,20.0,18,2,0
77700,851,0,1,2,10,29.0,9,3,0
77701,851,0,1,2,15,7.0,3,3,0
77702,851,0,1,2,15,16.0,23,2,0
77703,851,0,1,2,15,20.0,19,3,0
77704,851,0,1,2,15,23.0,19,2,0
77705,851,0,1,2,15,32.0,4,2,0
77706,851,0,1,2,20,14.0,20,3,0
77707,851,0,1,2,20,20.0,15,1,0
77708,851,0,1,2,20,25.0,2,2,0
77709,851,0,1,2,20,29.0,0,2,0
77710,851,0,1,2,20,33.0,6,1,0
77711,851,0,1,2,20,37.0,3,2,0
77712,850,0,1,2,20,40.0,2,1,0
77713,851,0,1,2,25,26.0,17,1,0
77714,851,0,1,2,25,33.0,5,1,0
77715,851,0,1,2,30,17.0,21,1,0
77718,850,0,1,2,40,15.0,0,2,0
77719,851,0,1,2,40,17.0,12,2,0
77720,850,0,1,2,40,18.0,5,2,0
77721,850,0,1,2,40,20.0,9,1,0
77722,851,0,1,2,40,27.0,14,1,0
77723,851,0,1,2,60,19.0,14,2,0
77724,850,0,1,2,20,20.0,16,2,1
77725,915,0,1,2,5,19.0,11,1,0
77726,916,0,1,2,10,23.0,9,3,0
77727,915,0,1,2,15,16.0,23,2,0
77729,915,0,1,2,15,32.0,6,2,0
77730,915,0,1,2,20,6.0,24,1,0
77731,916,0,1,2,20,10.0,21,1,0
77732,916,0,1,2,20,10.0,22,1,0
77733,915,0,1,2,20,25.0,16,2,0
77734,915,0,1,2,20,30.0,12,1,0
77735,915,0,1,2,25,33.0,5,1,0
77736,916,0,1,2,25,38.0,2,3,0
77738,916,0,1,2,40,17.0,18,3,0
77739,915,0,1,2,40,17.0,24,2,0
77740,915,0,1,2,40,22.0,10,3,0
77741,915,0,1,2,40,30.0,1,2,0
77742,915,0,1,2,40,40.0,5,2,0
77743,915,0,1,2,50,26.0,13,2,0
77745,916,0,1,2,50,33.0,5,2,0
77746,915,0,1,2,55,20.0,19,1,0
77748,916,0,1,2,60,39.0,1,1,0
77749,915,0,1,2,80,23.0,19,1,0
77750,916,0,1,2,40,39.0,3,2,1
77751,984,0,1,2,10,11.0,26,2,0
77752,984,0,1,2,10,14.0,26,2,0
77753,984,0,1,2,10,15.0,20,2,0
77754,984,0,1,2,10,23.0,10,2,0
77755,984,0,1,2,10,28.0,13,3,0
77756,984,0,1,2,10,29.0,8,2,0
77757,984,0,1,2,10,41.0,1,1,0
77758,984,0,1,2,15,10.0,21,2,0
77760,984,0,1,2,15,14.0,20,2,0
77761,984,0,1,2,15,23.0,20,1,0
77762,984,0,1,2,15,39.0,1,2,0
77763,984,0,1,2,20,20.0,15,1,0
77764,984,0,1,2,20,20.0,19,2,0
77765,984,0,1,2,20,34.0,12,2,0
77766,984,0,1,2,20,35.0,6,2,0
77767,984,0,1,2,20,37.0,1,3,0
77768,984,0,1,2,20,37.0,3,1,0
77769,984,0,1,2,20,39.0,3,2,0
77770,984,0,1,2,25,20.0,4,3,0
77771,984,0,1,2,25,36.0,5,1,0
77772,984,0,1,2,30,14.0,25,2,0
77773,984,0,1,2,30,27.0,12,2,0
77774,984,0,1,2,30,32.0,4,2,0
77775,984,0,1,2,30,33.0,7,1,0
77776,984,0,1,2,35,18.0,19,2,0
77777,984,0,1,2,50,17.0,22,2,0
77778,984,0,1,2,50,19.0,11,2,0
77779,984,0,1,2,55,24.0,10,2,0
77780,984,0,1,2,80,22.0,11,2,0
77781,984,0,1,2,10,23.0,15,2,1
77782,984,0,1,2,20,32.0,8,1,1
77783,1056,0,1,2,40,26.0,13,2,0
77784,1056,0,1,2,5,20.0,17,1,0
77785,1056,0,1,2,10,18.0,13,1,0
77786,1056,0,1,2,10,25.0,18,2,0
77787,1056,0,1,2,15,16.0,21,2,0
77788,1056,0,1,2,15,18.0,12,1,0
77789,1056,0,1,2,20,5.0,20,3,0
77790,1056,0,1,2,20,16.0,20,2,0
77791,1056,0,1,2,20,18.0,12,1,0
77792,1056,0,1,2,25,39.0,4,2,0
77793,1056,0,1,2,30,14.0,27,1,0
77794,1056,0,1,2,30,15.0,14,2,0
77795,1056,0,1,2,30,16.0,19,1,0
77797,1056,0,1,2,30,27.0,13,2,0
77798,1056,0,1,2,30,30.0,0,1,0
77799,1056,0,1,2,30,31.0,8,1,0
77800,1056,0,1,2,30,36.0,1,2,0
77801,1056,0,1,2,35,30.0,9,1,0
77802,1056,0,1,2,40,13.0,27,2,0
77803,1056,0,1,2,40,14.0,21,2,0
77804,1056,0,1,2,40,14.0,22,3,0
77805,1056,0,1,2,40,20.0,10,2,0
77806,1056,0,1,2,50,12.0,27,2,0
77807,1056,0,1,2,50,13.0,22,2,0
77809,1056,0,1,2,55,38.0,0,2,0
77810,1056,0,1,2,60,13.0,22,2,0
77811,1056,0,1,2,60,20.0,12,1,0
77812,1056,0,1,2,60,33.0,7,1,0
77813,1056,0,1,2,10,22.0,17,2,1
77814,1056,0,1,2,15,34.0,5,2,1
77816,1056,0,1,2,10,30.0,2,1,1
77819,1132,0,1,2,5,20.0,21,2,0
77820,1132,0,1,2,10,15.0,18,2,0
77821,1132,0,1,2,10,17.0,23,3,0
77822,1132,0,1,2,10,18.0,23,2,0
77823,1132,0,1,2,20,13.0,15,1,0
77824,1132,0,1,2,20,14.0,28,2,0
77825,1132,0,1,2,20,28.0,13,2,0
77826,1132,0,1,2,20,35.0,4,1,0
77827,1132,0,1,2,20,40.0,0,2,0
77828,1132,0,1,2,30,14.0,20,3,0
77829,1132,0,1,2,30,22.0,13,2,0
77830,1132,0,1,2,30,24.0,13,1,0
77831,1132,0,1,2,30,24.0,16,1,0
77833,1132,0,1,2,30,29.0,15,3,0
77834,1132,0,1,2,30,33.0,3,1,0
77835,1132,0,1,2,30,35.0,3,2,0
77836,1132,0,1,2,35,20.0,19,1,0
77837,1132,0,1,2,40,19.0,18,2,0
77838,1132,0,1,2,40,25.0,13,2,0
77839,1132,0,1,2,40,27.0,6,2,0
77840,1132,0,1,2,40,30.0,10,2,0
77841,1132,0,1,2,50,13.0,28,1,0
77843,1132,0,1,2,55,40.0,0,2,0
77845,1132,0,1,2,60,20.0,22,1,0
77846,1132,0,1,2,60,30.0,7,3,0
77847,1212,0,1,2,5,6.0,18,1,0
77848,1212,0,1,2,5,14.0,26,1,0
77850,1212,0,1,2,5,20.0,19,2,0
77851,1212,0,1,2,10,11.0,26,2,0
77852,1212,0,1,2,10,12.0,29,2,0
77853,1212,0,1,2,10,14.0,20,3,0
77854,1212,0,1,2,10,35.0,1,3,0
77855,1212,0,1,2,10,38.0,2,3,0
77856,1212,0,1,2,15,17.0,25,2,0
77857,1212,0,1,2,15,34.0,12,2,0
77858,1212,0,1,2,15,40.0,9,3,0
77859,1212,0,1,2,20,24.0,18,3,0
77860,1212,0,1,2,20,32.0,11,2,0
77861,1212,0,1,2,20,34.0,4,2,0
77862,1212,0,1,2,20,35.0,1,2,0
77863,1212,0,1,2,30,10.0,19,3,0
77864,1212,0,1,2,30,14.0,29,2,0
77865,1212,0,1,2,30,20.0,22,2,0
77866,1212,0,1,2,30,31.0,7,1,0
77867,1212,0,1,2,30,32.0,14,2,0
77869,1212,0,1,2,30,34.0,1,2,0
77870,1212,0,1,2,30,50.0,1,3,0
77871,1212,0,1,2,40,10.0,27,2,0
77872,1212,0,1,2,40,22.0,17,1,0
77873,1212,0,1,2,40,36.0,6,3,0
77874,1212,0,1,2,40,37.0,1,2,0
77875,1212,0,1,2,40,40.0,3,2,0
77876,1212,0,1,2,60,22.0,16,2,0
77877,1212,0,1,2,60,26.0,13,1,0
77878,1212,0,1,2,60,25.0,15,2,1
77880,1212,0,1,2,25,33.0,9,2,1
77881,1212,0,1,2,40,40.0,3,3,1
77882,1212,0,1,2,40,41.0,0,2,1
77883,1212,0,1,2,60,39.0,2,1,1
77884,1297,0,1,2,20,11.0,30,1,0
77885,1297,0,1,2,30,16.0,12,3,0
77886,1296,0,1,2,5,9.0,28,2,0
77887,1297,0,1,2,5,19.0,20,2,0
77888,1297,0,1,2,10,16.0,25,1,0
77889,1296,0,1,2,15,15.0,10,3,0
77890,1296,0,1,2,15,19.0,19,2,0
77891,1296,0,1,2,20,10.0,2,3,0
77892,1296,0,1,2,20,19.0,19,3,0
77893,1296,0,1,2,20,28.0,14,1,0
77894,1296,0,1,2,20,30.0,14,2,0
77895,1296,0,1,2,20,30.0,16,1,0
77897,1296,0,1,2,20,38.0,2,2,0
77898,1296,0,1,2,25,13.0,28,1,0
77899,1297,0,1,2,25,15.0,25,3,0
77900,1296,0,1,2,25,25.0,20,2,0
77902,1297,0,1,2,30,15.0,22,1,0
77903,1296,0,1,2,30,20.0,20,2,0
77904,1296,0,1,2,30,23.0,16,1,0
77905,1297,0,1,2,30,38.0,7,2,0
77906,1297,0,1,2,30,40.0,6,2,0
77907,1296,0,1,2,30,43.0,0,2,0
77908,1296,0,1,2,40,10.0,19,1,0
77909,1297,0,1,2,40,16.0,24,3,0
77910,1297,0,1,2,40,18.0,28,1,0
77911,1296,0,1,2,40,22.0,13,3,0
77912,1296,0,1,2,40,26.0,13,2,0
77913,1297,0,1,2,40,29.0,16,3,0
77914,1296,0,1,2,40,32.0,8,3,0
77915,1296,0,1,2,40,34.0,4,2,0
77918,1296,0,1,2,60,9.0,29,1,0
77919,1296,0,1,2,60,32.0,16,1,0
77920,1297,0,1,2,70,35.0,8,2,0
77921,1296,0,1,2,80,28.0,18,3,1
77922,1297,0,1,2,20,28.0,16,2,2
77923,1385,0,1,2,5,15.0,26,1,0
77924,1385,0,1,2,5,16.0,19,2,0
77925,1385,0,1,2,10,10.0,17,2,0
77926,1385,0,1,2,15,7.0,31,1,0
77927,1385,0,1,2,15,32.0,0,2,0
77928,1385,0,1,2,20,9.0,9,2,0
77929,1385,0,1,2,20,15.0,27,2,0
77930,1385,0,1,2,20,18.0,17,2,0
77931,1385,0,1,2,20,28.0,12,1,0
77932,1385,0,1,2,20,30.0,10,2,0
77933,1385,0,1,2,20,35.0,12,3,0
77935,1385,0,1,2,25,41.0,6,2,0
77937,1385,0,1,2,30,17.0,21,2,0
77938,1385,0,1,2,30,28.0,17,2,0
77939,1385,0,1,2,30,35.0,16,1,0
77940,1385,0,1,2,30,37.0,2,1,0
77941,1385,0,1,2,40,26.0,17,1,0
77942,1385,0,1,2,40,39.0,4,2,0
77943,1385,0,1,2,50,22.0,21,1,0
77944,1385,0,1,2,50,34.0,6,2,0
77945,1385,0,1,2,60,24.0,19,3,0
77946,1385,0,1,2,5,9.0,31,1,1
77947,1385,0,1,2,40,15.0,8,3,1
77948,1385,0,1,2,10,8.0,31,3,1
77949,1385,0,1,2,20,40.0,5,1,1
77950,1385,0,1,2,30,35.0,2,1,1
77951,1478,0,1,2,40,12.0,31,2,0
77952,1478,0,1,2,5,10.0,30,2,0
77953,1478,0,1,2,5,12.0,27,3,0
77955,1478,0,1,2,10,18.0,25,2,0
77956,1478,0,1,2,10,28.0,17,2,0
77957,1478,0,1,2,10,47.0,2,1,0
77958,1478,0,1,2,15,33.0,7,3,0
77959,1478,0,1,2,20,5.0,25,2,0
77960,1478,0,1,2,20,10.0,31,1,0
77961,1478,0,1,2,20,12.0,26,2,0
77963,1478,0,1,2,20,32.0,6,1,0
77964,1478,0,1,2,25,14.0,22,1,0
77965,1478,0,1,2,25,20.0,23,2,0
77966,1478,0,1,2,30,14.0,32,2,0
77967,1478,0,1,2,40,12.0,27,2,0
77968,1478,0,1,2,40,20.0,15,2,0
77969,1478,0,1,2,40,25.0,12,2,0
77970,1478,0,1,2,40,43.0,8,2,0
77971,1478,0,1,2,50,10.0,30,2,0
77972,1478,0,1,2,50,19.0,22,1,0
77973,1478,0,1,2,60,29.0,3,3,0
77974,1478,0,1,2,20,37.0,6,2,1
77975,1478,0,1,2,50,39.0,4,2,1
77976,1478,0,1,2,20,34.0,12,1,1
77977,1478,0,1,2,40,38.0,1,2,1
77978,1478,0,1,2,50,36.0,12,2,1
77980,1575,0,1,2,10,5.0,18,2,0
77981,1576,0,1,2,10,25.0,20,2,0
77982,1576,0,1,2,10,26.0,25,1,0
77983,1576,0,1,2,15,15.0,33,1,0
77984,1575,0,1,2,15,17.0,23,2,0
77985,1576,0,1,2,15,28.0,23,2,0
77986,1575,0,1,2,15,29.0,6,2,0
77987,1576,0,1,2,20,10.0,13,1,0
77988,1575,0,1,2,20,15.0,23,1,0
77990,1575,0,1,2,20,20.0,25,3,0
77991,1576,0,1,2,20,24.0,5,1,0
77992,1576,0,1,2,20,24.0,23,1,0
77993,1576,0,1,2,20,28.0,19,3,0
77995,1576,0,1,2,20,32.0,18,1,0
77996,1575,0,1,2,25,42.0,7,3,0
77997,1576,0,1,2,30,13.0,33,2,0
77998,1576,0,1,2,30,21.0,26,1,0
77999,1576,0,1,2,30,24.0,21,2,0
