,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada,dano_na_plantacao
6737,SCROP87543,2267,0,0,2,10,20.0,9,2,0
6738,SCROP87544,2267,0,0,2,10,20.0,24,2,0
6739,SCROP87545,2267,0,0,2,20,6.0,37,2,0
6740,SCROP87546,2267,0,0,2,20,30.0,23,1,0
6741,SCROP87547,2267,0,0,2,20,31.0,13,2,0
6742,SCROP87548,2267,0,0,2,20,37.0,14,2,0
6743,SCROP87549,2267,0,0,2,30,43.0,7,2,0
6744,SCROP87550,2267,0,0,2,30,50.0,7,1,0
6745,SCROP87551,2267,0,0,2,40,13.0,29,1,0
6746,SCROP87552,2267,0,0,2,40,17.0,39,1,0
6747,SCROP87553,2267,0,0,2,50,33.0,20,1,0
6748,SCROP87554,2267,0,0,2,50,44.0,4,2,0
6749,SCROP87555,2267,0,0,2,50,45.0,3,2,0
6750,SCROP87556,2267,0,0,2,60,34.0,21,1,0
6751,SCROP87557,2267,0,0,2,80,30.0,26,1,0
6752,SCROP87558,2267,0,0,2,10,18.0,33,2,0
6753,SCROP87559,2267,0,0,2,10,60.0,1,1,0
6754,SCROP87560,2267,0,0,2,20,36.0,19,2,0
6755,SCROP87561,2401,0,0,2,5,5.0,40,3,0
6756,SCROP87562,2401,0,0,2,5,7.0,30,2,0
6757,SCROP87564,2401,0,0,2,20,26.0,21,3,0
6758,SCROP87565,2402,0,0,2,20,28.0,20,1,0
6759,SCROP87566,2401,0,0,2,20,31.0,18,1,0
6760,SCROP87567,2402,0,0,2,20,37.0,15,2,0
6761,SCROP87568,2401,0,0,2,20,38.0,16,3,0
6762,SCROP87569,2401,0,0,2,20,48.0,2,1,0
6763,SCROP87570,2401,0,0,2,20,55.0,3,1,0
6764,SCROP87571,2401,0,0,2,30,22.0,32,2,0
6765,SCROP87572,2401,0,0,2,30,34.0,15,2,0
6766,SCROP87573,2401,0,0,2,30,39.0,15,1,0
6767,SCROP87574,2401,0,0,2,30,44.0,8,2,0
6768,SCROP87575,2402,0,0,2,30,45.0,5,2,0
6769,SCROP87576,2402,0,0,2,30,50.0,3,3,0
6770,SCROP87577,2402,0,0,2,40,19.0,31,2,0
6771,SCROP87578,2402,0,0,2,40,42.0,13,3,0
6772,SCROP87579,2401,0,0,2,40,48.0,10,1,0
6773,SCROP87581,2402,0,0,2,45,22.0,32,2,0
6774,SCROP87582,2401,0,0,2,80,40.0,15,3,0
6775,SCROP87583,2401,0,0,2,80,44.0,10,3,0
6776,SCROP87584,2401,0,0,2,20,40.0,12,2,0
6777,SCROP87588,2542,0,0,2,10,18.0,35,1,0
6778,SCROP87590,2541,0,0,2,15,25.0,24,3,0
6779,SCROP87591,2541,0,0,2,20,10.0,31,1,0
6780,SCROP87592,2541,0,0,2,20,35.0,23,2,0
6781,SCROP87593,2542,0,0,2,25,40.0,14,3,0
6782,SCROP87594,2542,0,0,2,30,33.0,21,2,0
6783,SCROP87595,2542,0,0,2,30,34.0,20,3,0
6784,SCROP87596,2542,0,0,2,40,10.0,39,3,0
6785,SCROP87597,2542,0,0,2,40,32.0,15,2,0
6786,SCROP87598,2542,0,0,2,40,43.0,10,3,0
6787,SCROP87599,2541,0,0,2,40,47.0,7,2,0
6788,SCROP87600,2541,0,0,2,20,35.0,7,1,0
6789,SCROP87601,2542,0,0,2,20,23.0,30,2,0
6790,SCROP87602,2542,0,0,2,40,14.0,41,3,0
6791,SCROP87603,2542,0,0,2,40,29.0,26,2,0
6792,SCROP87604,2541,0,0,2,25,42.0,13,1,0
6793,SCROP87605,2688,0,0,2,5,30.0,20,2,0
6794,SCROP87606,2688,0,0,2,10,20.0,22,1,0
6795,SCROP87607,2687,0,0,2,20,29.0,29,1,0
6796,SCROP87608,2687,0,0,2,20,40.0,17,3,0
6797,SCROP87609,2688,0,0,2,20,41.0,5,1,0
6798,SCROP87610,2688,0,0,2,30,35.0,15,1,0
6799,SCROP87611,2688,0,0,2,30,42.0,4,1,0
6800,SCROP87612,2687,0,0,2,30,50.0,8,3,0
6801,SCROP87613,2687,0,0,2,40,38.0,13,3,0
6802,SCROP87615,2688,0,0,2,15,40.0,16,3,0
6803,SCROP87617,2688,0,0,2,40,37.0,22,2,0
6804,SCROP87618,2688,0,0,2,20,20.0,37,1,0
6805,SCROP87619,2687,0,0,2,35,53.0,3,3,0
6806,SCROP87620,2688,0,0,2,20,14.0,37,1,0
6807,SCROP87621,2688,0,0,2,20,27.0,29,2,0
6808,SCROP87622,2688,0,0,2,30,47.0,10,2,0
6809,SCROP87624,2840,0,0,2,5,19.0,37,2,0
6810,SCROP87625,2840,0,0,2,5,40.0,13,2,0
6811,SCROP87627,2840,0,0,2,35,23.0,37,2,0
6812,SCROP87628,2840,0,0,2,40,18.0,35,3,0
6813,SCROP87629,2840,0,0,2,40,46.0,8,2,0
6814,SCROP87630,2840,0,0,2,40,27.0,18,2,0
6815,SCROP87631,2840,0,0,2,20,20.0,20,2,0
6816,SCROP87632,2840,0,0,2,20,56.0,7,2,0
6817,SCROP87633,2840,0,0,2,40,45.0,6,2,0
6818,SCROP87635,2999,0,0,2,10,30.0,24,3,0
6819,SCROP87636,2999,0,0,2,10,46.0,7,1,0
6820,SCROP87637,2999,0,0,2,10,48.0,6,3,0
6821,SCROP87638,2999,0,0,2,15,56.0,2,3,0
6822,SCROP87639,2999,0,0,2,20,11.0,43,2,0
6823,SCROP87640,2999,0,0,2,20,26.0,29,2,0
6824,SCROP87641,2999,0,0,2,20,26.0,32,1,0
6825,SCROP87642,2999,0,0,2,20,34.0,27,2,0
6826,SCROP87643,2999,0,0,2,20,40.0,20,2,0
6827,SCROP87644,2999,0,0,2,40,43.0,13,2,0
6828,SCROP87645,2999,0,0,2,30,56.0,2,2,0
6829,SCROP87647,3164,0,0,2,10,40.0,15,3,0
6830,SCROP87648,3164,0,0,2,15,35.0,22,3,0
6831,SCROP87649,3164,0,0,2,20,25.0,25,2,0
6832,SCROP87650,3164,0,0,2,20,32.0,21,2,0
6833,SCROP87651,3164,0,0,2,20,45.0,15,1,0
6834,SCROP87654,3165,0,0,2,30,44.0,10,1,0
6835,SCROP87655,3164,0,0,2,30,53.0,5,1,0
6836,SCROP87656,3165,0,0,2,40,30.0,15,1,0
6837,SCROP87657,3165,0,0,2,40,32.0,30,3,0
6838,SCROP87658,3164,0,0,2,20,49.0,10,1,0
6839,SCROP87659,3164,0,0,2,20,50.0,8,2,0
6840,SCROP87660,3337,0,0,2,10,18.0,38,2,0
6841,SCROP87661,3337,0,0,2,10,33.0,18,3,0
6842,SCROP87662,3336,0,0,2,20,33.0,15,2,0
6843,SCROP87664,3337,0,0,2,20,39.0,20,2,0
6844,SCROP87665,3337,0,0,2,20,48.0,8,2,0
6845,SCROP87667,3336,0,0,2,25,60.0,6,1,0
6846,SCROP87668,3516,0,0,2,10,37.0,22,1,0
6847,SCROP87669,3516,0,0,2,15,30.0,10,2,0
6848,SCROP87670,3516,0,0,2,20,22.0,32,2,0
6849,SCROP87671,3515,0,0,2,20,23.0,35,1,0
6850,SCROP87672,3516,0,0,2,20,26.0,31,3,0
6851,SCROP87673,3516,0,0,2,20,33.0,20,2,0
6852,SCROP87674,3516,0,0,2,20,44.0,16,2,0
6853,SCROP87675,3515,0,0,2,15,40.0,19,3,0
6854,SCROP87676,3516,0,0,2,20,26.0,34,3,0
6855,SCROP87677,3516,0,0,2,15,50.0,12,2,0
6856,SCROP87678,3515,0,0,2,40,42.0,17,2,0
6857,SCROP87679,3702,0,0,2,10,17.0,37,2,0
6858,SCROP87680,3702,0,0,2,10,33.0,27,1,0
6859,SCROP87681,3702,0,0,2,20,19.0,38,2,0
6860,SCROP87682,3702,0,0,2,20,30.0,25,1,0
6861,SCROP87683,3702,0,0,2,20,37.0,22,2,0
6862,SCROP87684,3702,0,0,2,20,45.0,18,2,0
6863,SCROP87685,3702,0,0,2,20,55.0,5,3,1
6864,SCROP87686,3702,0,0,2,20,60.0,4,2,1
6865,SCROP87687,3702,0,0,2,20,27.0,33,1,0
6866,SCROP87688,3702,0,0,2,15,33.0,20,2,0
6867,SCROP87689,3702,0,0,2,20,45.0,17,2,0
6868,SCROP87691,3895,0,0,2,20,41.0,19,2,0
6869,SCROP87692,3895,0,0,2,25,25.0,34,2,0
6870,SCROP87693,4096,0,0,2,5,21.0,38,1,0
6871,SCROP87694,4096,0,0,2,20,32.0,20,1,0
6872,SCROP87695,4096,0,0,2,20,40.0,28,1,0
6873,SCROP87696,4096,0,0,2,20,49.0,17,2,0
6874,SCROP87698,4096,0,0,2,10,35.0,25,1,0
6875,SCROP87699,151,0,1,2,15,12.0,2,2,0
6876,SCROP87700,150,0,1,2,20,20.0,0,1,0
6877,SCROP87701,151,0,1,2,45,19.0,1,2,0
6878,SCROP87702,168,0,1,2,20,19.0,3,2,0
6879,SCROP87703,188,0,1,2,5,11.0,7,2,0
6880,SCROP87705,188,0,1,2,30,25.0,0,2,0
6881,SCROP87706,209,0,1,2,10,20.0,0,3,0
6882,SCROP87707,209,0,1,2,60,13.0,6,2,0
6883,SCROP87708,232,0,1,2,20,13.0,9,2,0
6884,SCROP87709,231,0,1,2,20,16.0,9,2,0
6885,SCROP87710,232,0,1,2,30,15.0,8,2,0
6886,SCROP87711,232,0,1,2,40,15.0,7,1,0
6887,SCROP87712,256,0,1,2,20,16.0,5,2,0
6888,SCROP87713,256,0,1,2,25,15.0,7,1,0
6889,SCROP87714,257,0,1,2,30,22.0,1,2,0
6890,SCROP87715,256,0,1,2,40,25.0,3,1,0
6891,SCROP87716,257,0,1,2,50,17.0,3,3,0
6892,SCROP87717,257,0,1,2,70,15.0,5,1,0
6893,SCROP87718,256,0,1,2,80,23.0,1,2,0
6894,SCROP87719,283,0,1,2,15,20.0,3,2,0
6895,SCROP87720,283,0,1,2,20,12.0,1,2,0
6896,SCROP87721,283,0,1,2,20,15.0,6,1,0
6897,SCROP87722,283,0,1,2,30,15.0,5,2,0
6898,SCROP87723,283,0,1,2,40,20.0,0,1,0
6899,SCROP87724,312,0,1,2,20,20.0,7,3,0
6900,SCROP87725,312,0,1,2,20,22.0,0,1,0
6901,SCROP87726,312,0,1,2,25,16.0,1,1,0
6902,SCROP87727,312,0,1,2,30,13.0,9,1,0
6903,SCROP87728,312,0,1,2,40,15.0,11,2,0
6904,SCROP87731,342,0,1,2,30,13.0,8,3,0
6905,SCROP87732,342,0,1,2,35,25.0,1,3,0
6906,SCROP87733,342,0,1,2,40,17.0,7,1,0
6907,SCROP87734,342,0,1,2,40,23.0,2,2,0
6908,SCROP87735,375,0,1,2,5,6.0,13,2,0
6909,SCROP87736,375,0,1,2,10,23.0,0,2,0
6910,SCROP87737,375,0,1,2,20,7.0,14,2,0
6911,SCROP87738,375,0,1,2,25,24.0,6,1,0
6912,SCROP87739,375,0,1,2,30,15.0,14,1,0
6913,SCROP87740,375,0,1,2,30,18.0,8,2,0
6914,SCROP87741,375,0,1,2,40,22.0,1,2,0
6915,SCROP87742,375,0,1,2,60,13.0,13,1,0
6916,SCROP87743,410,0,1,2,10,14.0,15,2,0
6917,SCROP87744,410,0,1,2,20,12.0,14,1,0
6918,SCROP87745,410,0,1,2,20,13.0,15,1,0
6919,SCROP87746,410,0,1,2,20,20.0,15,3,0
6920,SCROP87747,411,0,1,2,20,23.0,6,2,0
6921,SCROP87748,411,0,1,2,20,24.0,6,2,0
6922,SCROP87749,410,0,1,2,25,22.0,4,3,0
6923,SCROP87750,411,0,1,2,25,24.0,3,3,0
6924,SCROP87751,411,0,1,2,30,21.0,6,3,0
6925,SCROP87752,410,0,1,2,30,24.0,0,1,0
6926,SCROP87753,411,0,1,2,30,26.0,3,2,0
6927,SCROP87754,411,0,1,2,35,15.0,13,2,0
6928,SCROP87755,410,0,1,2,40,16.0,2,1,0
6929,SCROP87756,411,0,1,2,40,23.0,6,2,0
6930,SCROP87757,410,0,1,2,60,17.0,13,2,0
6931,SCROP87758,410,0,1,2,60,24.0,3,1,0
6932,SCROP87759,410,0,1,2,10,12.0,13,1,0
6933,SCROP87761,448,0,1,2,15,16.0,15,2,0
6934,SCROP87762,448,0,1,2,15,23.0,1,1,0
6935,SCROP87763,448,0,1,2,15,24.0,6,2,0
6936,SCROP87764,448,0,1,2,20,15.0,6,2,0
6937,SCROP87765,448,0,1,2,25,9.0,5,2,0
6938,SCROP87766,448,0,1,2,25,19.0,6,3,0
6939,SCROP87767,448,0,1,2,25,22.0,5,2,0
6940,SCROP87768,448,0,1,2,25,32.0,4,2,0
6941,SCROP87769,448,0,1,2,30,20.0,2,2,0
6942,SCROP87770,448,0,1,2,30,31.0,1,1,0
6943,SCROP87771,448,0,1,2,40,20.0,9,3,0
6944,SCROP87772,448,0,1,2,40,20.0,12,3,0
6945,SCROP87773,488,0,1,2,30,15.0,16,1,0
6946,SCROP87774,488,0,1,2,10,17.0,14,1,0
6947,SCROP87775,488,0,1,2,10,20.0,5,2,0
6948,SCROP87776,488,0,1,2,15,10.0,17,2,0
6949,SCROP87777,488,0,1,2,15,11.0,17,1,0
6950,SCROP87778,488,0,1,2,15,12.0,11,2,0
6951,SCROP87779,488,0,1,2,15,13.0,17,2,0
6952,SCROP87780,489,0,1,2,15,15.0,14,1,0
6953,SCROP87781,488,0,1,2,20,24.0,6,2,0
6954,SCROP87782,488,0,1,2,30,16.0,11,3,0
6955,SCROP87783,488,0,1,2,30,23.0,13,1,0
6956,SCROP87784,488,0,1,2,30,35.0,2,2,0
6957,SCROP87785,488,0,1,2,40,10.0,12,2,0
6958,SCROP87786,488,0,1,2,40,18.0,17,1,0
6959,SCROP87787,488,0,1,2,40,20.0,12,3,0
6960,SCROP87788,488,0,1,2,40,28.0,7,2,0
6961,SCROP87790,489,0,1,2,75,28.0,5,3,0
6962,SCROP87792,531,0,1,2,10,10.0,18,2,0
6963,SCROP87794,531,0,1,2,10,28.0,4,2,0
6964,SCROP87797,531,0,1,2,25,14.0,13,1,0
6965,SCROP87798,531,0,1,2,25,14.0,16,1,0
6966,SCROP87799,531,0,1,2,25,31.0,3,1,0
6967,SCROP87801,531,0,1,2,30,16.0,16,1,0
6968,SCROP87803,531,0,1,2,40,10.0,7,2,0
6969,SCROP87804,531,0,1,2,40,12.0,16,1,0
6970,SCROP87805,531,0,1,2,40,15.0,13,1,0
6971,SCROP87806,531,0,1,2,40,23.0,9,2,0
6972,SCROP87807,531,0,1,2,40,24.0,6,1,0
6973,SCROP87808,531,0,1,2,40,25.0,3,1,0
6974,SCROP87809,531,0,1,2,60,21.0,9,3,0
6975,SCROP87810,531,0,1,2,60,22.0,7,1,0
6976,SCROP87812,531,0,1,2,60,23.0,14,1,0
6977,SCROP87813,531,0,1,2,60,28.0,4,3,0
6978,SCROP87814,577,0,1,2,5,18.0,14,2,0
6979,SCROP87815,577,0,1,2,10,12.0,12,2,0
6980,SCROP87816,577,0,1,2,10,14.0,16,1,0
6981,SCROP87817,577,0,1,2,10,24.0,9,2,0
6982,SCROP87818,577,0,1,2,10,24.0,14,3,0
6983,SCROP87819,577,0,1,2,20,14.0,17,3,0
6984,SCROP87820,577,0,1,2,20,23.0,3,1,0
6985,SCROP87821,577,0,1,2,25,25.0,0,3,0
6986,SCROP87822,577,0,1,2,25,29.0,6,2,0
6987,SCROP87823,577,0,1,2,30,9.0,19,2,0
6988,SCROP87824,577,0,1,2,30,10.0,17,2,0
6989,SCROP87825,577,0,1,2,30,17.0,17,2,0
6990,SCROP87826,577,0,1,2,35,15.0,15,2,0
6991,SCROP87827,577,0,1,2,35,25.0,3,3,0
6992,SCROP87828,577,0,1,2,40,15.0,13,3,0
6993,SCROP87829,577,0,1,2,40,28.0,8,2,0
6994,SCROP87830,577,0,1,2,45,20.0,15,1,0
6995,SCROP87831,577,0,1,2,60,20.0,10,3,0
6996,SCROP87832,577,0,1,2,80,10.0,14,2,0
6997,SCROP87833,625,0,1,2,10,17.0,4,2,0
6998,SCROP87834,625,0,1,2,10,24.0,10,2,0
6999,SCROP87835,625,0,1,2,15,21.0,7,3,0
7000,SCROP87836,625,0,1,2,15,22.0,13,2,0
7001,SCROP87837,625,0,1,2,15,25.0,2,2,0
7002,SCROP87838,626,0,1,2,15,26.0,6,2,0
7003,SCROP87840,625,0,1,2,20,22.0,0,1,0
7004,SCROP87841,625,0,1,2,20,22.0,8,2,0
7005,SCROP87842,625,0,1,2,20,25.0,8,3,0
7006,SCROP87843,626,0,1,2,25,22.0,11,3,0
7007,SCROP87844,625,0,1,2,30,18.0,2,1,0
7008,SCROP87845,625,0,1,2,30,20.0,12,3,0
7009,SCROP87846,626,0,1,2,40,14.0,20,2,0
7010,SCROP87847,626,0,1,2,40,20.0,9,2,0
7011,SCROP87849,625,0,1,2,40,25.0,9,2,0
7012,SCROP87850,625,0,1,2,45,25.0,4,2,0
7013,SCROP87851,626,0,1,2,50,17.0,12,1,0
7014,SCROP87852,625,0,1,2,50,25.0,0,3,0
7015,SCROP87853,625,0,1,2,55,11.0,18,1,0
7016,SCROP87854,625,0,1,2,60,16.0,15,2,0
7017,SCROP87855,625,0,1,2,60,22.0,8,2,0
7018,SCROP87856,625,0,1,2,80,31.0,4,3,0
7019,SCROP87857,625,0,1,2,20,16.0,20,2,0
7020,SCROP87858,677,0,1,2,30,30.0,7,2,0
7021,SCROP87859,677,0,1,2,10,13.0,20,2,0
7022,SCROP87860,677,0,1,2,10,27.0,1,3,0
7023,SCROP87861,677,0,1,2,15,12.0,13,1,0
7024,SCROP87862,677,0,1,2,15,15.0,19,2,0
7025,SCROP87863,677,0,1,2,15,18.0,18,1,0
7026,SCROP87864,677,0,1,2,15,20.0,0,2,0
7027,SCROP87865,677,0,1,2,15,22.0,11,2,0
7028,SCROP87866,677,0,1,2,20,11.0,20,2,0
7029,SCROP87867,677,0,1,2,20,21.0,16,2,0
7030,SCROP87868,677,0,1,2,20,25.0,2,2,0
7031,SCROP87869,677,0,1,2,20,28.0,5,2,0
7032,SCROP87870,677,0,1,2,25,24.0,9,1,0
7033,SCROP87871,677,0,1,2,25,27.0,10,3,0
7034,SCROP87872,677,0,1,2,30,7.0,18,2,0
7035,SCROP87873,677,0,1,2,30,23.0,12,2,0
7036,SCROP87874,677,0,1,2,30,31.0,6,1,0
7037,SCROP87875,677,0,1,2,40,13.0,18,1,0
7038,SCROP87876,677,0,1,2,40,16.0,14,1,0
7039,SCROP87877,677,0,1,2,40,20.0,15,2,0
7040,SCROP87878,677,0,1,2,40,21.0,14,3,0
7041,SCROP87879,677,0,1,2,40,36.0,1,2,0
7042,SCROP87880,677,0,1,2,50,24.0,8,3,0
7043,SCROP87881,677,0,1,2,50,37.0,3,2,0
7044,SCROP87882,677,0,1,2,55,16.0,14,3,0
7045,SCROP87883,677,0,1,2,60,12.0,21,2,0
7046,SCROP87884,677,0,1,2,60,20.0,3,3,0
7047,SCROP87885,677,0,1,2,60,27.0,5,1,0
7048,SCROP87886,677,0,1,2,80,10.0,21,2,0
7049,SCROP87887,677,0,1,2,80,16.0,16,2,0
7050,SCROP87889,731,0,1,2,5,22.0,10,2,0
7051,SCROP87890,732,0,1,2,10,9.0,22,3,0
7052,SCROP87891,731,0,1,2,10,15.0,22,2,0
7053,SCROP87892,731,0,1,2,10,17.0,15,2,0
7054,SCROP87893,732,0,1,2,15,22.0,10,2,0
7055,SCROP87895,731,0,1,2,20,21.0,22,2,0
7056,SCROP87896,732,0,1,2,20,23.0,11,1,0
7057,SCROP87897,731,0,1,2,20,30.0,0,2,0
7058,SCROP87898,732,0,1,2,20,32.0,12,2,0
7059,SCROP87899,731,0,1,2,25,20.0,11,2,0
7060,SCROP87900,731,0,1,2,30,21.0,3,3,0
7061,SCROP87901,731,0,1,2,30,27.0,8,3,0
7062,SCROP87902,731,0,1,2,35,30.0,7,3,0
7063,SCROP87903,731,0,1,2,40,21.0,15,2,0
7064,SCROP87904,732,0,1,2,40,32.0,5,1,0
7065,SCROP87905,732,0,1,2,50,24.0,8,2,0
7066,SCROP87906,731,0,1,2,50,26.0,5,2,0
7067,SCROP87907,732,0,1,2,60,36.0,2,2,0
7068,SCROP87908,732,0,1,2,80,31.0,6,2,0
7069,SCROP87909,732,0,1,2,40,12.0,22,2,0
7070,SCROP87910,789,0,1,2,5,5.0,23,3,0
7071,SCROP87911,790,0,1,2,5,6.0,5,1,0
7072,SCROP87912,789,0,1,2,10,8.0,22,1,0
7073,SCROP87913,789,0,1,2,10,13.0,22,2,0
7074,SCROP87914,789,0,1,2,10,16.0,9,1,0
7075,SCROP87915,789,0,1,2,10,17.0,11,3,0
7076,SCROP87916,789,0,1,2,15,16.0,20,2,0
7077,SCROP87917,789,0,1,2,15,24.0,17,1,0
7078,SCROP87918,789,0,1,2,15,27.0,9,2,0
7079,SCROP87920,789,0,1,2,20,16.0,21,3,0
7080,SCROP87922,790,0,1,2,20,31.0,1,1,0
7081,SCROP87923,789,0,1,2,25,18.0,14,2,0
7082,SCROP87924,789,0,1,2,25,32.0,5,2,0
7083,SCROP87925,790,0,1,2,30,21.0,13,2,0
7084,SCROP87926,789,0,1,2,30,28.0,3,2,0
7085,SCROP87927,790,0,1,2,30,30.0,8,2,0
7086,SCROP87928,790,0,1,2,30,38.0,1,2,0
7087,SCROP87929,789,0,1,2,35,24.0,13,3,0
7088,SCROP87930,789,0,1,2,40,15.0,13,2,0
7089,SCROP87931,789,0,1,2,40,27.0,5,2,0
7090,SCROP87932,790,0,1,2,55,12.0,23,2,0
7091,SCROP87933,789,0,1,2,55,15.0,18,3,0
7092,SCROP87934,789,0,1,2,60,30.0,10,2,0
7093,SCROP87935,790,0,1,2,70,20.0,13,2,0
7094,SCROP87936,789,0,1,2,20,25.0,3,2,0
7095,SCROP87937,850,0,1,2,5,11.0,24,2,0
7096,SCROP87938,851,0,1,2,5,28.0,9,2,0
7097,SCROP87939,851,0,1,2,10,25.0,4,2,0
7098,SCROP87940,851,0,1,2,10,25.0,6,1,0
7099,SCROP87942,851,0,1,2,10,33.0,4,2,0
7100,SCROP87944,851,0,1,2,15,20.0,17,2,0
7101,SCROP87945,851,0,1,2,15,23.0,10,2,0
7102,SCROP87946,851,0,1,2,20,28.0,3,3,0
7103,SCROP87947,851,0,1,2,20,28.0,7,3,0
7104,SCROP87948,851,0,1,2,20,36.0,1,3,0
7105,SCROP87949,851,0,1,2,25,17.0,18,2,0
7106,SCROP87950,851,0,1,2,25,27.0,10,2,0
7107,SCROP87951,851,0,1,2,30,12.0,10,1,0
7108,SCROP87952,850,0,1,2,30,13.0,24,2,0
7109,SCROP87953,851,0,1,2,30,36.0,2,2,0
7110,SCROP87954,851,0,1,2,40,11.0,23,1,0
7111,SCROP87955,851,0,1,2,40,24.0,13,1,0
7112,SCROP87956,851,0,1,2,40,27.0,4,2,0
7113,SCROP87957,850,0,1,2,40,29.0,8,2,0
7114,SCROP87958,850,0,1,2,60,20.0,16,2,0
7115,SCROP87959,850,0,1,2,60,27.0,13,2,0
7116,SCROP87960,915,0,1,2,20,17.0,5,1,0
7117,SCROP87961,916,0,1,2,60,32.0,7,2,0
7118,SCROP87962,915,0,1,2,5,18.0,20,2,0
7119,SCROP87963,915,0,1,2,10,5.0,20,3,0
7120,SCROP87964,915,0,1,2,10,10.0,23,3,0
7121,SCROP87965,915,0,1,2,10,16.0,24,1,0
7122,SCROP87966,916,0,1,2,10,24.0,11,1,0
7123,SCROP87967,916,0,1,2,15,17.0,18,2,0
7124,SCROP87968,916,0,1,2,15,27.0,4,1,0
7125,SCROP87970,915,0,1,2,15,30.0,10,1,0
7126,SCROP87971,916,0,1,2,15,31.0,7,3,0
7127,SCROP87972,915,0,1,2,20,20.0,8,2,0
7128,SCROP87974,915,0,1,2,20,27.0,11,2,0
7129,SCROP87975,915,0,1,2,20,30.0,10,2,0
7130,SCROP87976,915,0,1,2,20,31.0,7,2,0
7131,SCROP87977,915,0,1,2,20,32.0,4,2,0
7132,SCROP87978,916,0,1,2,25,23.0,15,2,0
7133,SCROP87979,915,0,1,2,25,25.0,10,1,0
7134,SCROP87980,915,0,1,2,25,26.0,8,2,0
7135,SCROP87981,915,0,1,2,25,40.0,0,3,0
7136,SCROP87982,915,0,1,2,30,18.0,19,3,0
7137,SCROP87983,916,0,1,2,40,10.0,13,1,0
7138,SCROP87984,916,0,1,2,40,15.0,23,1,0
7139,SCROP87985,916,0,1,2,40,28.0,9,2,0
7140,SCROP87988,915,0,1,2,60,20.0,12,2,0
7141,SCROP87989,916,0,1,2,60,26.0,11,3,0
7142,SCROP87990,915,0,1,2,60,34.0,5,1,0
7143,SCROP87991,916,0,1,2,25,18.0,21,2,0
7144,SCROP87993,984,0,1,2,5,39.0,1,2,0
7145,SCROP87996,984,0,1,2,10,20.0,21,1,0
7146,SCROP87997,984,0,1,2,15,18.0,22,2,0
7147,SCROP87998,984,0,1,2,15,19.0,16,1,0
7148,SCROP88000,984,0,1,2,15,31.0,13,2,0
7149,SCROP88002,984,0,1,2,20,20.0,17,1,0
7150,SCROP88003,984,0,1,2,20,22.0,14,1,0
7151,SCROP88004,984,0,1,2,20,28.0,15,2,0
7152,SCROP88006,984,0,1,2,30,16.0,19,2,0
7153,SCROP88007,984,0,1,2,30,22.0,20,2,0
7154,SCROP88008,984,0,1,2,30,36.0,5,3,0
7155,SCROP88009,984,0,1,2,40,17.0,20,3,0
7156,SCROP88011,984,0,1,2,40,23.0,19,1,0
7157,SCROP88012,984,0,1,2,40,30.0,0,2,0
7158,SCROP88013,984,0,1,2,40,31.0,4,2,0
7159,SCROP88014,984,0,1,2,50,18.0,20,2,0
7160,SCROP88015,984,0,1,2,50,34.0,4,3,0
7161,SCROP88016,984,0,1,2,55,29.0,8,2,0
7162,SCROP88017,984,0,1,2,60,33.0,6,2,0
7163,SCROP88018,984,0,1,2,70,34.0,2,2,0
7164,SCROP88019,984,0,1,2,60,16.0,20,1,0
7165,SCROP88021,1056,0,1,2,5,30.0,3,1,0
7166,SCROP88022,1056,0,1,2,10,16.0,22,2,0
7167,SCROP88023,1056,0,1,2,15,37.0,3,3,0
7168,SCROP88024,1056,0,1,2,20,18.0,18,2,0
7169,SCROP88025,1056,0,1,2,20,24.0,9,2,0
7170,SCROP88026,1056,0,1,2,25,22.0,15,1,0
7171,SCROP88027,1056,0,1,2,25,25.0,19,2,0
7172,SCROP88028,1056,0,1,2,30,15.0,26,1,0
7173,SCROP88029,1056,0,1,2,30,22.0,10,2,0
7174,SCROP88030,1056,0,1,2,30,32.0,1,2,0
7175,SCROP88031,1056,0,1,2,35,27.0,13,2,0
7176,SCROP88032,1056,0,1,2,40,8.0,5,1,0
7177,SCROP88033,1056,0,1,2,40,11.0,16,2,0
7178,SCROP88034,1056,0,1,2,40,17.0,18,3,0
7179,SCROP88036,1056,0,1,2,40,40.0,2,3,0
7180,SCROP88037,1056,0,1,2,40,43.0,5,1,0
7181,SCROP88038,1056,0,1,2,50,37.0,2,2,0
7182,SCROP88039,1056,0,1,2,50,38.0,5,1,0
7183,SCROP88041,1056,0,1,2,60,39.0,1,2,0
7184,SCROP88042,1056,0,1,2,20,31.0,7,2,0
7185,SCROP88043,1056,0,1,2,30,31.0,7,2,0
7186,SCROP88044,1132,0,1,2,5,28.0,10,1,0
7187,SCROP88046,1132,0,1,2,15,17.0,23,3,0
7188,SCROP88047,1132,0,1,2,15,23.0,21,3,0
7189,SCROP88048,1132,0,1,2,15,30.0,3,1,0
7190,SCROP88050,1132,0,1,2,20,18.0,26,2,0
7191,SCROP88051,1132,0,1,2,20,26.0,13,1,0
7192,SCROP88052,1132,0,1,2,20,27.0,8,1,0
7193,SCROP88053,1132,0,1,2,20,36.0,3,1,0
