Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Categoria_Pesticida__1,Categoria_Pesticida__2,Categoria_Pesticida__3,Temporada__1,Temporada__2,Temporada__3,dano_na_plantacao
SCROP87140,577,0,0,25,24.0,9,0,1,0,1,0,0,0
SCROP87141,577,0,0,25,24.0,10,0,1,0,0,0,1,0
SCROP87142,577,0,0,35,28.0,8,0,1,0,0,1,0,0
SCROP87143,577,0,0,60,27.0,5,0,1,0,1,0,0,0
SCROP87144,577,0,0,80,35.0,0,0,1,0,1,0,0,0
SCROP87145,577,0,0,50,28.0,6,0,1,0,1,0,0,0
SCROP87146,625,0,0,20,30.0,5,0,1,0,0,1,0,0
SCROP87147,626,0,0,5,33.0,7,0,1,0,0,1,0,0
SCROP87148,625,0,0,20,12.0,20,0,1,0,0,1,0,0
SCROP87149,625,0,0,20,27.0,16,0,1,0,0,1,0,0
SCROP87150,626,0,0,20,25.0,17,0,1,0,0,1,0,0
SCROP87151,625,0,0,20,28.0,0,0,1,0,1,0,0,0
SCROP87152,626,0,0,30,12.0,1,0,1,0,0,1,0,0
SCROP87153,625,0,0,40,27.0,18,0,1,0,0,1,0,0
SCROP87154,626,0,0,40,21.0,14,0,1,0,0,1,0,0
SCROP87155,626,0,0,50,33.0,0,0,1,0,0,1,0,0
SCROP87156,626,0,0,60,11.0,14,0,1,0,0,1,0,0
SCROP87157,626,0,0,20,20.0,14,0,1,0,1,0,0,0
SCROP87158,677,0,0,50,22.0,12,0,1,0,0,0,1,0
SCROP87159,677,0,0,10,17.0,18,0,1,0,0,0,1,0
SCROP87160,677,0,0,10,30.0,6,0,1,0,0,0,1,0
SCROP87161,677,0,0,15,13.0,20,0,1,0,0,1,0,0
SCROP87162,677,0,0,20,22.0,13,0,1,0,0,0,1,0
SCROP87163,677,0,0,20,26.0,12,0,1,0,0,1,0,0
SCROP87164,677,0,0,20,28.0,2,0,1,0,1,0,0,0
SCROP87165,677,0,0,25,15.0,16,0,1,0,0,1,0,0
SCROP87166,677,0,0,30,18.0,17,0,1,0,1,0,0,0
SCROP87167,677,0,0,30,19.0,2,0,1,0,1,0,0,0
SCROP87168,677,0,0,30,26.0,13,0,1,0,0,1,0,0
SCROP87169,677,0,0,35,19.0,14,0,1,0,0,1,0,0
SCROP87170,677,0,0,50,20.0,16,0,1,0,0,1,0,0
SCROP87171,677,0,0,85,11.0,20,0,1,0,1,0,0,0
SCROP87172,677,0,0,20,23.0,11,0,1,0,0,1,0,0
SCROP87173,732,0,0,40,25.0,12,0,1,0,1,0,0,0
SCROP87174,731,0,0,5,15.0,17,0,1,0,1,0,0,0
SCROP87175,732,0,0,10,22.0,15,0,1,0,0,0,1,0
SCROP87176,731,0,0,15,12.0,22,0,1,0,1,0,0,0
SCROP87177,732,0,0,15,27.0,4,0,1,0,0,0,1,0
SCROP87178,731,0,0,20,20.0,13,0,1,0,0,1,0,0
SCROP87179,732,0,0,20,21.0,11,0,1,0,0,1,0,0
SCROP87180,732,0,0,20,22.0,6,0,1,0,0,1,0,0
SCROP87181,732,0,0,20,26.0,14,0,1,0,0,1,0,0
SCROP87182,731,0,0,20,30.0,5,0,1,0,0,0,1,0
SCROP87183,731,0,0,25,27.0,20,0,1,0,0,1,0,0
SCROP87184,732,0,0,25,26.0,10,0,1,0,1,0,0,0
SCROP87185,731,0,0,30,27.0,19,0,1,0,0,1,0,0
SCROP87186,731,0,0,30,18.0,21,0,1,0,1,0,0,0
SCROP87187,732,0,0,30,27.0,6,0,1,0,0,0,1,0
SCROP87188,731,0,0,40,14.0,17,0,1,0,0,0,1,0
SCROP87189,732,0,0,40,18.0,16,0,1,0,1,0,0,0
SCROP87190,731,0,0,60,18.0,18,0,1,0,1,0,0,0
SCROP87191,731,0,0,60,26.0,7,0,1,0,0,1,0,0
SCROP87192,731,0,0,30,14.0,22,0,1,0,0,1,0,0
SCROP87193,790,0,0,20,18.0,15,0,1,0,0,1,0,0
SCROP87194,790,0,0,20,23.0,1,0,1,0,0,1,0,0
SCROP87195,789,0,0,25,17.0,14,0,1,0,0,1,0,0
SCROP87196,790,0,0,30,24.0,10,0,1,0,0,1,0,0
SCROP87197,789,0,0,30,24.0,11,0,1,0,1,0,0,0
SCROP87198,789,0,0,40,15.0,22,0,1,0,0,1,0,0
SCROP87199,789,0,0,40,28.0,11,0,1,0,0,1,0,0
SCROP87200,790,0,0,40,37.0,2,0,1,0,1,0,0,0
SCROP87201,789,0,0,45,34.0,7,0,1,0,0,0,1,0
SCROP87202,789,0,0,50,32.0,6,0,1,0,0,1,0,0
SCROP87203,790,0,0,35,25.0,8,0,1,0,0,1,0,0
SCROP87204,851,0,0,5,27.0,2,0,1,0,1,0,0,0
SCROP87205,851,0,0,15,20.0,17,0,1,0,0,1,0,0
SCROP87206,851,0,0,20,19.0,16,0,1,0,0,1,0,0
SCROP87207,851,0,0,20,21.0,17,0,1,0,1,0,0,0
SCROP87208,851,0,0,20,27.0,10,0,1,0,1,0,0,0
SCROP87209,851,0,0,20,28.0,10,0,1,0,0,1,0,0
SCROP87210,851,0,0,25,17.0,22,0,1,0,1,0,0,0
SCROP87211,851,0,0,30,22.0,16,0,1,0,1,0,0,0
SCROP87212,850,0,0,30,24.0,12,0,1,0,1,0,0,0
SCROP87213,851,0,0,40,21.0,16,0,1,0,1,0,0,0
SCROP87214,851,0,0,40,27.0,17,0,1,0,1,0,0,0
SCROP87215,850,0,0,40,27.0,13,0,1,0,0,1,0,0
SCROP87216,851,0,0,40,34.0,8,0,1,0,0,1,0,0
SCROP87217,851,0,0,60,20.0,19,0,1,0,0,1,0,0
SCROP87218,851,0,0,60,29.0,10,0,1,0,1,0,0,0
SCROP87219,851,0,0,60,27.0,12,0,1,0,1,0,0,0
SCROP87220,851,0,0,40,32.0,6,0,1,0,0,1,0,0
SCROP87221,915,0,0,10,32.0,5,0,1,0,0,1,0,0
SCROP87222,916,0,0,20,14.0,21,0,1,0,0,1,0,0
SCROP87223,915,0,0,20,15.0,22,0,1,0,0,1,0,0
SCROP87224,915,0,0,20,24.0,13,0,1,0,0,1,0,0
SCROP87225,915,0,0,20,24.0,19,0,1,0,0,1,0,0
SCROP87226,916,0,0,20,28.0,12,0,1,0,1,0,0,0
SCROP87227,916,0,0,25,17.0,20,0,1,0,1,0,0,0
SCROP87228,915,0,0,30,20.0,18,0,1,0,0,1,0,0
SCROP87229,915,0,0,30,36.0,3,0,1,0,1,0,0,0
SCROP87230,916,0,0,35,26.0,21,0,1,0,1,0,0,0
SCROP87231,915,0,0,35,35.0,5,0,1,0,1,0,0,0
SCROP87232,916,0,0,40,18.0,20,0,1,0,0,1,0,0
SCROP87233,915,0,0,40,21.0,16,0,1,0,0,1,0,0
SCROP87234,916,0,0,40,23.0,5,0,1,0,0,1,0,0
SCROP87235,915,0,0,40,33.0,5,0,1,0,0,0,1,0
SCROP87236,916,0,0,40,37.0,3,0,1,0,1,0,0,0
SCROP87237,915,0,0,20,40.0,5,0,1,0,0,0,1,0
SCROP87238,915,0,0,50,40.0,0,0,1,0,0,1,0,0
SCROP87239,984,0,0,20,27.0,16,0,1,0,1,0,0,0
SCROP87240,984,0,0,5,23.0,16,0,1,0,0,1,0,0
SCROP87241,984,0,0,10,25.0,8,0,1,0,1,0,0,0
SCROP87242,984,0,0,15,34.0,3,0,1,0,1,0,0,0
SCROP87243,984,0,0,20,25.0,9,0,1,0,1,0,0,0
SCROP87244,984,0,0,20,31.0,16,0,1,0,1,0,0,0
SCROP87245,984,0,0,20,37.0,1,0,1,0,0,1,0,0
SCROP87246,984,0,0,30,22.0,16,0,1,0,0,0,1,0
SCROP87247,984,0,0,30,27.0,8,0,1,0,0,1,0,0
SCROP87248,984,0,0,30,32.0,7,0,1,0,0,1,0,0
SCROP87249,984,0,0,40,21.0,20,0,1,0,0,1,0,0
SCROP87250,984,0,0,40,30.0,4,0,1,0,1,0,0,0
SCROP87251,984,0,0,40,31.0,12,0,1,0,0,1,0,0
SCROP87252,984,0,0,50,35.0,10,0,1,0,1,0,0,0
SCROP87253,984,0,0,60,27.0,1,0,1,0,0,1,0,0
SCROP87254,984,0,0,60,27.0,8,0,1,0,1,0,0,0
SCROP87255,984,0,0,20,23.0,16,0,1,0,1,0,0,0
SCROP87256,984,0,0,20,34.0,2,0,1,0,0,0,1,0
SCROP87257,1056,0,0,5,13.0,27,0,1,0,0,1,0,0
SCROP87258,1056,0,0,10,35.0,7,0,1,0,0,0,1,0
SCROP87259,1056,0,0,10,39.0,5,0,1,0,0,1,0,0
SCROP87260,1056,0,0,15,27.0,18,0,1,0,1,0,0,0
SCROP87261,1056,0,0,20,25.0,14,0,1,0,1,0,0,0
SCROP87262,1056,0,0,20,41.0,8,0,1,0,1,0,0,0
SCROP87263,1056,0,0,20,43.0,1,0,1,0,0,0,1,0
SCROP87264,1056,0,0,25,27.0,14,0,1,0,0,0,1,0
SCROP87265,1056,0,0,30,19.0,19,0,1,0,1,0,0,0
SCROP87266,1056,0,0,30,27.0,3,0,1,0,0,1,0,0
SCROP87267,1056,0,0,30,42.0,3,0,1,0,0,0,1,0
SCROP87268,1056,0,0,35,24.0,3,0,1,0,0,1,0,0
SCROP87269,1056,0,0,40,25.0,20,0,1,0,0,1,0,0
SCROP87270,1056,0,0,40,27.0,15,0,1,0,0,1,0,0
SCROP87271,1056,0,0,40,35.0,12,0,1,0,0,1,0,0
SCROP87272,1056,0,0,40,40.0,2,0,1,0,0,1,0,0
SCROP87273,1056,0,0,40,44.0,0,0,1,0,1,0,0,0
SCROP87274,1056,0,0,60,30.0,2,0,1,0,0,1,0,0
SCROP87275,1056,0,0,60,40.0,1,0,1,0,0,0,1,0
SCROP87276,1132,0,0,10,13.0,28,0,1,0,0,0,1,0
SCROP87277,1132,0,0,10,27.0,25,0,1,0,0,1,0,0
SCROP87278,1132,0,0,10,14.0,26,0,1,0,0,1,0,0
SCROP87279,1132,0,0,10,17.0,21,0,1,0,0,1,0,0
SCROP87280,1132,0,0,10,21.0,20,0,1,0,0,1,0,0
SCROP87281,1132,0,0,10,22.0,19,0,1,0,0,1,0,0
SCROP87282,1132,0,0,10,36.0,4,0,1,0,0,1,0,0
SCROP87283,1132,0,0,15,17.0,22,0,1,0,0,1,0,0
SCROP87284,1132,0,0,15,20.0,14,0,1,0,0,1,0,0
SCROP87285,1132,0,0,20,16.0,22,0,1,0,0,0,1,0
SCROP87286,1132,0,0,20,27.0,2,0,1,0,0,0,1,0
SCROP87287,1132,0,0,20,30.0,11,0,1,0,1,0,0,0
SCROP87288,1132,0,0,20,31.0,4,0,1,0,0,1,0,0
SCROP87289,1132,0,0,40,13.0,27,0,1,0,1,0,0,0
SCROP87290,1132,0,0,40,18.0,16,0,1,0,0,0,1,0
SCROP87291,1132,0,0,40,27.0,15,0,1,0,0,1,0,0
SCROP87292,1132,0,0,40,27.0,7,0,1,0,1,0,0,0
SCROP87293,1132,0,0,40,35.0,11,0,1,0,0,1,0,0
SCROP87294,1132,0,0,40,36.0,6,0,1,0,0,1,0,0
SCROP87295,1132,0,0,60,25.0,13,0,1,0,1,0,0,0
SCROP87296,1132,0,0,60,27.0,15,0,1,0,0,1,0,0
SCROP87297,1132,0,0,20,36.0,3,0,1,0,0,1,0,0
SCROP87298,1132,0,0,30,27.0,13,0,1,0,1,0,0,0
SCROP87299,1132,0,0,40,50.0,0,0,1,0,0,0,1,0
SCROP87300,1212,0,0,5,17.0,24,0,1,0,0,1,0,0
SCROP87301,1212,0,0,5,29.0,14,0,1,0,0,1,0,0
SCROP87302,1212,0,0,10,27.0,3,0,1,0,0,0,1,0
SCROP87303,1212,0,0,10,27.0,12,0,1,0,0,1,0,0
SCROP87304,1212,0,0,10,28.0,14,0,1,0,1,0,0,0
SCROP87305,1212,0,0,10,40.0,5,0,1,0,0,0,1,0
SCROP87306,1212,0,0,15,24.0,18,0,1,0,1,0,0,0
SCROP87307,1212,0,0,15,30.0,6,0,1,0,0,1,0,0
SCROP87308,1212,0,0,20,14.0,17,0,1,0,0,1,0,0
SCROP87309,1212,0,0,20,20.0,13,0,1,0,0,1,0,0
SCROP87310,1212,0,0,20,23.0,14,0,1,0,0,1,0,0
SCROP87311,1212,0,0,20,26.0,13,0,1,0,1,0,0,0
SCROP87312,1212,0,0,30,17.0,20,0,1,0,1,0,0,0
SCROP87313,1212,0,0,30,31.0,1,0,1,0,0,1,0,0
SCROP87314,1212,0,0,30,32.0,9,0,1,0,0,1,0,0
SCROP87315,1212,0,0,40,21.0,18,0,1,0,0,1,0,0
SCROP87316,1212,0,0,40,25.0,4,0,1,0,0,1,0,0
SCROP87317,1212,0,0,40,30.0,7,0,1,0,0,0,1,0
SCROP87318,1212,0,0,80,41.0,2,0,1,0,0,0,1,0
SCROP87319,1212,0,0,20,12.0,26,0,1,0,0,1,0,0
SCROP87320,1212,0,0,30,27.0,21,0,1,0,1,0,0,0
SCROP87321,1212,0,0,40,32.0,6,0,1,0,0,1,0,0
SCROP87322,1296,0,0,10,27.0,13,0,1,0,0,1,0,0
SCROP87323,1297,0,0,10,37.0,2,0,1,0,0,0,1,0
SCROP87324,1296,0,0,10,41.0,3,0,1,0,0,1,0,0
SCROP87325,1297,0,0,20,13.0,28,0,1,0,0,0,1,0
SCROP87326,1297,0,0,20,15.0,12,0,1,0,1,0,0,0
SCROP87327,1297,0,0,20,15.0,30,0,1,0,0,1,0,0
SCROP87328,1296,0,0,20,17.0,27,0,1,0,1,0,0,0
SCROP87329,1297,0,0,20,20.0,22,0,1,0,0,1,0,0
SCROP87330,1296,0,0,20,23.0,9,0,1,0,0,1,0,0
SCROP87331,1297,0,0,20,25.0,6,0,1,0,0,0,1,0
SCROP87332,1297,0,0,20,38.0,3,0,1,0,0,1,0,0
SCROP87333,1296,0,0,30,16.0,20,0,1,0,0,1,0,0
SCROP87334,1296,0,0,30,25.0,5,0,1,0,1,0,0,0
SCROP87335,1297,0,0,30,34.0,7,0,1,0,0,1,0,0
SCROP87336,1296,0,0,40,27.0,13,0,1,0,0,1,0,0
SCROP87337,1296,0,0,40,28.0,5,0,1,0,1,0,0,0
SCROP87338,1297,0,0,40,29.0,12,0,1,0,0,0,1,0
SCROP87339,1296,0,0,40,33.0,12,0,1,0,1,0,0,0
SCROP87340,1297,0,0,50,22.0,20,0,1,0,1,0,0,0
SCROP87341,1296,0,0,55,16.0,30,0,1,0,0,1,0,0
SCROP87342,1297,0,0,55,27.0,1,0,1,0,0,0,1,0
SCROP87343,1296,0,0,60,27.0,19,0,1,0,0,1,0,0
SCROP87344,1296,0,0,60,28.0,20,0,1,0,0,1,0,0
SCROP87345,1296,0,0,60,27.0,12,0,1,0,1,0,0,0
SCROP87346,1296,0,0,60,35.0,8,0,1,0,0,0,1,0
SCROP87347,1296,0,0,60,48.0,2,0,1,0,1,0,0,0
SCROP87348,1296,0,0,75,33.0,1,0,1,0,0,0,1,0
SCROP87349,1296,0,0,40,33.0,11,0,1,0,0,1,0,0
SCROP87350,1385,0,0,10,5.0,24,0,1,0,1,0,0,0
SCROP87351,1385,0,0,15,20.0,21,0,1,0,0,1,0,0
SCROP87352,1385,0,0,15,38.0,2,0,1,0,0,0,1,0
SCROP87353,1385,0,0,20,16.0,30,0,1,0,1,0,0,0
SCROP87354,1385,0,0,20,18.0,17,0,1,0,0,0,1,0
SCROP87355,1385,0,0,20,27.0,1,0,1,0,1,0,0,0
SCROP87356,1385,0,0,20,22.0,21,0,1,0,0,1,0,0
SCROP87357,1385,0,0,20,23.0,24,0,1,0,1,0,0,0
SCROP87358,1385,0,0,20,24.0,4,0,1,0,0,1,0,0
SCROP87359,1385,0,0,20,30.0,20,0,1,0,1,0,0,0
SCROP87360,1385,0,0,20,31.0,7,0,1,0,0,1,0,0
SCROP87361,1385,0,0,20,32.0,21,0,1,0,1,0,0,0
SCROP87362,1385,0,0,25,12.0,31,0,1,0,0,1,0,0
SCROP87363,1385,0,0,25,27.0,3,0,1,0,1,0,0,0
SCROP87364,1385,0,0,30,34.0,12,0,1,0,0,1,0,0
SCROP87365,1385,0,0,40,35.0,11,0,1,0,1,0,0,0
SCROP87366,1385,0,0,40,45.0,4,0,1,0,1,0,0,0
SCROP87367,1385,0,0,40,46.0,2,0,1,0,0,1,0,0
SCROP87368,1385,0,0,50,24.0,21,0,1,0,0,1,0,0
SCROP87369,1385,0,0,50,27.0,3,0,1,0,0,1,0,0
SCROP87370,1385,0,0,55,47.0,2,0,1,0,0,0,1,0
SCROP87371,1385,0,0,60,22.0,8,0,1,0,0,1,0,0
SCROP87372,1385,0,0,60,35.0,7,0,1,0,0,1,0,0
SCROP87373,1385,0,0,40,38.0,9,0,1,0,0,1,0,0
SCROP87374,1478,0,0,10,15.0,22,0,1,0,1,0,0,0
SCROP87375,1478,0,0,15,35.0,7,0,1,0,0,1,0,0
SCROP87376,1478,0,0,20,25.0,28,0,1,0,1,0,0,0
SCROP87377,1478,0,0,20,36.0,13,0,1,0,0,0,1,0
SCROP87378,1478,0,0,20,52.0,0,0,1,0,1,0,0,0
SCROP87379,1478,0,0,25,27.0,19,0,1,0,0,1,0,0
SCROP87380,1478,0,0,30,23.0,13,0,1,0,0,1,0,0
SCROP87381,1478,0,0,30,27.0,14,0,1,0,0,1,0,0
SCROP87382,1478,0,0,35,27.0,22,0,1,0,1,0,0,0
SCROP87383,1478,0,0,40,22.0,18,0,1,0,0,1,0,0
SCROP87384,1478,0,0,40,27.0,16,0,1,0,0,1,0,0
SCROP87385,1478,0,0,40,32.0,22,0,1,0,1,0,0,0
SCROP87386,1478,0,0,40,27.0,6,0,1,0,1,0,0,0
SCROP87387,1478,0,0,40,37.0,15,0,1,0,0,1,0,0
SCROP87388,1478,0,0,40,42.0,6,0,1,0,0,1,0,0
SCROP87389,1478,0,0,40,44.0,6,0,1,0,0,1,0,0
SCROP87390,1478,0,0,50,34.0,12,0,1,0,0,1,0,0
SCROP87391,1478,0,0,50,43.0,1,0,1,0,0,1,0,0
SCROP87392,1478,0,0,60,26.0,6,0,1,0,1,0,0,0
SCROP87393,1478,0,0,70,30.0,22,0,1,0,0,1,0,0
SCROP87394,1478,0,0,20,31.0,14,0,1,0,0,1,0,0
SCROP87395,1478,0,0,40,28.0,18,0,1,0,0,0,1,0
SCROP87396,1478,0,0,20,39.0,0,0,1,0,1,0,0,0
SCROP87397,1478,0,0,40,33.0,17,0,1,0,0,0,1,0
SCROP87398,1576,0,0,10,23.0,26,0,1,0,1,0,0,0
SCROP87399,1576,0,0,10,26.0,12,0,1,0,0,1,0,0
SCROP87400,1576,0,0,20,19.0,26,0,1,0,0,1,0,0
SCROP87401,1576,0,0,20,21.0,17,0,1,0,1,0,0,0
SCROP87402,1576,0,0,20,27.0,6,0,1,0,1,0,0,0
SCROP87403,1575,0,0,20,31.0,14,0,1,0,0,1,0,0
SCROP87404,1575,0,0,20,37.0,8,0,1,0,1,0,0,0
SCROP87405,1576,0,0,20,41.0,5,0,1,0,0,1,0,0
SCROP87406,1576,0,0,20,42.0,1,0,1,0,1,0,0,0
SCROP87407,1575,0,0,20,44.0,4,0,1,0,0,0,1,0
SCROP87408,1575,0,0,40,21.0,21,0,1,0,0,1,0,0
SCROP87409,1575,0,0,40,37.0,5,0,1,0,0,1,0,0
SCROP87410,1576,0,0,40,42.0,7,0,1,0,1,0,0,0
SCROP87411,1575,0,0,40,50.0,2,0,1,0,0,1,0,0
SCROP87412,1575,0,0,50,31.0,18,0,1,0,1,0,0,0
SCROP87413,1575,0,0,50,42.0,1,0,1,0,1,0,0,0
SCROP87414,1575,0,0,50,45.0,6,0,1,0,0,1,0,0
SCROP87415,1575,0,0,60,35.0,13,0,1,0,0,0,1,0
SCROP87416,1575,0,0,20,24.0,25,0,1,0,0,1,0,0
SCROP87417,1575,0,0,20,20.0,23,0,1,0,0,1,0,0
SCROP87418,1576,0,0,15,20.0,23,0,1,0,1,0,0,0
SCROP87419,1678,0,0,10,27.0,6,0,1,0,0,1,0,0
SCROP87420,1678,0,0,15,23.0,21,0,1,0,0,1,0,0
SCROP87421,1678,0,0,15,24.0,24,0,1,0,0,1,0,0
SCROP87422,1678,0,0,20,11.0,28,0,1,0,0,1,0,0
SCROP87423,1678,0,0,20,25.0,24,0,1,0,0,1,0,0
SCROP87424,1678,0,0,20,25.0,27,0,1,0,0,1,0,0
SCROP87425,1678,0,0,20,44.0,10,0,1,0,0,0,1,0
SCROP87426,1678,0,0,30,38.0,8,0,1,0,0,0,1,0
SCROP87427,1678,0,0,35,38.0,8,0,1,0,0,1,0,0
SCROP87428,1678,0,0,35,47.0,1,0,1,0,1,0,0,0
SCROP87429,1678,0,0,40,7.0,32,0,1,0,0,1,0,0
SCROP87430,1678,0,0,40,13.0,33,0,1,0,1,0,0,0
SCROP87431,1678,0,0,40,25.0,21,0,1,0,0,1,0,0
SCROP87432,1678,0,0,40,27.0,14,0,1,0,0,0,1,0
SCROP87433,1678,0,0,40,37.0,12,0,1,0,0,1,0,0
SCROP87434,1678,0,0,40,47.0,2,0,1,0,0,1,0,0
SCROP87435,1678,0,0,40,27.0,0,0,1,0,1,0,0,0
SCROP87436,1678,0,0,50,29.0,19,0,1,0,0,1,0,0
SCROP87437,1678,0,0,50,40.0,4,0,1,0,0,1,0,0
SCROP87438,1678,0,0,20,16.0,29,0,1,0,0,1,0,0
SCROP87439,1678,0,0,20,39.0,7,0,1,0,0,1,0,0
SCROP87440,1678,0,0,40,27.0,19,0,1,0,0,1,0,0
SCROP87441,1785,0,0,5,20.0,20,0,1,0,0,1,0,0
SCROP87442,1785,0,0,10,19.0,26,0,1,0,0,0,1,0
SCROP87443,1785,0,0,10,25.0,15,0,1,0,0,1,0,0
SCROP87444,1785,0,0,20,21.0,35,0,1,0,0,1,0,0
SCROP87445,1785,0,0,20,24.0,14,0,1,0,0,1,0,0
SCROP87446,1785,0,0,20,30.0,10,0,1,0,1,0,0,0
SCROP87447,1786,0,0,20,32.0,15,0,1,0,0,1,0,0
SCROP87448,1785,0,0,25,35.0,15,0,1,0,1,0,0,0
SCROP87449,1785,0,0,30,15.0,35,0,1,0,1,0,0,0
SCROP87450,1786,0,0,30,29.0,16,0,1,0,0,1,0,0
SCROP87451,1785,0,0,30,40.0,4,0,1,0,0,1,0,0
SCROP87452,1786,0,0,40,7.0,25,0,1,0,0,0,1,0
SCROP87453,1785,0,0,40,32.0,17,0,1,0,0,1,0,0
SCROP87454,1785,0,0,40,34.0,15,0,1,0,0,1,0,0
SCROP87455,1785,0,0,30,27.0,18,0,1,0,0,1,0,0
SCROP87456,1785,0,0,20,48.0,3,0,1,0,0,0,1,0
SCROP87457,1785,0,0,20,22.0,25,0,1,0,0,0,1,0
SCROP87458,1786,0,0,20,40.0,7,0,1,0,0,0,1,0
SCROP87459,1785,0,0,80,23.0,26,0,1,0,1,0,0,0
SCROP87460,1898,0,0,10,14.0,24,0,1,0,0,1,0,0
SCROP87461,1898,0,0,10,17.0,32,0,1,0,0,0,1,0
SCROP87462,1898,0,0,10,35.0,8,0,1,0,1,0,0,0
SCROP87463,1898,0,0,15,34.0,16,0,1,0,1,0,0,0
SCROP87464,1898,0,0,20,27.0,16,0,1,0,0,1,0,0
SCROP87465,1898,0,0,20,16.0,31,0,1,0,1,0,0,0
SCROP87466,1898,0,0,20,27.0,15,0,1,0,0,1,0,0
SCROP87467,1898,0,0,20,40.0,10,0,1,0,0,1,0,0
SCROP87468,1898,0,0,20,40.0,11,0,1,0,1,0,0,0
SCROP87469,1898,0,0,20,51.0,0,0,1,0,0,0,1,0
SCROP87470,1898,0,0,30,40.0,1,0,1,0,0,0,1,0
SCROP87471,1898,0,0,30,43.0,4,0,1,0,1,0,0,0
SCROP87472,1898,0,0,30,44.0,2,0,1,0,1,0,0,0
SCROP87473,1898,0,0,30,55.0,1,0,1,0,0,1,0,0
SCROP87474,1898,0,0,35,45.0,0,0,1,0,1,0,0,0
SCROP87475,1898,0,0,40,5.0,36,0,1,0,1,0,0,0
SCROP87476,1898,0,0,40,25.0,15,0,1,0,1,0,0,0
SCROP87477,1898,0,0,40,26.0,16,0,1,0,1,0,0,0
SCROP87478,1898,0,0,40,33.0,21,0,1,0,0,0,1,0
SCROP87479,1898,0,0,50,27.0,15,0,1,0,1,0,0,0
SCROP87480,1898,0,0,50,41.0,5,0,1,0,0,1,0,0
SCROP87481,1898,0,0,40,40.0,10,0,1,0,0,0,1,0
SCROP87482,1898,0,0,20,43.0,10,0,1,0,0,1,0,0
SCROP87483,1898,0,0,60,37.0,14,0,1,0,0,1,0,0
SCROP87484,1898,0,0,20,30.0,16,0,1,0,0,0,1,0
SCROP87485,1898,0,0,20,17.0,31,0,1,0,0,1,0,0
SCROP87486,2016,0,0,5,27.0,27,0,1,0,0,1,0,0
SCROP87487,2015,0,0,10,15.0,34,0,1,0,0,1,0,0
SCROP87488,2016,0,0,10,22.0,27,0,1,0,0,1,0,0
SCROP87489,2015,0,0,10,32.0,14,0,1,0,0,0,1,0
SCROP87490,2016,0,0,15,15.0,35,0,1,0,1,0,0,0
SCROP87491,2016,0,0,15,22.0,26,0,1,0,0,1,0,0
SCROP87492,2015,0,0,20,20.0,23,0,1,0,0,1,0,0
SCROP87493,2016,0,0,20,23.0,27,0,1,0,0,1,0,0
SCROP87494,2016,0,0,20,28.0,22,0,1,0,1,0,0,0
SCROP87495,2015,0,0,20,31.0,15,0,1,0,0,1,0,0
SCROP87496,2016,0,0,20,27.0,2,0,1,0,0,1,0,0
SCROP87497,2015,0,0,30,19.0,31,0,1,0,0,1,0,0
SCROP87498,2016,0,0,30,29.0,21,0,1,0,1,0,0,0
SCROP87499,2016,0,0,30,33.0,17,0,1,0,0,1,0,0
SCROP87500,2016,0,0,30,36.0,13,0,1,0,0,1,0,0
SCROP87501,2015,0,0,30,37.0,14,0,1,0,0,1,0,0
SCROP87502,2016,0,0,30,49.0,4,0,1,0,0,1,0,0
SCROP87503,2016,0,0,40,18.0,27,0,1,0,0,0,1,0
SCROP87504,2015,0,0,40,27.0,12,0,1,0,0,0,1,0
SCROP87505,2016,0,0,60,33.0,21,0,1,0,0,1,0,0
SCROP87506,2016,0,0,10,34.0,18,0,1,0,0,1,0,0
SCROP87507,2016,0,0,50,47.0,5,0,1,0,0,1,0,0
SCROP87508,2016,0,0,50,22.0,29,0,1,0,0,1,0,0
SCROP87509,2015,0,0,20,27.0,29,0,1,0,0,0,1,0
SCROP87510,2015,0,0,20,30.0,7,0,1,0,0,1,0,0
SCROP87511,2015,0,0,20,34.0,15,0,1,0,0,1,0,0
SCROP87512,2016,0,0,40,32.0,14,0,1,0,1,0,0,0
SCROP87513,2016,0,0,15,41.0,10,0,1,0,1,0,0,0
SCROP87514,2138,0,0,40,34.0,13,0,1,0,0,1,0,0
SCROP87515,2138,0,0,10,27.0,10,0,1,0,1,0,0,0
SCROP87516,2139,0,0,10,54.0,4,0,1,0,0,1,0,0
SCROP87517,2139,0,0,15,32.0,21,0,1,0,0,1,0,0
SCROP87518,2138,0,0,15,38.0,18,0,1,0,0,1,0,0
SCROP87519,2138,0,0,15,45.0,11,0,1,0,0,1,0,0
SCROP87520,2139,0,0,20,22.0,27,0,1,0,0,1,0,0
SCROP87521,2138,0,0,20,22.0,32,0,1,0,1,0,0,0
SCROP87522,2138,0,0,20,36.0,11,0,1,0,1,0,0,0
SCROP87523,2139,0,0,20,27.0,9,0,1,0,0,1,0,0
SCROP87524,2138,0,0,20,46.0,14,0,1,0,0,1,0,0
SCROP87525,2138,0,0,25,33.0,15,0,1,0,0,1,0,0
SCROP87526,2139,0,0,30,27.0,23,0,1,0,0,0,1,0
