,Identificador_Agricultor,Estimativa_de_Insetos,Tipo_de_Cultivo,Tipo_de_Solo,Categoria_Pesticida,Doses_Semana,Semanas_Utilizando,Semanas_Sem_Uso,Temporada
86477,SCROP86478,731,0,1,3,40,37.0,0,2
86478,SCROP86479,789,0,0,3,40,41.0,0,1
86479,SCROP86480,789,0,0,3,20,33.0,0,2
86480,SCROP86481,789,0,0,3,20,32.0,0,2
86481,SCROP86482,789,0,0,3,30,34.0,0,2
86482,SCROP86483,789,0,0,3,30,39.0,0,1
86483,SCROP86484,789,0,1,3,25,37.0,0,2
86484,SCROP86485,790,0,1,3,30,43.0,0,1
86485,SCROP86486,790,0,1,3,35,38.0,0,1
86486,SCROP86487,789,0,1,3,40,37.0,0,1
86487,SCROP86488,790,0,1,3,45,29.0,0,2
86488,SCROP86489,790,0,1,3,25,37.0,0,3
86489,SCROP86490,789,0,1,3,40,45.0,0,2
86490,SCROP86491,851,0,0,3,5,34.0,0,2
86491,SCROP86492,851,0,0,3,10,10.0,0,1
86492,SCROP86493,851,0,0,3,15,12.0,0,2
86493,SCROP86494,851,0,0,3,15,38.0,0,2
86494,SCROP86495,851,0,0,3,25,33.0,0,1
86495,SCROP86496,851,0,0,3,30,15.0,0,2
86496,SCROP86497,850,0,0,3,15,29.0,0,1
86497,SCROP86498,851,0,0,3,20,29.0,0,2
86498,SCROP86499,851,0,0,3,20,42.0,0,1
86499,SCROP86500,851,0,0,3,35,38.0,0,2
86500,SCROP86501,851,0,1,3,10,22.0,0,1
86501,SCROP86502,851,0,1,3,15,30.0,0,2
86502,SCROP86503,851,0,1,3,25,,0,2
86503,SCROP86504,851,0,1,3,30,,0,3
86504,SCROP86505,850,0,1,3,10,40.0,0,3
86505,SCROP86506,850,0,1,3,10,37.0,0,2
86506,SCROP86507,915,0,0,3,10,27.0,0,2
86507,SCROP86508,916,0,0,3,10,34.0,0,1
86508,SCROP86509,915,0,0,3,40,44.0,0,1
86509,SCROP86510,915,0,0,3,45,,0,2
86510,SCROP86511,915,0,0,3,60,30.0,0,2
86511,SCROP86512,916,0,1,3,10,34.0,0,1
86512,SCROP86513,915,0,1,3,20,12.0,0,2
86513,SCROP86514,915,0,1,3,25,20.0,0,3
86514,SCROP86515,916,0,1,3,30,37.0,0,3
86515,SCROP86516,916,0,1,3,40,42.0,0,3
86516,SCROP86517,984,0,0,3,40,31.0,0,2
86517,SCROP86518,984,0,0,3,40,48.0,0,1
86518,SCROP86519,984,0,0,3,50,,0,1
86519,SCROP86520,984,0,0,3,70,39.0,0,2
86520,SCROP86521,984,0,1,3,30,36.0,0,1
86521,SCROP86522,984,0,1,3,40,39.0,0,2
86522,SCROP86523,984,0,1,3,15,25.0,0,2
86523,SCROP86524,984,0,1,3,30,,0,2
86524,SCROP86525,984,0,1,3,15,35.0,0,1
86525,SCROP86526,1056,0,0,3,5,40.0,0,2
86526,SCROP86527,1056,0,0,3,5,42.0,0,2
86527,SCROP86528,1056,0,0,3,15,22.0,0,3
86528,SCROP86529,1056,0,0,3,30,12.0,0,2
86529,SCROP86530,1056,0,0,3,40,15.0,0,2
86530,SCROP86531,1056,0,0,3,40,46.0,0,1
86531,SCROP86532,1056,0,1,3,20,6.0,0,2
86532,SCROP86533,1056,0,1,3,20,11.0,0,3
86533,SCROP86534,1056,0,1,3,20,39.0,0,1
86534,SCROP86535,1056,0,1,3,30,34.0,0,2
86535,SCROP86536,1056,0,1,3,20,36.0,0,2
86536,SCROP86537,1056,0,1,3,30,27.0,0,3
86537,SCROP86538,1132,0,0,3,10,23.0,0,3
86538,SCROP86539,1132,0,0,3,20,36.0,0,3
86539,SCROP86540,1132,0,0,3,20,48.0,0,3
86540,SCROP86541,1132,0,0,3,45,42.0,0,2
86541,SCROP86542,1132,0,0,3,50,44.0,0,1
86542,SCROP86543,1132,0,0,3,15,40.0,0,3
86543,SCROP86544,1132,0,1,3,20,42.0,0,2
86544,SCROP86545,1132,0,1,3,25,43.0,0,2
86545,SCROP86546,1132,0,1,3,30,22.0,0,2
86546,SCROP86547,1132,0,1,3,30,44.0,0,3
86547,SCROP86548,1132,0,1,3,40,38.0,0,2
86548,SCROP86549,1212,0,0,3,10,42.0,0,2
86549,SCROP86550,1212,0,0,3,15,20.0,0,2
86550,SCROP86551,1212,0,0,3,15,41.0,0,2
86551,SCROP86552,1212,0,0,3,30,,0,1
86552,SCROP86553,1212,0,0,3,20,48.0,0,3
86553,SCROP86554,1212,0,0,3,40,44.0,0,2
86554,SCROP86555,1212,0,0,3,10,39.0,0,2
86555,SCROP86556,1212,0,0,3,20,,0,1
86556,SCROP86557,1212,0,1,3,5,31.0,0,2
86557,SCROP86558,1212,0,1,3,10,47.0,0,1
86558,SCROP86559,1212,0,1,3,20,32.0,0,2
86559,SCROP86560,1212,0,1,3,20,46.0,0,1
86560,SCROP86561,1212,0,1,3,20,,0,1
86561,SCROP86562,1212,0,1,3,25,35.0,0,1
86562,SCROP86563,1212,0,1,3,40,43.0,0,3
86563,SCROP86564,1212,0,1,3,60,32.0,0,2
86564,SCROP86565,1212,0,1,3,15,46.0,0,3
86565,SCROP86566,1212,0,1,3,40,41.0,0,2
86566,SCROP86567,1212,0,1,3,20,40.0,0,3
86567,SCROP86568,1296,0,0,3,5,39.0,0,2
86568,SCROP86569,1297,0,0,3,30,37.0,0,3
86569,SCROP86570,1296,0,0,3,30,39.0,0,3
86570,SCROP86571,1296,0,0,3,60,44.0,0,2
86571,SCROP86572,1296,0,0,3,20,50.0,0,3
86572,SCROP86573,1296,0,0,3,30,47.0,0,3
86573,SCROP86574,1297,0,1,3,10,40.0,0,3
86574,SCROP86575,1297,0,1,3,20,18.0,0,2
86575,SCROP86576,1296,0,1,3,20,39.0,0,1
86576,SCROP86577,1296,0,1,3,30,10.0,0,1
86577,SCROP86578,1296,0,1,3,30,25.0,0,1
86578,SCROP86579,1296,0,1,3,30,,0,1
86579,SCROP86580,1296,0,1,3,40,29.0,0,2
86580,SCROP86581,1296,0,1,3,40,48.0,0,2
86581,SCROP86582,1297,0,1,3,40,38.0,0,2
86582,SCROP86583,1385,0,0,3,10,39.0,0,2
86583,SCROP86584,1385,0,0,3,20,30.0,0,2
86584,SCROP86585,1385,0,0,3,25,38.0,0,2
86585,SCROP86586,1385,0,0,3,50,30.0,0,1
86586,SCROP86587,1385,0,0,3,50,51.0,0,2
86587,SCROP86588,1385,0,0,3,80,53.0,0,1
86588,SCROP86589,1385,0,0,3,40,47.0,0,3
86589,SCROP86590,1385,0,0,3,10,35.0,0,2
86590,SCROP86591,1385,0,0,3,20,20.0,0,1
86591,SCROP86592,1385,0,0,3,25,,0,2
86592,SCROP86593,1385,0,0,3,30,50.0,0,1
86593,SCROP86594,1385,0,1,3,5,30.0,0,1
86594,SCROP86595,1385,0,1,3,20,46.0,0,3
86595,SCROP86596,1385,0,1,3,25,41.0,0,1
86596,SCROP86597,1385,0,1,3,25,50.0,0,1
86597,SCROP86598,1385,0,1,3,50,41.0,0,2
86598,SCROP86599,1385,0,1,3,50,45.0,0,1
86599,SCROP86600,1385,0,1,3,20,41.0,0,2
86600,SCROP86601,1385,0,1,3,20,40.0,0,1
86601,SCROP86602,1385,0,1,3,40,50.0,0,2
86602,SCROP86603,1478,0,0,3,40,,0,2
86603,SCROP86604,1478,0,0,3,45,45.0,0,2
86604,SCROP86605,1478,0,0,3,10,,0,2
86605,SCROP86606,1478,0,0,3,20,52.0,0,1
86606,SCROP86607,1478,0,0,3,20,32.0,0,1
86607,SCROP86608,1478,0,0,3,40,41.0,0,1
86608,SCROP86609,1478,0,0,3,35,47.0,0,3
86609,SCROP86610,1478,0,0,3,10,47.0,0,2
86610,SCROP86611,1478,0,1,3,25,41.0,0,2
86611,SCROP86612,1478,0,1,3,40,45.0,0,3
86612,SCROP86613,1478,0,1,3,50,43.0,0,1
86613,SCROP86614,1478,0,1,3,20,36.0,0,3
86614,SCROP86615,1478,0,1,3,20,,0,3
86615,SCROP86616,1478,0,1,3,20,12.0,0,2
86616,SCROP86617,1576,0,0,3,10,41.0,0,2
86617,SCROP86618,1575,0,0,3,30,40.0,0,2
86618,SCROP86619,1576,0,0,3,20,43.0,0,1
86619,SCROP86620,1576,0,1,3,10,49.0,0,1
86620,SCROP86621,1576,0,1,3,15,27.0,0,2
86621,SCROP86622,1576,0,1,3,20,42.0,0,2
86622,SCROP86623,1575,0,1,3,30,53.0,0,2
86623,SCROP86624,1576,0,1,3,20,46.0,0,1
86624,SCROP86625,1576,0,1,3,10,38.0,0,2
86625,SCROP86626,1576,0,1,3,20,48.0,0,2
86626,SCROP86627,1576,0,1,3,20,46.0,0,1
86627,SCROP86628,1678,0,0,3,10,26.0,0,2
86628,SCROP86629,1678,0,0,3,15,44.0,0,1
86629,SCROP86630,1678,0,0,3,25,43.0,0,2
86630,SCROP86631,1678,0,0,3,25,46.0,0,2
86631,SCROP86632,1678,0,0,3,20,46.0,0,1
86632,SCROP86633,1678,0,1,3,50,35.0,0,2
86633,SCROP86634,1678,0,1,3,15,40.0,0,1
86634,SCROP86635,1678,0,1,3,5,40.0,0,2
86635,SCROP86636,1678,0,1,3,60,50.0,0,3
86636,SCROP86637,1785,0,0,3,10,42.0,0,2
86637,SCROP86638,1785,0,0,3,15,35.0,0,1
86638,SCROP86639,1786,0,0,3,20,35.0,0,3
86639,SCROP86640,1785,0,0,3,30,52.0,0,2
86640,SCROP86641,1785,0,0,3,40,53.0,0,2
86641,SCROP86642,1786,0,0,3,45,50.0,0,1
86642,SCROP86643,1785,0,0,3,45,52.0,0,3
86643,SCROP86644,1785,0,0,3,30,41.0,0,2
86644,SCROP86645,1785,0,0,3,20,50.0,0,2
86645,SCROP86646,1786,0,0,3,20,39.0,0,3
86646,SCROP86647,1785,0,1,3,5,45.0,0,2
86647,SCROP86648,1785,0,1,3,30,49.0,0,3
86648,SCROP86649,1785,0,1,3,40,48.0,0,1
86649,SCROP86650,1786,0,1,3,40,48.0,0,2
86650,SCROP86651,1785,0,1,3,20,45.0,0,1
86651,SCROP86652,1898,0,0,3,5,,0,2
86652,SCROP86653,1898,0,0,3,20,51.0,0,3
86653,SCROP86654,1898,0,1,3,30,45.0,0,2
86654,SCROP86655,1898,0,1,3,60,45.0,0,1
86655,SCROP86656,1898,0,1,3,15,,0,2
86656,SCROP86657,1898,0,1,3,20,46.0,0,3
86657,SCROP86658,1898,0,1,3,30,48.0,0,2
86658,SCROP86659,1898,0,1,3,20,45.0,0,3
86659,SCROP86660,2015,0,0,3,5,46.0,0,3
86660,SCROP86661,2016,0,0,3,20,49.0,0,3
86661,SCROP86662,2015,0,0,3,40,58.0,0,2
86662,SCROP86663,2016,0,0,3,20,48.0,0,3
86663,SCROP86664,2016,0,0,3,5,52.0,0,3
86664,SCROP86665,2015,0,1,3,15,25.0,0,1
86665,SCROP86666,2016,0,1,3,30,42.0,0,3
86666,SCROP86667,2015,0,1,3,80,,0,2
86667,SCROP86668,2138,0,0,3,5,40.0,0,2
86668,SCROP86669,2138,0,0,3,15,60.0,0,2
86669,SCROP86670,2139,0,0,3,20,52.0,0,2
86670,SCROP86671,2138,0,0,3,40,50.0,0,2
86671,SCROP86672,2138,0,0,3,30,51.0,0,1
86672,SCROP86673,2138,0,0,3,20,52.0,0,2
86673,SCROP86674,2138,0,0,3,15,51.0,0,1
86674,SCROP86675,2138,0,0,3,40,40.0,0,3
86675,SCROP86676,2138,0,1,3,40,,0,1
86676,SCROP86677,2138,0,1,3,20,50.0,0,2
86677,SCROP86678,2267,0,0,3,5,50.0,0,1
86678,SCROP86679,2267,0,0,3,20,58.0,0,2
86679,SCROP86680,2267,0,0,3,5,50.0,0,1
86680,SCROP86681,2267,0,0,3,40,52.0,0,2
86681,SCROP86682,2267,0,0,3,20,55.0,0,3
86682,SCROP86683,2267,0,0,3,20,57.0,0,1
86683,SCROP86684,2267,0,1,3,10,30.0,0,1
86684,SCROP86685,2267,0,1,3,25,53.0,0,2
86685,SCROP86686,2267,0,1,3,10,48.0,0,2
86686,SCROP86687,2267,0,1,3,15,26.0,0,2
86687,SCROP86688,2267,0,1,3,20,53.0,0,2
86688,SCROP86689,2402,0,0,3,10,58.0,0,1
86689,SCROP86690,2401,0,0,3,40,51.0,0,2
86690,SCROP86691,2401,0,0,3,25,,0,2
86691,SCROP86692,2402,0,0,3,30,53.0,0,1
86692,SCROP86693,2402,0,1,3,20,,0,2
86693,SCROP86694,2401,0,1,3,20,59.0,0,3
86694,SCROP86695,2402,0,1,3,20,45.0,0,2
86695,SCROP86696,2401,0,1,3,20,50.0,0,2
86696,SCROP86697,2542,0,0,3,15,51.0,0,2
86697,SCROP86698,2542,0,0,3,10,52.0,0,2
86698,SCROP86699,2542,0,0,3,15,40.0,0,3
86699,SCROP86700,2541,0,0,3,40,30.0,0,1
86700,SCROP86701,2542,0,1,3,20,53.0,0,1
86701,SCROP86702,2688,0,0,3,20,62.0,0,2
86702,SCROP86703,2688,0,0,3,30,,0,2
86703,SCROP86704,2688,0,0,3,10,,0,1
86704,SCROP86705,2687,0,0,3,20,50.0,0,2
86705,SCROP86706,2688,0,0,3,20,56.0,0,2
86706,SCROP86707,2688,0,1,3,5,60.0,0,2
86707,SCROP86708,2688,0,1,3,25,40.0,0,3
86708,SCROP86709,2840,0,0,3,20,55.0,0,2
86709,SCROP86710,2840,0,0,3,15,,0,2
86710,SCROP86711,2840,0,0,3,20,50.0,0,1
86711,SCROP86712,2840,0,1,3,20,,0,1
86712,SCROP86713,2999,0,0,3,40,46.0,0,1
86713,SCROP86714,2999,0,0,3,10,54.0,0,3
86714,SCROP86715,2999,0,1,3,20,47.0,0,1
86715,SCROP86716,2999,0,1,3,20,52.0,0,2
86716,SCROP86717,3165,0,0,3,15,63.0,0,2
86717,SCROP86718,3164,0,0,3,30,54.0,0,3
86718,SCROP86719,3165,0,1,3,15,50.0,0,2
86719,SCROP86720,3164,0,1,3,25,52.0,0,3
86720,SCROP86721,3164,0,1,3,30,51.0,0,2
86721,SCROP86722,3164,0,1,3,30,60.0,0,1
86722,SCROP86723,3337,0,0,3,10,,0,2
86723,SCROP86724,3337,0,0,3,5,67.0,0,2
86724,SCROP86725,3337,0,1,3,20,56.0,0,2
86725,SCROP86726,3337,0,1,3,30,58.0,0,1
86726,SCROP86727,3516,0,0,3,10,50.0,0,1
86727,SCROP86728,3515,0,0,3,10,60.0,0,2
86728,SCROP86729,3516,0,0,3,15,64.0,0,1
86729,SCROP86730,3516,0,0,3,40,64.0,0,1
86730,SCROP86731,3516,0,0,3,40,64.0,0,2
86731,SCROP86732,3702,0,0,3,5,,0,3
86732,SCROP86733,3895,0,0,3,10,63.0,0,1
86733,SCROP86734,150,1,0,3,10,19.0,0,3
86734,SCROP86735,150,1,0,3,40,18.0,0,1
86735,SCROP86736,150,1,1,3,10,8.0,0,1
86736,SCROP86737,150,1,1,3,20,6.0,0,2
86737,SCROP86738,168,1,0,3,30,19.0,0,1
86738,SCROP86739,168,1,0,3,60,22.0,0,2
86739,SCROP86740,168,1,1,3,15,9.0,0,2
86740,SCROP86741,168,1,1,3,20,23.0,0,1
86741,SCROP86742,169,1,1,3,25,20.0,0,2
86742,SCROP86743,168,1,1,3,30,20.0,0,2
86743,SCROP86744,188,1,0,3,20,14.0,0,2
86744,SCROP86745,188,1,1,3,5,18.0,0,2
86745,SCROP86746,188,1,1,3,30,15.0,0,2
86746,SCROP86747,188,1,1,3,40,23.0,0,2
86747,SCROP86748,209,1,1,3,10,15.0,0,2
86748,SCROP86749,209,1,1,3,25,18.0,0,1
86749,SCROP86750,232,1,0,3,20,17.0,0,2
86750,SCROP86751,232,1,0,3,20,27.0,0,2
86751,SCROP86752,232,1,1,3,10,8.0,0,2
86752,SCROP86753,232,1,1,3,10,15.0,0,3
86753,SCROP86754,232,1,1,3,60,26.0,0,2
86754,SCROP86755,256,1,0,3,20,27.0,0,2
86755,SCROP86756,256,1,0,3,35,27.0,0,2
86756,SCROP86757,283,1,0,3,25,21.0,0,2
86757,SCROP86758,283,1,0,3,40,26.0,0,2
86758,SCROP86759,283,1,1,3,10,26.0,0,2
86759,SCROP86760,283,1,1,3,30,31.0,0,3
86760,SCROP86761,283,1,1,3,50,23.0,0,1
86761,SCROP86762,312,1,0,3,5,16.0,0,2
86762,SCROP86763,312,1,0,3,10,,0,2
86763,SCROP86764,311,1,0,3,30,24.0,0,1
86764,SCROP86765,312,1,0,3,40,12.0,0,1
86765,SCROP86766,312,1,1,3,10,24.0,0,1
86766,SCROP86767,311,1,1,3,20,29.0,0,2
86767,SCROP86768,311,1,1,3,25,23.0,0,2
86768,SCROP86769,312,1,1,3,40,29.0,0,3
86769,SCROP86770,342,1,0,3,10,17.0,0,2
86770,SCROP86771,342,1,0,3,20,32.0,0,2
86771,SCROP86772,342,1,0,3,40,31.0,0,2
86772,SCROP86773,342,1,1,3,25,20.0,0,1
86773,SCROP86774,375,1,0,3,15,7.0,0,1
86774,SCROP86775,375,1,0,3,20,,0,3
86775,SCROP86776,375,1,1,3,5,24.0,0,1
86776,SCROP86777,375,1,1,3,5,26.0,0,3
86777,SCROP86778,375,1,1,3,20,22.0,0,1
86778,SCROP86779,411,1,0,3,5,,0,2
86779,SCROP86780,410,1,0,3,5,28.0,0,1
86780,SCROP86781,410,1,0,3,10,35.0,0,2
86781,SCROP86782,411,1,0,3,20,30.0,0,2
86782,SCROP86783,411,1,0,3,25,27.0,0,3
86783,SCROP86784,411,1,1,3,5,8.0,0,3
86784,SCROP86785,411,1,1,3,15,,0,3
86785,SCROP86786,410,1,1,3,20,31.0,0,2
86786,SCROP86787,411,1,1,3,25,11.0,0,2
86787,SCROP86788,410,1,1,3,30,29.0,0,2
86788,SCROP86789,411,1,1,3,50,22.0,0,3
86789,SCROP86790,448,1,0,3,5,6.0,0,1
86790,SCROP86791,448,1,0,3,30,,0,2
86791,SCROP86792,448,1,0,3,40,32.0,0,1
86792,SCROP86793,448,1,0,3,50,30.0,0,1
86793,SCROP86794,448,1,1,3,20,26.0,0,1
86794,SCROP86795,448,1,1,3,40,15.0,0,2
86795,SCROP86796,448,1,1,3,40,30.0,0,3
86796,SCROP86797,448,1,1,3,20,26.0,0,1
86797,SCROP86798,489,1,0,3,60,26.0,0,2
86798,SCROP86799,488,1,0,3,10,32.0,0,2
86799,SCROP86800,489,1,1,3,5,24.0,0,3
86800,SCROP86801,488,1,1,3,15,32.0,0,2
86801,SCROP86802,531,1,0,3,5,27.0,0,3
86802,SCROP86803,531,1,0,3,15,22.0,0,3
86803,SCROP86804,531,1,0,3,20,,0,3
86804,SCROP86805,531,1,0,3,40,37.0,0,2
86805,SCROP86806,531,1,0,3,60,,0,2
86806,SCROP86807,531,1,0,3,70,33.0,0,1
86807,SCROP86808,531,1,1,3,10,23.0,0,2
86808,SCROP86809,531,1,1,3,20,26.0,0,2
86809,SCROP86810,531,1,1,3,35,36.0,0,2
86810,SCROP86811,531,1,1,3,45,33.0,0,3
86811,SCROP86812,531,1,1,3,60,30.0,0,1
86812,SCROP86813,531,1,1,3,40,31.0,0,1
86813,SCROP86814,577,1,0,3,15,28.0,0,1
86814,SCROP86815,577,1,0,3,15,36.0,0,2
86815,SCROP86816,577,1,0,3,20,20.0,0,2
86816,SCROP86817,577,1,0,3,25,39.0,0,2
86817,SCROP86818,577,1,0,3,40,29.0,0,2
86818,SCROP86819,577,1,0,3,40,31.0,0,1
86819,SCROP86820,577,1,0,3,30,30.0,0,2
86820,SCROP86821,577,1,1,3,25,35.0,0,3
86821,SCROP86822,577,1,1,3,5,24.0,0,1
86822,SCROP86823,577,1,1,3,20,17.0,0,3
86823,SCROP86824,577,1,1,3,20,32.0,0,2
86824,SCROP86825,577,1,1,3,40,5.0,0,2
86825,SCROP86826,577,1,1,3,40,18.0,0,3
86826,SCROP86827,577,1,1,3,45,30.0,0,3
86827,SCROP86828,625,1,0,3,10,8.0,0,2
86828,SCROP86829,625,1,0,3,30,32.0,0,2
86829,SCROP86830,626,1,0,3,20,32.0,0,1
86830,SCROP86831,626,1,1,3,20,42.0,0,2
86831,SCROP86832,625,1,1,3,35,34.0,0,2
86832,SCROP86833,626,1,1,3,40,20.0,0,2
86833,SCROP86834,626,1,1,3,5,32.0,0,2
86834,SCROP86835,625,1,1,3,20,34.0,0,2
86835,SCROP86836,677,1,0,3,10,13.0,0,2
86836,SCROP86837,677,1,0,3,15,26.0,0,3
86837,SCROP86838,677,1,0,3,30,29.0,0,3
86838,SCROP86839,677,1,0,3,35,22.0,0,2
86839,SCROP86840,677,1,0,3,25,31.0,0,2
86840,SCROP86841,677,1,1,3,20,,0,2
86841,SCROP86842,677,1,1,3,40,22.0,0,1
86842,SCROP86843,677,1,1,3,40,33.0,0,2
86843,SCROP86844,677,1,1,3,40,35.0,0,2
86844,SCROP86845,677,1,1,3,20,28.0,0,3
86845,SCROP86846,677,1,1,3,50,34.0,0,2
86846,SCROP86847,731,1,0,3,10,16.0,0,2
86847,SCROP86848,731,1,0,3,20,16.0,0,1
86848,SCROP86849,732,1,0,3,25,35.0,0,1
86849,SCROP86850,731,1,0,3,30,27.0,0,2
86850,SCROP86851,731,1,0,3,15,,0,1
86851,SCROP86852,731,1,1,3,30,31.0,0,2
86852,SCROP86853,731,1,1,3,20,31.0,0,2
86853,SCROP86854,789,1,0,3,25,32.0,0,2
86854,SCROP86855,789,1,0,3,40,34.0,0,2
86855,SCROP86856,790,1,0,3,40,41.0,0,3
86856,SCROP86857,789,1,0,3,10,32.0,0,2
86857,SCROP86858,789,1,0,3,15,38.0,0,1
86858,SCROP86859,790,1,1,3,15,12.0,0,1
86859,SCROP86860,789,1,1,3,20,8.0,0,2
86860,SCROP86861,790,1,1,3,35,39.0,0,1
86861,SCROP86862,789,1,1,3,40,37.0,0,1
86862,SCROP86863,851,1,0,3,40,34.0,0,1
86863,SCROP86864,851,1,0,3,20,36.0,0,2
86864,SCROP86865,851,1,1,3,25,27.0,0,1
86865,SCROP86866,851,1,1,3,25,39.0,0,1
86866,SCROP86867,850,1,1,3,60,39.0,0,1
86867,SCROP86868,851,1,1,3,20,35.0,0,2
86868,SCROP86869,851,1,1,3,30,38.0,0,2
86869,SCROP86870,915,1,0,3,5,33.0,0,2
86870,SCROP86871,915,1,0,3,25,34.0,0,2
86871,SCROP86872,916,1,0,3,20,28.0,0,3
86872,SCROP86873,915,1,0,3,15,28.0,0,1
86873,SCROP86874,915,1,0,3,10,39.0,0,3
86874,SCROP86875,916,1,0,3,40,41.0,0,2
86875,SCROP86876,915,1,1,3,5,7.0,0,1
86876,SCROP86877,915,1,1,3,40,,0,2
86877,SCROP86878,915,1,1,3,50,39.0,0,2
86878,SCROP86879,915,1,1,3,10,,0,2
86879,SCROP86880,915,1,1,3,10,12.0,0,2
86880,SCROP86881,915,1,1,3,20,20.0,0,1
86881,SCROP86882,984,1,0,3,10,29.0,0,1
86882,SCROP86883,984,1,0,3,10,34.0,0,2
86883,SCROP86884,984,1,0,3,10,40.0,0,2
86884,SCROP86885,984,1,0,3,20,12.0,0,3
86885,SCROP86886,984,1,0,3,20,35.0,0,2
86886,SCROP86887,984,1,0,3,20,40.0,0,2
86887,SCROP86888,984,1,0,3,50,35.0,0,2
86888,SCROP86889,984,1,0,3,10,38.0,0,2
86889,SCROP86890,984,1,0,3,15,35.0,0,1
86890,SCROP86891,1056,1,0,3,10,7.0,0,1
86891,SCROP86892,1056,1,0,3,15,17.0,0,3
86892,SCROP86893,1056,1,0,3,20,28.0,0,3
86893,SCROP86894,1056,1,0,3,20,31.0,0,2
86894,SCROP86895,1056,1,0,3,30,,0,1
86895,SCROP86896,1056,1,0,3,30,38.0,0,3
86896,SCROP86897,1056,1,0,3,30,,0,3
86897,SCROP86898,1056,1,0,3,40,37.0,0,2
86898,SCROP86899,1056,1,0,3,20,40.0,0,2
86899,SCROP86900,1056,1,0,3,20,34.0,0,1
86900,SCROP86901,1056,1,0,3,40,39.0,0,3
86901,SCROP86902,1056,1,1,3,15,7.0,0,2
86902,SCROP86903,1056,1,1,3,25,43.0,0,3
86903,SCROP86904,1056,1,1,3,25,44.0,0,2
86904,SCROP86905,1132,1,0,3,10,,0,1
86905,SCROP86906,1132,1,0,3,15,41.0,0,2
86906,SCROP86907,1132,1,0,3,10,27.0,0,1
86907,SCROP86908,1132,1,0,3,10,35.0,0,2
86908,SCROP86909,1132,1,0,3,20,23.0,0,2
86909,SCROP86910,1132,1,1,3,20,22.0,0,1
86910,SCROP86911,1132,1,1,3,25,16.0,0,2
86911,SCROP86912,1132,1,1,3,25,20.0,0,3
86912,SCROP86913,1132,1,1,3,30,42.0,0,1
86913,SCROP86914,1132,1,1,3,10,,0,2
86914,SCROP86915,1132,1,1,3,20,38.0,0,1
86915,SCROP86916,1212,1,0,3,10,11.0,0,1
86916,SCROP86917,1212,1,0,3,10,40.0,0,2
86917,SCROP86918,1212,1,0,3,10,,0,1
86918,SCROP86919,1212,1,0,3,20,30.0,0,2
86919,SCROP86920,1212,1,0,3,15,43.0,0,2
86920,SCROP86921,1212,1,1,3,10,35.0,0,1
86921,SCROP86922,1212,1,1,3,20,,0,3
86922,SCROP86923,1212,1,1,3,30,31.0,0,2
86923,SCROP86924,1212,1,1,3,50,38.0,0,1
86924,SCROP86925,1212,1,1,3,10,34.0,0,2
86925,SCROP86926,1212,1,1,3,40,43.0,0,2
86926,SCROP86927,1212,1,1,3,60,41.0,0,2
86927,SCROP86928,1297,1,0,3,5,48.0,0,3
86928,SCROP86929,1297,1,0,3,10,28.0,0,2
86929,SCROP86930,1297,1,0,3,10,30.0,0,2
86930,SCROP86931,1296,1,0,3,25,31.0,0,1
86931,SCROP86932,1297,1,0,3,30,40.0,0,1
86932,SCROP86933,1297,1,0,3,20,37.0,0,2
86933,SCROP86934,1296,1,1,3,15,23.0,0,1
86934,SCROP86935,1297,1,1,3,20,45.0,0,2
86935,SCROP86936,1296,1,1,3,30,42.0,0,2
86936,SCROP86937,1296,1,1,3,30,50.0,0,2
86937,SCROP86938,1296,1,1,3,45,38.0,0,2
86938,SCROP86939,1385,1,0,3,15,30.0,0,1
86939,SCROP86940,1385,1,0,3,20,46.0,0,2
86940,SCROP86941,1385,1,0,3,20,48.0,0,2
86941,SCROP86942,1385,1,0,3,25,49.0,0,2
86942,SCROP86943,1385,1,0,3,40,21.0,0,2
86943,SCROP86944,1385,1,1,3,10,11.0,0,2
86944,SCROP86945,1385,1,1,3,10,39.0,0,2
86945,SCROP86946,1385,1,1,3,10,44.0,0,3
86946,SCROP86947,1385,1,1,3,20,45.0,0,2
86947,SCROP86948,1385,1,1,3,30,21.0,0,2
86948,SCROP86949,1385,1,1,3,30,42.0,0,2
86949,SCROP86950,1385,1,1,3,40,41.0,0,2
86950,SCROP86951,1385,1,1,3,10,40.0,0,2
86951,SCROP86952,1385,1,1,3,20,40.0,0,2
86952,SCROP86953,1385,1,1,3,5,45.0,0,3
86953,SCROP86954,1385,1,1,3,40,26.0,0,2
86954,SCROP86955,1478,1,0,3,30,36.0,0,3
86955,SCROP86956,1478,1,0,3,30,40.0,0,2
86956,SCROP86957,1478,1,0,3,10,44.0,0,2
86957,SCROP86958,1478,1,0,3,30,,0,1
86958,SCROP86959,1478,1,0,3,60,42.0,0,2
86959,SCROP86960,1478,1,0,3,30,44.0,0,2
86960,SCROP86961,1478,1,0,3,20,25.0,0,2
86961,SCROP86962,1478,1,1,3,5,30.0,0,2
86962,SCROP86963,1478,1,1,3,15,33.0,0,3
86963,SCROP86964,1478,1,1,3,30,,0,2
86964,SCROP86965,1478,1,1,3,30,41.0,0,1
86965,SCROP86966,1478,1,1,3,50,46.0,0,2
86966,SCROP86967,1478,1,1,3,20,41.0,0,1
86967,SCROP86968,1576,1,0,3,10,16.0,0,1
